date,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir
2010/1/5,15,0,-23,-11,1031,1.79,0,0
2010/1/5,16,1,-24,-11,1031,3.58,0,0
2010/1/5,17,1,-23,-11,1031,5.37,0,0
2010/1/5,18,1,-23,-11,1032,7.16,0,0
2010/1/5,19,1,-22,-13,1033,10.29,0,0
2010/1/5,20,2,-22,-12,1033,13.42,0,0
2010/1/5,21,2,-24,-18,1033,16.55,0,0
2010/1/5,22,1,-22,-13,1034,20.57,0,0
2010/1/5,23,1,-22,-16,1033,23.7,0,0
2010/1/6,0,1,-25,-17,1033,26.83,0,0
2010/1/6,1,2,-25,-14,1033,4.02,0,0
2010/1/6,2,1,-26,-14,1034,8.04,0,0
2010/1/6,3,1,-26,-14,1033,13.85,0,0
2010/1/6,4,0,-26,-14,1033,17.87,0,0
2010/1/6,5,0,-26,-14,1033,23.68,0,0
2010/1/6,6,0,-26,-14,1033,28.6,0,0
2010/1/6,7,0,-26,-15,1034,33.52,0,0
2010/1/6,8,0,-26,-14,1034,39.33,0,0
2010/1/6,9,0,-25,-13,1035,44.25,0,0
2010/1/6,10,0,-25,-12,1035,50.06,0,0
2010/1/6,11,1,-24,-11,1035,54.98,0,0
2010/1/6,12,0,-24,-10,1034,59,0,0
2010/1/6,13,1,-22,-10,1033,4.02,0,0
2010/1/6,14,1,-22,-9,1033,5.81,0,0
2010/1/6,15,1,-22,-8,1033,0.89,0,0
2010/1/6,16,1,-22,-8,1033,1.79,0,0
2010/1/6,17,1,-21,-9,1033,3.58,0,0
2010/1/6,18,2,-22,-9,1033,5.37,0,0
2010/1/6,19,1,-22,-14,1034,0.89,0,0
2010/1/6,20,2,-22,-12,1035,1.79,0,0
2010/1/6,21,2,-21,-14,1034,3.58,0,0
2010/1/6,22,2,-22,-16,1035,5.37,0,0
2010/1/6,23,2,-21,-16,1035,7.16,0,0
2010/1/7,0,2,-21,-16,1035,8.95,0,0
2010/1/7,1,2,-21,-16,1035,0.45,0,0
2010/1/7,2,1,-22,-18,1036,1.34,0,0
2010/1/7,3,1,-23,-15,1036,4.02,0,0
2010/1/7,4,0,-24,-16,1035,7.15,0,0
2010/1/7,5,0,-25,-15,1035,10.28,0,0
2010/1/7,6,0,-24,-15,1035,14.3,0,0
2010/1/7,7,0,-25,-13,1036,4.92,0,0
2010/1/7,8,0,-24,-14,1036,4.02,0,0
2010/1/7,9,0,-23,-12,1036,8.94,0,0
2010/1/7,10,1,-22,-11,1036,12.96,0,0
2010/1/7,11,1,-20,-10,1036,16.09,0,0
2010/1/7,12,1,-21,-9,1035,19.22,0,0
2010/1/7,13,1,-21,-8,1034,21.01,0,0
2010/1/7,14,1,-20,-7,1033,22.8,0,0
2010/1/7,15,1,-20,-7,1032,24.59,0,0
2010/1/7,16,1,-18,-8,1032,26.38,0,0
2010/1/7,17,1,-19,-9,1032,28.17,0,0
2010/1/7,18,1,-19,-11,1032,0.89,0,0
2010/1/7,19,1,-18,-11,1033,1.79,0,0
2010/1/7,20,2,-19,-15,1032,1.79,0,0
2010/1/7,21,3,-19,-14,1032,0.45,0,0
2010/1/7,22,3,-21,-14,1032,1.34,0,0
2010/1/7,23,3,-21,-16,1032,2.23,0,0
2010/1/8,0,3,-21,-17,1031,1.79,0,0
2010/1/8,1,3,-19,-16,1031,3.58,0,0
2010/1/8,2,3,-20,-16,1031,0.89,0,0
2010/1/8,3,3,-19,-15,1030,0.89,0,0
2010/1/8,4,2,-18,-15,1030,0.45,0,0
2010/1/8,5,2,-18,-15,1029,1.34,0,0
2010/1/8,6,2,-18,-15,1029,1.79,0,0
2010/1/8,7,1,-16,-13,1029,0.89,0,0
2010/1/8,8,1,-16,-12,1029,0.89,0,0
2010/1/8,9,2,-16,-12,1030,1.78,0,0
2010/1/8,10,2,-17,-10,1030,0.89,0,0
2010/1/8,11,3,-16,-10,1029,0.89,0,0
2010/1/8,12,3,-16,-9,1028,3.13,0,0
2010/1/8,13,3,-15,-8,1026,4.92,0,0
2010/1/8,14,3,-16,-8,1026,0.89,0,0
2010/1/8,15,3,-16,-8,1025,1.78,0,0
2010/1/8,16,3,-16,-8,1025,2.67,0,0
2010/1/8,17,3,-17,-8,1025,0.89,0,0
2010/1/8,18,3,-17,-9,1026,0.45,0,0
2010/1/8,19,3,-17,-11,1026,1.34,0,0
2010/1/8,20,3,-17,-12,1026,1.79,0,0
2010/1/8,21,3,-18,-14,1027,1.79,0,0
2010/1/8,22,3,-16,-9,1027,4.92,0,0
2010/1/8,23,3,-16,-11,1027,6.71,0,0
2010/1/9,0,3,-17,-13,1027,0.89,0,0
2010/1/9,1,3,-17,-13,1027,3.13,0,0
2010/1/9,2,3,-17,-14,1027,4.92,0,0
2010/1/9,3,3,-17,-15,1027,8.05,0,0
2010/1/9,4,3,-17,-13,1027,9.84,0,0
2010/1/9,5,3,-19,-16,1027,13.86,0,0
2010/1/9,6,2,-18,-15,1027,17.88,0,0
2010/1/9,7,2,-19,-15,1027,21.9,0,0
2010/1/9,8,2,-18,-14,1028,25.92,0,0
2010/1/9,9,2,-18,-9,1029,5.81,0,0
2010/1/9,10,1,-17,-7,1029,11.62,0,0
2010/1/9,11,1,-17,-6,1030,17.43,0,0
2010/1/9,12,1,-16,-6,1029,23.24,0,0
2010/1/9,13,1,-16,-5,1029,28.16,0,0
2010/1/9,14,1,-15,-4,1029,33.08,0,0
2010/1/9,15,1,-14,-4,1028,37.1,0,0
2010/1/9,16,1,-15,-4,1029,38.89,0,0
2010/1/9,17,1,-15,-4,1030,1.79,0,0
2010/1/9,18,1,-15,-7,1030,3.13,0,0
2010/1/9,19,1,-15,-6,1031,3.13,0,0
2010/1/9,20,1,-15,-7,1032,4.92,0,0
2010/1/9,21,1,-15,-6,1032,3.13,0,0
2010/1/9,22,1,-15,-8,1033,0.45,0,0
2010/1/9,23,1,-15,-8,1033,0.9,0,0
2010/1/10,0,1,-15,-11,1033,0.89,0,0
2010/1/10,1,2,-17,-13,1033,1.78,0,0
2010/1/10,2,1,-17,-12,1033,4.91,0,0
2010/1/10,3,2,-17,-13,1033,8.04,0,0
2010/1/10,4,1,-19,-14,1032,9.83,0,0
2010/1/10,5,1,-18,-13,1032,12.96,0,0
2010/1/10,6,0,-19,-13,1032,16.09,0,0
2010/1/10,7,0,-19,-14,1033,19.22,0,0
2010/1/10,8,0,-19,-14,1034,22.35,0,0
2010/1/10,9,0,-17,-12,1033,24.14,0,0
2010/1/10,10,1,-16,-7,1033,4.02,0,0
2010/1/10,11,1,-15,-7,1033,3.13,0,0
2010/1/10,12,1,-15,-7,1032,6.26,0,0
2010/1/10,13,1,-14,-6,1031,9.39,0,0
2010/1/10,14,1,-14,-6,1031,12.52,0,0
2010/1/10,15,1,-13,-5,1030,14.31,0,0
2010/1/10,16,1,-14,-5,1031,16.1,0,0
2010/1/10,17,2,-14,-6,1031,19.23,0,0
2010/1/10,18,2,-13,-7,1032,23.25,0,0
2010/1/10,19,2,-15,-6,1032,27.27,0,0
2010/1/10,20,1,-15,-6,1033,30.4,0,0
2010/1/10,21,0,-15,-4,1034,35.32,0,0
2010/1/10,22,0,-16,-4,1034,44.26,0,0
2010/1/10,23,0,-17,-5,1035,52.31,0,0
2010/1/11,0,0,-17,-6,1035,60.36,0,0
2010/1/11,1,0,-17,-8,1035,0.89,0,0
2010/1/11,2,0,-19,-11,1036,4.02,0,0
2010/1/11,3,0,-20,-11,1036,8.94,0,0
2010/1/11,4,0,-21,-11,1035,4.02,0,0
2010/1/11,5,0,-22,-12,1035,3.13,0,0
2010/1/11,6,0,-22,-12,1035,4.92,0,0
2010/1/11,7,0,-22,-13,1036,5.81,0,0
2010/1/11,8,0,-22,-9,1036,13.86,0,0
2010/1/11,9,0,-22,-10,1036,21.91,0,0
2010/1/11,10,0,-22,-9,1036,29.06,0,0
2010/1/11,11,0,-21,-9,1036,33.08,0,0
2010/1/11,12,0,-20,-6,1035,42.02,0,0
2010/1/11,13,0,-19,-5,1034,50.96,0,0
2010/1/11,14,0,-19,-5,1033,59.01,0,0
2010/1/11,15,0,-20,-5,1033,66.16,0,0
2010/1/11,16,0,-20,-5,1032,71.97,0,0
2010/1/11,17,0,-20,-5,1033,76.89,0,0
2010/1/11,18,0,-20,-7,1033,81.81,0,0
2010/1/11,19,0,-22,-7,1033,85.83,0,0
2010/1/11,20,0,-22,-8,1033,89.85,0,0
2010/1/11,21,0,-23,-10,1033,91.64,0,0
2010/1/11,22,0,-23,-13,1033,93.43,0,0
2010/1/11,23,0,-22,-12,1032,0.89,0,0
2010/1/12,0,0,-22,-15,1031,1.78,0,0
2010/1/12,1,0,-22,-14,1031,1.79,0,0
2010/1/12,2,1,-22,-14,1031,0.89,0,0
2010/1/12,3,0,-24,-18,1030,1.79,0,0
2010/1/12,4,0,-24,-13,1030,3.58,0,0
2010/1/12,5,0,-25,-14,1030,3.13,0,0
2010/1/12,6,0,-24,-14,1030,7.15,0,0
2010/1/12,7,0,-25,-12,1030,12.96,0,0
2010/1/12,8,0,-26,-14,1030,16.98,0,0
2010/1/12,9,0,-25,-12,1031,21,0,0
2010/1/12,10,0,-25,-11,1031,26.81,0,0
2010/1/12,11,0,-24,-11,1030,35.75,0,0
2010/1/12,12,0,-23,-11,1029,47.82,0,0
2010/1/12,13,0,-22,-11,1029,63.02,0,0
2010/1/12,14,0,-23,-11,1029,75.98,0,0
2010/1/12,15,0,-22,-11,1029,88.05,0,0
2010/1/12,16,0,-23,-11,1030,101.01,0,0
2010/1/12,17,0,-24,-11,1030,109.06,0,0
2010/1/12,18,0,-24,-11,1032,118,0,0
2010/1/12,19,0,-23,-11,1032,126.05,0,0
2010/1/12,20,0,-23,-12,1032,134.1,0,0
2010/1/12,21,0,-24,-12,1033,142.15,0,0
2010/1/12,22,0,-23,-12,1033,150.2,0,0
2010/1/12,23,0,-23,-12,1034,160.03,0,0
2010/1/13,0,0,-24,-12,1034,169.86,0,0
2010/1/13,1,0,-24,-12,1033,178.8,0,0
2010/1/13,2,0,-25,-12,1033,189.98,0,0
2010/1/13,3,0,-24,-13,1033,198.03,0,0
2010/1/13,4,0,-25,-12,1032,205.18,0,0
2010/1/13,5,0,-25,-12,1033,215.01,0,0
2010/1/13,6,0,-25,-12,1032,226.19,0,0
2010/1/13,7,0,-25,-12,1032,235.13,0,0
2010/1/13,8,0,-25,-12,1032,243.18,0,0
2010/1/13,9,0,-23,-11,1033,252.12,0,0
2010/1/13,10,0,-23,-10,1033,257.93,0,0
2010/1/13,11,1,-22,-9,1033,263.74,0,0
2010/1/13,12,0,-21,-8,1031,270.89,0,0
2010/1/13,13,1,-21,-6,1030,278.94,0,0
2010/1/13,14,1,-20,-5,1029,286.99,0,0
2010/1/13,15,1,-22,-5,1028,294.14,0,0
2010/1/13,16,1,-21,-5,1028,299.06,0,0
2010/1/13,17,1,-19,-7,1028,1.79,0,0
2010/1/13,18,1,-19,-8,1028,0.45,0,0
2010/1/13,19,2,-20,-9,1028,1.34,0,0
2010/1/13,20,2,-19,-10,1027,1.79,0,0
2010/1/13,21,2,-19,-13,1027,0.89,0,0
2010/1/13,22,1,-18,-12,1027,1.78,0,0
2010/1/13,23,1,-18,-13,1027,0.89,0,0
2010/1/14,0,1,-18,-14,1026,1.78,0,0
2010/1/14,1,3,-20,-15,1025,2.67,0,0
2010/1/14,2,3,-20,-15,1025,0.89,0,0
2010/1/14,3,3,-20,-16,1025,1.78,0,0
2010/1/14,4,3,-20,-16,1024,3.57,0,0
2010/1/14,5,2,-21,-17,1024,6.7,0,0
2010/1/14,6,2,-19,-14,1023,10.72,0,0
2010/1/14,7,1,-21,-17,1023,13.85,0,0
2010/1/14,8,2,-19,-15,1024,15.64,0,0
2010/1/14,9,2,-19,-14,1024,18.77,0,0
2010/1/14,10,2,-18,-10,1024,22.79,0,0
2010/1/14,11,2,-17,-9,1023,24.58,0,0
2010/1/14,12,2,-16,-6,1023,26.37,0,0
2010/1/14,13,1,-17,-5,1022,28.16,0,0
2010/1/14,14,2,-16,-5,1022,29.95,0,0
2010/1/14,15,2,-15,-4,1022,33.08,0,0
2010/1/14,16,1,-16,-4,1023,0.89,0,0
2010/1/14,17,2,-15,-5,1025,1.79,0,0
2010/1/14,18,2,-14,-3,1026,5.81,0,0
2010/1/14,19,1,-16,-3,1027,11.62,0,0
2010/1/14,20,1,-15,-4,1029,20.56,0,0
2010/1/14,21,0,-16,-5,1031,24.58,0,0
2010/1/14,22,0,-17,-6,1032,3.13,0,0
2010/1/14,23,0,-18,-6,1033,8.05,0,0
2010/1/15,0,1,-19,-7,1034,13.86,0,0
2010/1/15,1,1,-17,-8,1035,5.81,0,0
2010/1/15,2,0,-18,-10,1035,11.62,0,0
2010/1/15,3,0,-19,-10,1036,14.75,0,0
2010/1/15,4,0,-19,-9,1036,19.67,0,0
2010/1/15,5,0,-19,-9,1036,7.15,0,0
2010/1/15,6,0,-20,-9,1037,12.96,0,0
2010/1/15,7,0,-19,-9,1037,18.77,0,0
2010/1/15,8,0,-19,-8,1038,22.79,0,0
2010/1/15,9,0,-19,-8,1039,28.6,0,0
2010/1/15,10,0,-19,-7,1039,35.75,0,0
2010/1/15,11,0,-18,-6,1039,41.56,0,0
2010/1/15,12,0,-18,-5,1039,45.58,0,0
2010/1/15,13,0,-17,-4,1038,1.79,0,0
2010/1/15,14,0,-16,-3,1037,0.89,0,0
2010/1/15,15,1,-17,-3,1037,1.78,0,0
2010/1/15,16,1,-17,-2,1037,2.23,0,0
2010/1/15,17,1,-15,-5,1036,0.89,0,0
2010/1/15,18,2,-15,-6,1036,0.89,0,0
2010/1/15,19,2,-15,-6,1037,1.78,0,0
2010/1/15,20,2,-14,-6,1037,1.79,0,0
2010/1/15,21,2,-14,-8,1036,3.58,0,0
2010/1/15,22,2,-14,-10,1037,0.89,0,0
2010/1/15,23,2,-15,-11,1036,1.78,0,0
2010/1/16,0,2,-15,-11,1036,2.67,0,0
2010/1/16,1,3,-16,-13,1036,0.89,0,0
2010/1/16,2,3,-16,-12,1036,0.89,0,0
2010/1/16,3,3,-16,-13,1035,0.89,0,0
2010/1/16,4,3,-15,-12,1035,1.78,0,0
2010/1/16,5,3,-14,-10,1034,1.79,0,0
2010/1/16,6,2,-15,-10,1034,2.68,0,0
2010/1/16,7,2,-15,-11,1034,4.47,0,0
2010/1/16,8,2,-15,-11,1034,6.26,0,0
2010/1/16,9,2,-14,-9,1034,8.05,0,0
2010/1/16,10,2,-14,-9,1034,9.84,0,0
2010/1/16,11,2,-13,-6,1034,0.89,0,0
2010/1/16,12,2,-13,-5,1033,1.79,0,0
2010/1/16,13,2,-12,-4,1031,0.89,0,0
2010/1/16,14,2,-12,-3,1031,1.78,0,0
2010/1/16,15,2,-12,-3,1030,2.67,0,0
2010/1/16,16,2,-11,-3,1030,3.56,0,0
2010/1/16,17,2,-11,-4,1031,0.89,0,0
2010/1/16,18,3,-12,-7,1031,0.89,0,0
2010/1/16,19,3,-12,-7,1032,1.78,0,0
2010/1/16,20,3,-12,-8,1032,2.23,0,0
2010/1/16,21,3,-12,-9,1032,3.12,0,0
2010/1/16,22,3,-13,-11,1032,0.89,0,0
2010/1/16,23,3,-14,-11,1032,2.68,0,0
2010/1/17,0,3,-15,-12,1032,5.81,0,0
2010/1/17,1,3,-14,-11,1032,0.45,0,0
2010/1/17,2,3,-14,-11,1031,1.34,0,0
2010/1/17,3,3,-14,-12,1031,1.79,0,0
2010/1/17,4,2,-14,-12,1031,3.58,0,0
2010/1/17,5,2,-14,-10,1030,6.71,0,0
2010/1/17,6,3,-14,-11,1030,9.84,0,0
2010/1/17,7,3,-15,-10,1030,11.63,0,0
2010/1/17,8,3,-13,-10,1030,14.76,0,0
2010/1/17,9,3,-13,-8,1030,17.89,0,0
2010/1/17,10,3,-12,-6,1030,0.45,0,0
2010/1/17,11,3,-11,-5,1030,1.34,0,0
2010/1/17,12,3,-11,-4,1029,2.23,0,0
2010/1/17,13,3,-11,-3,1028,3.12,0,0
2010/1/17,14,3,-10,-1,1027,4.01,0,0
2010/1/17,15,3,-11,-1,1027,4.46,0,0
2010/1/17,16,3,-10,-1,1026,0.89,0,0
2010/1/17,17,3,-10,-3,1026,1.78,0,0
2010/1/17,18,3,-10,-5,1027,2.67,0,0
2010/1/17,19,3,-10,-6,1027,0.89,0,0
2010/1/17,20,3,-11,-7,1027,0.45,0,0
2010/1/17,21,3,-10,-7,1027,0.9,0,0
2010/1/17,22,3,-11,-9,1027,1.35,0,0
2010/1/17,23,3,-12,-9,1027,0.89,0,0
2010/1/18,0,3,-12,-10,1028,0.89,0,0
2010/1/18,1,3,-13,-11,1028,3.13,0,0
2010/1/18,2,3,-11,-9,1028,4.92,0,0
2010/1/18,3,3,-13,-10,1028,6.71,0,0
2010/1/18,4,3,-13,-11,1028,7.6,0,0
2010/1/18,5,3,-13,-11,1027,1.79,0,0
2010/1/18,6,3,-14,-11,1028,0.89,0,0
2010/1/18,7,2,-14,-11,1028,4.02,0,0
2010/1/18,8,2,-14,-11,1028,5.81,0,0
2010/1/18,9,3,-11,-6,1028,9.83,0,0
2010/1/18,10,3,-10,-5,1028,11.62,0,0
2010/1/18,11,2,-9,-3,1028,13.41,0,0
2010/1/18,12,2,-8,-1,1027,15.2,0,0
2010/1/18,13,2,-9,0,1026,16.99,0,0
2010/1/18,14,3,-9,1,1025,1.79,0,0
2010/1/18,15,3,-9,1,1025,0.89,0,0
2010/1/18,16,3,-8,1,1025,0.89,0,0
2010/1/18,17,3,-7,-1,1025,2.68,0,0
2010/1/18,18,3,-7,-2,1025,0.89,0,0
2010/1/18,19,3,-7,-3,1025,0.89,0,0
2010/1/18,20,3,-5,-2,1026,0.89,0,0
2010/1/18,21,3,-5,-1,1026,1.79,0,0
2010/1/18,22,3,-5,-1,1026,3.58,0,0
2010/1/18,23,3,-6,-1,1026,0.89,0,0
2010/1/19,0,3,-4,-1,1025,1.79,0,0
2010/1/19,1,3,-5,-1,1024,4.92,0,0
2010/1/19,2,3,-5,-1,1024,6.71,0,0
2010/1/19,3,3,-5,-1,1023,8.5,0,0
2010/1/19,4,3,-4,-1,1022,10.29,0,0
2010/1/19,5,3,-4,-1,1021,11.18,0,0
2010/1/19,6,3,-4,-1,1021,12.07,0,0
2010/1/19,7,3,-4,-1,1021,13.86,0,0
2010/1/19,8,3,-4,0,1021,0.89,0,0
2010/1/19,9,3,-4,0,1021,1.79,0,0
2010/1/19,10,3,-4,0,1021,0.89,0,0
2010/1/19,11,3,-5,1,1021,1.79,0,0
2010/1/19,12,3,-5,1,1020,0.89,0,0
2010/1/19,13,3,-4,1,1019,1.34,0,0
2010/1/19,14,3,-4,1,1018,0.89,0,0
2010/1/19,15,3,-3,2,1018,0.45,0,0
2010/1/19,16,3,-3,2,1018,1.34,0,0
2010/1/19,17,3,-2,2,1018,0.89,0,0
2010/1/19,18,3,-3,1,1018,0.89,0,0
2010/1/19,19,3,-3,2,1020,1.79,0,0
2010/1/19,20,3,-3,1,1020,4.92,0,0
2010/1/19,21,3,-3,0,1021,6.71,0,0
2010/1/19,22,3,-3,0,1021,8.5,0,0
2010/1/19,23,3,-3,1,1020,11.63,0,0
2010/1/20,0,3,-2,0,1021,14.76,0,0
2010/1/20,1,3,-2,-1,1022,16.55,0,0
2010/1/20,2,3,-4,-2,1022,19.68,0,0
2010/1/20,3,3,-2,-1,1023,25.49,0,0
2010/1/20,4,1,-3,1,1023,28.62,0,0
2010/1/20,5,2,-3,0,1024,31.75,0,0
2010/1/20,6,1,-5,2,1026,36.67,0,0
2010/1/20,7,1,-9,1,1027,41.59,0,0
2010/1/20,8,1,-10,0,1028,48.74,0,0
2010/1/20,9,1,-10,0,1030,55.89,0,0
2010/1/20,10,0,-11,1,1032,63.04,0,0
2010/1/20,11,0,-13,0,1033,71.09,0,0
2010/1/20,12,0,-13,0,1033,78.24,0,0
2010/1/20,13,0,-13,-1,1033,8.05,0,0
2010/1/20,14,0,-13,-1,1032,7.15,0,0
2010/1/20,15,0,-15,-1,1032,5.81,0,0
2010/1/20,16,0,-14,-1,1033,5.81,0,0
2010/1/20,17,0,-15,-2,1033,12.96,0,0
2010/1/20,18,0,-16,-3,1034,21.01,0,0
2010/1/20,19,0,-17,-4,1035,28.16,0,0
2010/1/20,20,0,-19,-3,1036,37.99,0,0
2010/1/20,21,0,-18,-4,1037,46.93,0,0
2010/1/20,22,0,-19,-4,1038,55.87,0,0
2010/1/20,23,0,-19,-5,1038,65.7,0,0
2010/1/21,0,0,-20,-6,1038,75.53,0,0
2010/1/21,1,0,-20,-6,1038,85.36,0,0
2010/1/21,2,0,-20,-7,1038,95.19,0,0
2010/1/21,3,0,-22,-8,1038,103.24,0,0
2010/1/21,4,0,-23,-8,1038,111.29,0,0
2010/1/21,5,0,-24,-9,1038,118.44,0,0
2010/1/21,6,0,-24,-9,1038,128.27,0,0
2010/1/21,7,0,-25,-9,1038,138.1,0,0
2010/1/21,8,0,-25,-8,1039,147.04,0,0
2010/1/21,9,0,-25,-8,1039,155.98,0,0
2010/1/21,10,0,-22,-7,1039,160.9,0,0
2010/1/21,11,0,-22,-7,1038,3.13,0,0
2010/1/21,12,0,-22,-5,1037,4.02,0,0
2010/1/21,13,0,-21,-5,1035,3.13,0,0
2010/1/21,14,0,-21,-4,1034,1.79,0,0
2010/1/21,15,0,-20,-3,1034,1.79,0,0
2010/1/21,16,0,-21,-2,1033,4.92,0,0
2010/1/21,17,0,-20,-2,1033,10.73,0,0
2010/1/21,18,1,-20,-2,1034,15.65,0,0
2010/1/21,19,1,-19,-3,1034,21.46,0,0
2010/1/21,20,1,-19,-3,1035,25.48,0,0
2010/1/21,21,1,-17,-8,1035,0.89,0,0
2010/1/21,22,1,-18,-9,1035,1.79,0,0
2010/1/21,23,1,-18,-9,1035,3.58,0,0
2010/1/22,0,0,-18,-6,1036,7.6,0,0
2010/1/22,1,0,-20,-4,1037,17.43,0,0
2010/1/22,2,0,-21,-5,1037,27.26,0,0
2010/1/22,3,0,-21,-6,1037,35.31,0,0
2010/1/22,4,0,-20,-7,1036,42.46,0,0
2010/1/22,5,0,-20,-7,1035,48.27,0,0
2010/1/22,6,0,-20,-7,1035,54.08,0,0
2010/1/22,7,0,-20,-7,1036,59,0,0
2010/1/22,8,0,-19,-7,1036,63.92,0,0
2010/1/22,9,0,-20,-5,1036,67.94,0,0
2010/1/22,10,0,-19,-4,1036,75.09,0,0
2010/1/22,11,0,-19,-4,1036,84.03,0,0
2010/1/22,12,0,-19,-3,1035,95.21,0,0
2010/1/22,13,0,-18,-3,1034,105.04,0,0
2010/1/22,14,0,-19,-2,1033,114.87,0,0
2010/1/22,15,0,-18,-2,1032,124.7,0,0
2010/1/22,16,0,-18,-2,1032,133.64,0,0
2010/1/22,17,0,-18,-2,1032,139.45,0,0
