date,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir
2010/2/1,64.79166667,-10.08333333,-2.875,1026.75,13.03791667,0,0
2010/2/2,65.625,-16.29166667,-5.416666667,1028.291667,5.959583333,0,0
2010/2/3,77.54166667,-19.95833333,-5.166666667,1028.5,14.9175,0,0
2010/2/4,58.5,-20.5,-5.041666667,1026.791667,5.60625,0,0
2010/2/5,78.45833333,-14.33333333,-4.083333333,1029.833333,4.731666667,0,0
2010/2/6,76.125,-10.45833333,-5,1030.541667,22.81875,0.666666667,0
2010/2/7,109.1666667,-6.5,-4.333333333,1022.666667,5.770833333,1.708333333,0
2010/2/8,178.0833333,-5.25,-1.541666667,1019.208333,3.257916667,0,0
2010/2/9,157.25,-9.833333333,0.041666667,1023.791667,3.295416667,0,0
2010/2/10,12.41666667,-22.29166667,-1.583333333,1030.958333,40.35833333,0,0
2010/2/11,14.33333333,-22.125,-3.666666667,1035.708333,27.06041667,0,0
2010/2/12,23.08333333,-21.54166667,-5.208333333,1034.916667,6.852916667,0,0
2010/2/13,78.08333333,-17.83333333,-4.583333333,1028.791667,8.958333333,0,0
2010/2/14,103.3913043,-20.26086957,-4.173913043,1032.695652,9.367826087,0,0
2010/2/15,30,-22.29166667,-5.541666667,1035.125,5.977083333,0,0
2010/2/16,93.58333333,-16.95833333,-5.375,1030.208333,7.5025,0,0
2010/2/17,67.29166667,-19.08333333,-2.291666667,1026.25,43.6575,0,0
2010/2/18,79.66666667,-19,-2.041666667,1023.708333,4.61625,0,0
2010/2/19,112.9583333,-15.58333333,0.083333333,1016.625,3.7375,0,0
2010/2/20,178.5,-10.29166667,0.875,1012.708333,3.64875,0,0
2010/2/21,125.75,-9.708333333,4.208333333,1013.291667,14.58541667,0,0
2010/2/22,94.5,-7.791666667,0.083333333,1018.583333,20.10125,0,0
2010/2/23,166.5,-6.541666667,0.083333333,1007.333333,1.655416667,0,0
2010/2/24,277.7083333,-2.5,4.375,1004.208333,9.555,0,0
2010/2/25,169.625,-1.333333333,3.916666667,1015.625,21.90333333,0,0
2010/2/26,69.875,-6.791666667,1.833333333,1020.875,35.40375,0,0
2010/2/27,76.41666667,-6.375,-1.25,1019.5,18.31708333,0.458333333,0
2010/2/28,83.58333333,-7.125,-0.125,1022.416667,14.67541667,0.875,0
2010/3/1,57.91666667,-5.041666667,-2.541666667,1022.833333,42.0125,1.208333333,0
2010/3/2,90.08333333,-8.458333333,1.625,1021.166667,23.54875,0,0
2010/3/3,157.875,-6.208333333,1.666666667,1022.875,7.114583333,0,0
2010/3/4,186.0833333,-3.458333333,2.416666667,1015.5,7.937083333,0,0.041666667
2010/3/5,31.33333333,-20.33333333,0.541666667,1026.958333,50.30583333,0,0
2010/3/6,50.04166667,-17.33333333,-2,1033.666667,31.55333333,0,0
2010/3/7,87.25,-10.25,-2.458333333,1035.25,11.64333333,0.041666667,0
2010/3/8,48.33333333,-6.875,-3.333333333,1039.5,14.1075,2.75,0
2010/3/9,18,-17.95833333,-3.375,1035.375,97.55083333,0,0
2010/3/10,59.58333333,-13.70833333,0.75,1021.375,11.47041667,0,0
2010/3/11,171.625,-7.791666667,2.208333333,1009.416667,4.4875,0,0
2010/3/12,49.20833333,-14.29166667,5.541666667,1017.416667,26.33833333,0,0
2010/3/13,62.125,-9.75,2.875,1026.375,21.70791667,0,0
2010/3/14,83.875,-3.541666667,0.25,1020.916667,10.34,3.375,0.25
2010/3/15,64.5,-9.75,1.583333333,1023.208333,61.10291667,0,0
2010/3/16,64.25,-10.79166667,0.5,1023.208333,4.0425,0,0
2010/3/17,40.79166667,-12.83333333,3,1026.333333,16.01833333,0,0
2010/3/18,157.6666667,-3.291666667,0.583333333,1020.041667,4.840833333,0.041666667,0
2010/3/19,228.4166667,1.791666667,4.375,1003.5,3.031666667,0,0.25
2010/3/20,168.1818182,-7.363636364,6.954545455,1009.136364,89.96863636,0,0
2010/3/21,68.91666667,-8.041666667,7.458333333,1013.75,18.905,0,0
2010/3/22,162.9565217,-7.913043478,8.695652174,1013.695652,37.03521739,0,0
2010/3/23,52.125,-7.75,7.625,1020.958333,28.82625,0,0
2010/3/24,62.83333333,-6.541666667,6.75,1022.333333,20.00041667,0,0.25
2010/3/25,30.41666667,-11,4.375,1026.041667,13.76166667,0,0
2010/3/26,67.70833333,-10.75,6.5,1019.041667,9.479583333,0,0
2010/3/27,72.33333333,-8.541666667,5.875,1025.25,16.48458333,0,0
2010/3/28,71.79166667,-7.166666667,6.541666667,1026.458333,14.47458333,0,0
2010/3/29,213.7083333,-0.208333333,7.541666667,1023.458333,11.34416667,0,0.458333333
2010/4/1,256.8571429,6.142857143,7.428571429,1019,8.622857143,0,6.857142857
2010/4/2,122.2222222,-5.222222222,11.66666667,1015.444444,25.92222222,0,0
2010/4/3,28.04545455,-16.59090909,8.409090909,1020.090909,123.1340909,0,0
2010/4/4,30.75,-15.25,6.541666667,1020.375,38.605,0,0
2010/4/5,101.2083333,-7.416666667,7.916666667,1016.916667,21.94166667,0,0
2010/4/6,123.5,-4.791666667,13.83333333,1009.625,7.189583333,0,0
2010/4/7,135.0833333,1.708333333,10.91666667,1014,10.46875,0,0.125
2010/4/8,20.375,-12.29166667,10.5,1025.333333,17.05916667,0,0
2010/4/9,92.875,-5.916666667,11.91666667,1020.041667,26.17,0,0
2010/4/10,106,0.875,14.58333333,1008.25,109.4975,0,0
2010/4/11,85.91666667,2.25,11.16666667,1011.458333,19.20375,0,0
2010/4/12,36.20833333,-8.416666667,10.58333333,1017.625,17.63708333,0,0
2010/4/13,68.75,0.25,6.25,1017,49.27666667,0,0.875
2010/4/14,47.79166667,-6.208333333,7.083333333,1018,60.05666667,0,0.041666667
2010/4/15,20.125,-16.70833333,6.375,1026.791667,174.6608333,0,0
2010/4/16,56.79166667,-9.75,7.166666667,1026.333333,8.605833333,0,0
2010/4/17,171.0833333,0.708333333,6.083333333,1020.583333,51.53916667,0,0
2010/4/18,211,2.75,8.583333333,1018.166667,16.40458333,0,0
2010/4/19,147.5833333,3.375,8.583333333,1021.416667,72.46875,0,0
2010/4/20,232.625,6.458333333,13.54166667,1012.916667,3.204166667,0,0
2010/4/21,211.125,7.958333333,14.20833333,1014.208333,16.44625,0,0.25
2010/4/22,82.83333333,4,13.875,1019.083333,7.43125,0,0
2010/4/23,39.58333333,2.208333333,12.04166667,1022.208333,14.71166667,0,0.5
2010/4/24,39.41666667,5.333333333,9.458333333,1020.958333,13.33833333,0,5.125
2010/4/25,33.16666667,-4.041666667,13.20833333,1020.333333,10.78541667,0,0
2010/4/26,86.54166667,1.333333333,16.79166667,1016.333333,36.405,0,0
2010/4/27,87.5,6.541666667,13.83333333,1014.583333,83.17208333,0,0.625
2010/4/28,13.375,-5.458333333,8.875,1013.541667,24.72041667,0,0.041666667
2010/4/29,24.66666667,-10.70833333,8.708333333,1009.291667,138.9045833,0,0
2010/4/30,16.375,-9.583333333,10.5,1012.583333,319.0270833,0,0
2010/5/1,18.66666667,-6.75,14.04166667,1013.208333,90.69041667,0,0
2010/5/2,27.58333333,-5.708333333,18.375,1013.791667,164.9058333,0,0
2010/5/3,69.375,-0.083333333,20.83333333,1006.083333,17.11041667,0,0
2010/5/4,78.04166667,0.375,23.875,1002.25,19.75958333,0,0
2010/5/5,109.875,3.25,19.66666667,1007.458333,4.599166667,0,0
2010/5/6,137.2916667,11.625,19.66666667,1002.541667,12.32833333,0,0.5
2010/5/7,125.4583333,9.708333333,18.83333333,998.25,66.08333333,0,0.583333333
2010/5/8,18.95833333,0.25,20.625,1006,54.32083333,0,0
2010/5/9,96.41666667,2.416666667,21.66666667,1003.333333,38.77625,0,0
2010/5/10,128.2916667,6.5,19.54166667,1006.791667,17.47125,0,0
2010/5/11,79.875,0.666666667,17.29166667,1007.083333,33.40166667,0,0.125
2010/5/12,47.45833333,-0.458333333,16.83333333,1005.958333,49.94708333,0,0
2010/5/13,16.04166667,2,17.95833333,1014.708333,60.12125,0,0
2010/5/14,43.66666667,5.958333333,17.41666667,1017.875,13.74916667,0,0
2010/5/15,67.33333333,6.125,18.70833333,1017.5,13.39083333,0,0
2010/5/16,136.125,9.291666667,18,1015,9.4825,0,0.666666667
2010/5/17,181.75,12.25,21.45833333,1012.583333,8.51125,0,0
2010/5/18,109.9583333,12.375,18.70833333,1014,63.30958333,0,1.541666667
2010/5/19,67.54545455,13.31818182,16.22727273,1009.909091,15.11954545,0,1.272727273
2010/5/20,51.625,10.25,17.54166667,1002.041667,19.48125,0,0.958333333
2010/5/21,33.91666667,3.75,24.08333333,999.7916667,13.74375,0,0
2010/5/22,64.08333333,4.875,25.41666667,1004.708333,13.89166667,0,0
2010/5/23,108.2083333,10.875,23.375,1007.083333,19.445,0,0
2010/5/24,151.3333333,11.5,22.41666667,1005.708333,7.576666667,0,0
2010/5/25,125.25,9.958333333,24.16666667,1000.541667,7.597916667,0,0.041666667
2010/5/26,45.79166667,7.333333333,23.41666667,1003.208333,24.27166667,0,0
2010/5/27,33.20833333,3.958333333,24.875,1010.375,8.234583333,0,0
2010/5/28,81.91666667,11,25.16666667,1012.833333,22.11125,0,0
2010/5/29,84.78947368,14.15789474,21.57894737,1015,4.258421053,0,1.684210526
2010/5/30,130.875,16.16666667,19.125,1009.708333,4.023333333,0,7.458333333
2010/5/31,143.5,13.04166667,22.79166667,1004.875,6.329166667,0,0
2010/6/1,39.45833333,11.125,23.20833333,1007.166667,9.515833333,0,0.041666667
2010/6/3,84.41666667,13.29166667,21.83333333,1014.666667,7.563333333,0,0.083333333
2010/6/7,110.3809524,14.19047619,20.71428571,1015.428571,5.31952381,0,0.142857143
2010/6/10,121,14.28571429,21.42857143,1016.571429,4.468571429,0,0
2010/6/11,115.4583333,13.04166667,21.75,1017.333333,8.21,0,0
2010/6/12,80,13.25,19.16666667,1017,11.09416667,0,0
2010/6/13,131.5833333,13.58333333,28.08333333,1012.083333,29.57916667,0,0
2010/6/14,160.75,14,21.75,1014,28.2725,0,0
2010/6/15,48,12.14285714,26.28571429,1013.142857,14.29714286,0,0
2010/6/16,49.875,14.625,21.125,1013.333333,12.61166667,0,0.625
2010/6/17,86.83333333,15.45833333,21.375,1011.541667,6.78125,0,0
2010/6/18,110.1666667,16.29166667,24.5,1007.708333,7.152083333,0,0.125
2010/6/19,115.9583333,17.70833333,23.41666667,1005.208333,23.97291667,0,0.666666667
2010/6/20,83.66666667,18.08333333,24,1003.708333,9.46,0,0
2010/6/21,146.375,18.79166667,26.66666667,1001.041667,3.22125,0,0.041666667
2010/6/22,93.91666667,18.70833333,25.33333333,1000.375,6.034583333,0,0.25
2010/6/24,36.66666667,17.45833333,19.70833333,1002.083333,3.724166667,0,0.625
2010/6/25,67.08333333,17.04166667,21.79166667,1003.375,5.735833333,0,0
2010/6/26,94.5,18.08333333,24.41666667,1004.333333,5.624166667,0,0
2010/6/27,81.13636364,15.90909091,27.90909091,1006.727273,10.44590909,0,0
2010/6/28,74.20833333,15.375,25.66666667,1003.708333,6.09,0,0.041666667
2010/6/29,128.3,19.2,25.7,1002.3,2.191,0,0.1
2010/6/30,58.35714286,10.71428571,28.5,1008.428571,13.78642857,0,0
2010/7/1,76.83333333,13.04166667,26.08333333,1008,9.79875,0,0
2010/7/2,163.4166667,15.70833333,25.91666667,1008,8.94125,0,0
2010/7/3,173.4166667,16.58333333,26.16666667,1006.458333,8.380833333,0,0
2010/7/4,117.9583333,15.625,25.75,1003.958333,10.97291667,0,0.166666667
2010/7/5,153.4166667,18.95833333,26.41666667,1001.791667,12.79291667,0,0
2010/7/6,188.5416667,19.54166667,27.25,1002.916667,13.89291667,0,0
2010/7/7,177.5,20.04166667,26.25,1002.666667,7.805833333,0,0
2010/7/8,126.1666667,21.16666667,23.875,1000.375,5.384166667,0,1.5
2010/7/9,27.54166667,16.91666667,28.58333333,999.5833333,11.41708333,0,0
2010/7/10,68.95833333,19.125,30.5,999.7916667,9.049583333,0,0
2010/7/11,91.79166667,19.125,30.95833333,999.625,9.313333333,0,0.041666667
2010/7/12,48.08333333,12.29166667,32.375,999.625,14.95791667,0,0
2010/7/13,25.58333333,9.666666667,32.875,1000.208333,13.7625,0,0
2010/7/14,56.91666667,16.125,27.33333333,1004.25,9.42375,0,0
2010/7/15,45.625,14.625,29.91666667,1005.625,8.997916667,0,0
2010/7/16,86.16666667,18.25,25.5,1006.25,12.38583333,0,1.083333333
2010/7/17,80.875,19.79166667,21.66666667,1005.541667,12.7275,0,3.208333333
2010/7/18,163.9166667,20.41666667,22.875,1004.541667,23.10458333,0,0.666666667
2010/7/19,120.9583333,20.41666667,22.875,1006.291667,2.570416667,0,0.041666667
2010/7/20,106.25,20.875,24.45833333,1009.416667,7.860833333,0,0.416666667
2010/7/21,129.2916667,21.70833333,25.20833333,1009.833333,3.724166667,0,0
2010/7/22,195.9166667,21.83333333,24.08333333,1006.333333,4.60125,0,0.375
2010/7/23,202.75,22.58333333,26.75,1004.333333,8.736666667,0,0.125
2010/7/24,113.6666667,22.16666667,27.875,1005.916667,8.998333333,0,0.041666667
2010/7/25,156.0416667,22.58333333,28.25,1005.666667,18.12333333,0,0.041666667
2010/7/26,167.8333333,22.25,25.25,1006.333333,35.43291667,0,1.25
2010/7/27,43.16666667,19.83333333,25.95833333,1003.458333,15.04708333,0,0.583333333
2010/7/28,70.83333333,21.625,27.04166667,1006.208333,13.90833333,0,0
2010/7/29,163.4583333,23.45833333,28.25,1007.875,9.482083333,0,0
2010/7/30,173.5416667,23.45833333,29.83333333,1008.083333,17.4525,0,0
2010/7/31,94.08333333,23.04166667,30.16666667,1010.083333,25.11083333,0,0
2010/8/1,164.2083333,23.33333333,30.04166667,1009.666667,23.8975,0,0
2010/8/2,210.875,24.33333333,29.20833333,1008.125,9.574166667,0,0
2010/8/3,183.75,23.75,30.45833333,1004.375,23.50666667,0,0
2010/8/4,176.75,23.95833333,30.58333333,999.4583333,49.10625,0,0
2010/8/5,197.5833333,26.20833333,30.20833333,996.2083333,21.2175,0,0.25
2010/8/6,214.9166667,25.25,27.875,998.8333333,6.125416667,0,0.125
2010/8/7,125.5833333,22.625,28.79166667,1000.125,14.37291667,0,0.25
2010/8/8,41.54166667,18.20833333,26.95833333,1008.291667,12.51625,0,0.083333333
2010/8/9,68.79166667,16.25,26.20833333,1008.083333,8.67625,0,0
2010/8/10,146.1666667,18.95833333,25.70833333,1002.541667,9.093333333,0,0
2010/8/11,120.0833333,21.375,24.54166667,1003,15.0825,0,0.416666667
2010/8/12,22.41666667,13.20833333,26.875,1008,57.57708333,0,0
2010/8/13,19.875,13.04166667,24.41666667,1015.208333,69.77833333,0,0
2010/8/16,79.875,18.04166667,24.5,1010.875,15.55125,0,0.25
2010/8/17,92.83333333,20.04166667,25.41666667,1004.125,8.830833333,0,0.916666667
2010/8/18,238.1666667,22.41666667,27.29166667,1003.875,4.919166667,0,0
2010/8/19,148.1666667,18.83333333,27.45833333,1006.25,11.81166667,0,0
2010/8/20,116.1666667,21.95833333,25.20833333,1004.958333,21.68791667,0,0.25
2010/8/21,92.33333333,21.29166667,26.75,1001.166667,4.766666667,0,0
2010/8/22,130.25,24.5,27.55,1000.95,8.047,0,0.1
2010/8/23,75.125,16,30.25,1006.125,27.31625,0,0
2010/8/24,141.875,18.45833333,27.625,1007.833333,34.385,0,0
2010/8/25,233.8333333,22.5,25.5,1010.166667,41.36,0,2.041666667
2010/8/26,110.1666667,21.33333333,24.625,1011.833333,9.111666667,0,2.125
2010/8/27,119.25,22.16666667,26.45833333,1013.875,10.22625,0,0
2010/8/28,38.66666667,19.375,21.41666667,1012,15.1625,0,4.458333333
2010/8/29,21.95833333,16.29166667,23,1013.166667,10.67166667,0,0.208333333
2010/8/30,79.375,18.66666667,23.70833333,1013.708333,6.5375,0,0
2010/8/31,132.375,19.41666667,24.33333333,1013.625,15.59166667,0,0
2010/9/1,87.625,17.625,23.04166667,1014.541667,3.593333333,0,0
2010/9/2,63.875,17,25.04166667,1014.25,7.469166667,0,0
2010/9/3,39.41666667,15.16666667,24.83333333,1012.583333,17.13791667,0,0
2010/9/4,47.66666667,16.54166667,24.75,1010.208333,11.58583333,0,0
2010/9/5,114.8333333,18.95833333,25.70833333,1007.5,10.13375,0,0
2010/9/6,109.4166667,19.75,25.45833333,1007.791667,6.205416667,0,0.041666667
2010/9/7,88.79166667,19.54166667,23.79166667,1010.125,5.197916667,0,0.125
2010/9/8,70.375,18.95833333,23.25,1013.416667,11.75458333,0,0.25
2010/9/9,96.20833333,18.83333333,24.29166667,1014.791667,5.176666667,0,0
2010/9/10,110.9166667,19.08333333,23,1013.583333,5.77125,0,0.666666667
2010/9/12,93.58333333,16.875,23.25,1012.375,4.43375,0,0
2010/9/13,118.7916667,19.16666667,24.08333333,1010.916667,6.7725,0,0
2010/9/14,153.9583333,19.95833333,24.91666667,1010.125,2.940833333,0,0
2010/9/15,134.5833333,18.25,24.20833333,1013.5,4.560416667,0,0
2010/9/16,96.54166667,14.08333333,21.95833333,1014.791667,5.659583333,0,0
2010/9/17,159.75,15.66666667,21.75,1011.458333,12.66416667,0,0
2010/9/18,99.75,12.04166667,23.375,1008.041667,17.78916667,0,0
2010/9/19,90.125,12.875,19,1009.25,10.1175,0,0
2010/9/20,121.2083333,14.66666667,24.66666667,1010.458333,6.01625,0,0
2010/10/1,156.5833333,16.45833333,25.29166667,1011.583333,6.625,0,0
2010/10/2,195.7916667,16.70833333,24.91666667,1013,8.0475,0,0
2010/10/3,306.6666667,19.33333333,25.04166667,1011.166667,17.50791667,0,0
2010/10/4,195.5,19.875,23.41666667,1010.375,82.6,0,0.791666667
2010/10/5,45.04166667,14.75,16.08333333,1012.5,38.96958333,0,15.5
2010/10/6,23.29166667,12.70833333,15.08333333,1014.708333,4.975,0,12.25
2010/10/7,71.52631579,13.94736842,19,1013.368421,5.531578947,0,0.315789474
2010/10/8,92.75,15.08333333,17.66666667,1012.333333,8.216666667,0,0.708333333
2010/10/9,12.8,13.4,14.6,1015,42.292,0,8
2010/10/10,45,-4,22,1016,70.21,0,0
2010/10/11,211.6666667,13,14.33333333,1018.333333,1.186666667,0,0
2010/10/12,223.5,13.75,17.66666667,1017.625,1.9725,0,0.041666667
2010/10/13,35.04166667,11.375,17.41666667,1013.5,48.48708333,0,1.458333333
2010/10/14,10,2.375,17.75,1016.041667,198.795,0,0
2010/10/15,24.54166667,6.916666667,15.54166667,1017.708333,5.269166667,0,0
2010/10/16,77.08333333,10.41666667,16.625,1014.291667,4.469583333,0,0
2010/10/17,268.8333333,13.29166667,17,1013.458333,3.424583333,0,0
2010/10/18,377.0833333,13.375,16.70833333,1015.583333,2.604583333,0,0
2010/10/19,368.2916667,12.875,16.08333333,1014.916667,2.643333333,0,0
2010/10/20,357.25,12.66666667,15.33333333,1010.791667,2.21125,0,0
2010/10/21,387.9583333,14,15.25,1011.083333,2.492916667,0,0.916666667
2010/10/22,10.375,6.916666667,14.70833333,1017.666667,16.68666667,0,0.75
2010/10/23,52.5,6.090909091,11.63636364,1022.272727,5.079545455,0,0
2010/10/24,116.25,8.583333333,14.04166667,1016.75,4.50375,0,0
2010/10/25,16.04166667,0,15.16666667,1019.458333,45.8925,0,0
2010/10/26,39.33333333,-0.041666667,14.95833333,1015.833333,74.39041667,0,0
2010/10/27,76.25,5.166666667,12.04166667,1018.25,20.03333333,0,0
2010/10/28,45.70833333,-2.875,8.625,1028.333333,66.14666667,0,0
2010/10/29,67.75,3.375,7.208333333,1026.958333,6.088333333,0,2.291666667
2010/10/30,71.66666667,6.75,8.708333333,1026.791667,1.915833333,0,0
2010/10/31,82.20833333,6.666666667,9.083333333,1027.208333,1.915416667,0,0
2010/11/3,124.375,8.333333333,10.45833333,1022.541667,1.879583333,0,0
2010/11/4,168.9166667,9.541666667,11.66666667,1020.375,1.84,0,0
2010/11/5,216.625,11.375,13.08333333,1018.625,2.492083333,0,0.416666667
2010/11/6,101.4583333,6.5,9.416666667,1023.333333,23.63666667,0,3.791666667
2010/11/7,11.125,-8.375,8.25,1031.291667,83.95125,0,0
2010/11/8,13.04166667,-11.04166667,3.541666667,1039.083333,7.636666667,0,0
2010/11/9,86.875,-3,3.541666667,1030.625,3.124166667,0,0
2010/11/10,77.29166667,-0.708333333,8.375,1027.958333,7.280833333,0,0
2010/11/11,52.125,-0.5,10.54166667,1027.291667,9.57375,0,0
2010/11/12,50.70833333,-0.166666667,10.29166667,1026.791667,8.28875,0,0
2010/11/13,72.70833333,0.25,9.916666667,1024.333333,13.735,0,0
2010/11/14,67.55555556,-0.111111111,5.222222222,1026,18.88111111,0,0
2010/11/15,109.3333333,0.333333333,10.22222222,1021.555556,2.481111111,0,0
2010/11/16,65.79166667,-0.833333333,9.833333333,1021.708333,10.95416667,0,0
2010/11/17,101.5,1.208333333,10.04166667,1019.75,7.45,0,0
2010/11/18,271.0833333,4.208333333,8.583333333,1015.958333,2.120833333,0,0
2010/11/19,69.375,-2,10.08333333,1017.625,60.88541667,0,0
2010/11/20,12.875,-9.083333333,7.666666667,1024.5,79.51708333,0,0
2010/11/21,59.33333333,-5.583333333,2.25,1020.958333,1.768333333,0,0
2010/11/22,130.4583333,-2.708333333,3.458333333,1016.875,5.0975,0,0
2010/11/23,75.75,-2.333333333,6.083333333,1011.083333,56.87833333,0,0
2010/11/24,66.04166667,-7.583333333,1.125,1017.895833,111.36,0,0
2010/11/25,17.04166667,-12.83333333,3.125,1027.583333,131.3520833,0,0
2010/11/26,22,-8,0,1035,194.065,0,0
2010/11/27,52.91666667,-6.666666667,-0.291666667,1031,237.025,0,0
2010/11/28,138.9583333,-4,-1,1023,279.985,0,0
2010/11/29,320.1666667,-3,1.708333333,1022.625,52.45958333,0,0
2010/11/30,384.5,0,3.541666667,1019.541667,4.562916667,0,0
2010/12/1,370.3333333,0.083333333,4.916666667,1014.208333,6.255,0,0
2010/12/2,296.5833333,-0.708333333,5.208333333,1010.875,6.10875,0,0
2010/12/3,136.7083333,-8,5.541666667,1014.375,68.84416667,0,0
2010/12/4,69.77272727,-9.909090909,1.318181818,1021.090909,3.555909091,0,0
2010/12/5,230.875,-7.041666667,2.25,1019.916667,2.735,0,0
2010/12/6,71.75,-12.66666667,2.666666667,1024.333333,45.24791667,0,0
2010/12/7,66.625,-11.70833333,-0.666666667,1025.708333,4.3775,0,0
2010/12/8,116.6666667,-10.41666667,-0.916666667,1017.083333,3.685833333,0,0
2010/12/9,27.66666667,-19.79166667,1.375,1022.875,78.71541667,0,0
2010/12/10,171.4166667,-12.20833333,-1.625,1021.708333,1.934166667,0,0
2010/12/11,190.4166667,-4.416666667,-0.5,1019.375,3.85125,0,0
2010/12/12,224.2083333,-1.916666667,-0.458333333,1018.333333,4.26375,0,0
2010/12/13,257.625,-0.958333333,0.666666667,1013.291667,3.122916667,0,0
2010/12/14,83.5,-12.625,2.416666667,1019.125,66.69791667,0,0
2010/12/15,74.75,-12.625,-1.916666667,1022.083333,2.755416667,0,0
2010/12/16,167.3333333,-9.291666667,-0.333333333,1011.958333,5.737083333,0,0
2010/12/17,78.45833333,-9.416666667,4.291666667,1020.333333,32.92041667,0,0
2010/12/18,17.875,-17.75,1.833333333,1031.083333,154.0054167,0,0
2010/12/19,57,-16,2.583333333,1017.041667,10.91375,0,0
2010/12/20,39.41666667,-11.875,2.666666667,1015.333333,8.030416667,0,0
2010/12/21,193.9583333,-7.958333333,0.208333333,1010.666667,3.278333333,0,0
2010/12/22,104.375,-12.45833333,0.833333333,1009.666667,72.90958333,0,0
2010/12/23,45.75,-15.70833333,-2.708333333,1020.833333,37.25541667,0,0
2010/12/24,115.4583333,-10.33333333,-2.041666667,1017.791667,9.011666667,0,0
2010/12/25,20.83333333,-21.20833333,-4.708333333,1029.666667,55.51833333,0,0
2010/12/26,17.33333333,-22.91666667,-7.458333333,1034.333333,53.63625,0,0
2010/12/27,22.41666667,-25.04166667,-7.875,1032.75,162.1095833,0,0
2010/12/28,54.20833333,-21,-2.5,1017.291667,13.87541667,0,0
2010/12/29,108.3333333,-16.70833333,-0.541666667,1013.041667,9.253333333,0,0
2010/12/30,271.75,-12.16666667,-2.958333333,1012.541667,2.065416667,0,0
2010/12/31,153.125,-13.125,4.541666667,1016.041667,27.32208333,0,0
2011/1/2,200.2916667,-11.70833333,1.125,1016.875,4.933333333,0,0
2011/1/3,434.8333333,-7.5,-1,1012.625,2.2275,0,0
2011/1/4,145.125,-13.66666667,0.958333333,1018.583333,31.01333333,0,0
2011/1/5,23.16666667,-23.20833333,-6.125,1035.083333,37.57083333,0,0
2011/1/6,43.45833333,-25,-9.666666667,1037.333333,9.793333333,0,0
2011/1/7,55.58333333,-22.33333333,-7.833333333,1027.208333,8.325,0,0
2011/1/10,50.625,-17.70833333,-3.666666667,1015.916667,21.73958333,0,0
2011/1/11,79.70833333,-16.58333333,-2.75,1010.958333,31.8325,0,0
2011/1/12,28.16666667,-19.66666667,-3.75,1018.625,115.5683333,0,0
2011/1/13,36.625,-17,-4.416666667,1021.041667,40.76875,0,0
2011/1/14,17.58333333,-22.70833333,-7.041666667,1025.416667,234.1558333,0,0
2011/1/15,18.66666667,-21.91666667,-6.833333333,1029.375,463.1879167,0,0
2011/1/16,36.66666667,-16.95833333,-4.958333333,1035.333333,9.327083333,0,0
2011/1/17,162.2916667,-14.5,-6.041666667,1030.875,1.50375,0,0
2011/1/18,91.33333333,-15.41666667,-4.958333333,1027.208333,15.8125,0,0
