Iws,TEMP,DEWP,Is,Ir,pm2.5
90.69041667,14.04166667,-6.75,0,0,0
164.9058333,18.375,-5.708333333,0,0,0
17.11041667,20.83333333,-0.083333333,0,0,1
19.75958333,23.875,0.375,0,0,2
4.599166667,19.66666667,3.25,0,0,2
12.32833333,19.66666667,11.625,0,0.5,2
66.08333333,18.83333333,9.708333333,0,0.583333333,2
54.32083333,20.625,0.25,0,0,0
38.77625,21.66666667,2.416666667,0,0,2
17.47125,19.54166667,6.5,0,0,2
33.40166667,17.29166667,0.666666667,0,0.125,2
49.94708333,16.83333333,-0.458333333,0,0,1
60.12125,17.95833333,2,0,0,0
13.74916667,17.41666667,5.958333333,0,0,1
13.39083333,18.70833333,6.125,0,0,1
9.4825,18,9.291666667,0,0.666666667,2
8.51125,21.45833333,12.25,0,0,3
63.30958333,18.70833333,12.375,0,1.541666667,2
15.11954545,16.22727273,13.31818182,0,1.272727273,1
19.48125,17.54166667,10.25,0,0.958333333,1
13.74375,24.08333333,3.75,0,0,0
13.89166667,25.41666667,4.875,0,0,1
19.445,23.375,10.875,0,0,2
7.576666667,22.41666667,11.5,0,0,3
7.597916667,24.16666667,9.958333333,0,0.041666667,2
24.27166667,23.41666667,7.333333333,0,0,1
8.234583333,24.875,3.958333333,0,0,0
22.11125,25.16666667,11,0,0,2
4.258421053,21.57894737,14.15789474,0,1.684210526,2
4.023333333,19.125,16.16666667,0,7.458333333,2
6.329166667,22.79166667,13.04166667,0,0,2
9.515833333,23.20833333,11.125,0,0.041666667,1
7.563333333,21.83333333,13.29166667,0,0.083333333,2
5.31952381,20.71428571,14.19047619,0,0.142857143,2
4.468571429,21.42857143,14.28571429,0,0,2
8.21,21.75,13.04166667,0,0,2
11.09416667,19.16666667,13.25,0,0,2
29.57916667,28.08333333,13.58333333,0,0,2
28.2725,21.75,14,0,0,3
14.29714286,26.28571429,12.14285714,0,0,1
12.61166667,21.125,14.625,0,0.625,1
6.78125,21.375,15.45833333,0,0,2
7.152083333,24.5,16.29166667,0,0.125,2
23.97291667,23.41666667,17.70833333,0,0.666666667,2
9.46,24,18.08333333,0,0,2
3.22125,26.66666667,18.79166667,0,0.041666667,2
6.034583333,25.33333333,18.70833333,0,0.25,2
3.724166667,19.70833333,17.45833333,0,0.625,1
5.735833333,21.79166667,17.04166667,0,0,1
5.624166667,24.41666667,18.08333333,0,0,2
10.44590909,27.90909091,15.90909091,0,0,2
6.09,25.66666667,15.375,0,0.041666667,1
2.191,25.7,19.2,0,0.1,2
13.78642857,28.5,10.71428571,0,0,1
9.79875,26.08333333,13.04166667,0,0,2
8.94125,25.91666667,15.70833333,0,0,3
8.380833333,26.16666667,16.58333333,0,0,3
10.97291667,25.75,15.625,0,0.166666667,2
12.79291667,26.41666667,18.95833333,0,0,3
13.89291667,27.25,19.54166667,0,0,3
7.805833333,26.25,20.04166667,0,0,3
5.384166667,23.875,21.16666667,0,1.5,2
11.41708333,28.58333333,16.91666667,0,0,0
9.049583333,30.5,19.125,0,0,1
9.313333333,30.95833333,19.125,0,0.041666667,2
14.95791667,32.375,12.29166667,0,0,1
13.7625,32.875,9.666666667,0,0,0
9.42375,27.33333333,16.125,0,0,1
8.997916667,29.91666667,14.625,0,0,1
12.38583333,25.5,18.25,0,1.083333333,2
12.7275,21.66666667,19.79166667,0,3.208333333,2
23.10458333,22.875,20.41666667,0,0.666666667,3
2.570416667,22.875,20.41666667,0,0.041666667,2
7.860833333,24.45833333,20.875,0,0.416666667,2
3.724166667,25.20833333,21.70833333,0,0,2
4.60125,24.08333333,21.83333333,0,0.375,3
8.736666667,26.75,22.58333333,0,0.125,3
8.998333333,27.875,22.16666667,0,0.041666667,2
18.12333333,28.25,22.58333333,0,0.041666667,3
35.43291667,25.25,22.25,0,1.25,3
15.04708333,25.95833333,19.83333333,0,0.583333333,1
13.90833333,27.04166667,21.625,0,0,1
9.482083333,28.25,23.45833333,0,0,3
17.4525,29.83333333,23.45833333,0,0,3
25.11083333,30.16666667,23.04166667,0,0,2
23.8975,30.04166667,23.33333333,0,0,3
9.574166667,29.20833333,24.33333333,0,0,3
23.50666667,30.45833333,23.75,0,0,3
49.10625,30.58333333,23.95833333,0,0,3
21.2175,30.20833333,26.20833333,0,0.25,3
6.125416667,27.875,25.25,0,0.125,3
14.37291667,28.79166667,22.625,0,0.25,2
12.51625,26.95833333,18.20833333,0,0.083333333,1
8.67625,26.20833333,16.25,0,0,1
9.093333333,25.70833333,18.95833333,0,0,2
15.0825,24.54166667,21.375,0,0.416666667,2
57.57708333,26.875,13.20833333,0,0,0
69.77833333,24.41666667,13.04166667,0,0,0
15.55125,24.5,18.04166667,0,0.25,2
8.830833333,25.41666667,20.04166667,0,0.916666667,2
4.919166667,27.29166667,22.41666667,0,0,3
11.81166667,27.45833333,18.83333333,0,0,2
21.68791667,25.20833333,21.95833333,0,0.25,2
4.766666667,26.75,21.29166667,0,0,2
8.047,27.55,24.5,0,0.1,2
27.31625,30.25,16,0,0,0
34.385,27.625,18.45833333,0,0,2
41.36,25.5,22.5,0,2.041666667,3
9.111666667,24.625,21.33333333,0,2.125,2
10.22625,26.45833333,22.16666667,0,0,2
15.1625,21.41666667,19.375,0,4.458333333,1
10.67166667,23,16.29166667,0,0.208333333,0
6.5375,23.70833333,18.66666667,0,0,2
15.59166667,24.33333333,19.41666667,0,0,2
3.593333333,23.04166667,17.625,0,0,2
7.469166667,25.04166667,17,0,0,1
17.13791667,24.83333333,15.16666667,0,0,1
11.58583333,24.75,16.54166667,0,0,1
10.13375,25.70833333,18.95833333,0,0,2
6.205416667,25.45833333,19.75,0,0.041666667,2
5.197916667,23.79166667,19.54166667,0,0.125,2
11.75458333,23.25,18.95833333,0,0.25,1
5.176666667,24.29166667,18.83333333,0,0,2
5.77125,23,19.08333333,0,0.666666667,2
4.43375,23.25,16.875,0,0,2
6.7725,24.08333333,19.16666667,0,0,2
2.940833333,24.91666667,19.95833333,0,0,3
4.560416667,24.20833333,18.25,0,0,2
5.659583333,21.95833333,14.08333333,0,0,2
12.66416667,21.75,15.66666667,0,0,3
17.78916667,23.375,12.04166667,0,0,2
10.1175,19,12.875,0,0,2
6.01625,24.66666667,14.66666667,0,0,2
6.625,25.29166667,16.45833333,0,0,3
8.0475,24.91666667,16.70833333,0,0,3
17.50791667,25.04166667,19.33333333,0,0,3
82.6,23.41666667,19.875,0,0.791666667,3
38.96958333,16.08333333,14.75,0,15.5,1
4.975,15.08333333,12.70833333,0,12.25,0
5.531578947,19,13.94736842,0,0.315789474,1
8.216666667,17.66666667,15.08333333,0,0.708333333,2
42.292,14.6,13.4,0,8,0
70.21,22,-4,0,0,1
1.186666667,14.33333333,13,0,0,3
1.9725,17.66666667,13.75,0,0.041666667,3
48.48708333,17.41666667,11.375,0,1.458333333,0
198.795,17.75,2.375,0,0,0
5.269166667,15.54166667,6.916666667,0,0,0
4.469583333,16.625,10.41666667,0,0,2
3.424583333,17,13.29166667,0,0,3
2.604583333,16.70833333,13.375,0,0,3
2.643333333,16.08333333,12.875,0,0,3
2.21125,15.33333333,12.66666667,0,0,3
2.492916667,15.25,14,0,0.916666667,3
16.68666667,14.70833333,6.916666667,0,0.75,0
5.079545455,11.63636364,6.090909091,0,0,1
4.50375,14.04166667,8.583333333,0,0,2
45.8925,15.16666667,0,0,0,0
74.39041667,14.95833333,-0.041666667,0,0,1
20.03333333,12.04166667,5.166666667,0,0,2
66.14666667,8.625,-2.875,0,0,1
6.088333333,7.208333333,3.375,0,2.291666667,1
1.915833333,8.708333333,6.75,0,0,1
1.915416667,9.083333333,6.666666667,0,0,2
1.879583333,10.45833333,8.333333333,0,0,2
1.84,11.66666667,9.541666667,0,0,3
2.492083333,13.08333333,11.375,0,0.416666667,3
23.63666667,9.416666667,6.5,0,3.791666667,2
83.95125,8.25,-8.375,0,0,0
7.636666667,3.541666667,-11.04166667,0,0,0
3.124166667,3.541666667,-3,0,0,2
7.280833333,8.375,-0.708333333,0,0,2
9.57375,10.54166667,-0.5,0,0,1
8.28875,10.29166667,-0.166666667,0,0,1
13.735,9.916666667,0.25,0,0,1
18.88111111,5.222222222,-0.111111111,0,0,1
2.481111111,10.22222222,0.333333333,0,0,2
10.95416667,9.833333333,-0.833333333,0,0,1
7.45,10.04166667,1.208333333,0,0,2
2.120833333,8.583333333,4.208333333,0,0,3
60.88541667,10.08333333,-2,0,0,1
79.51708333,7.666666667,-9.083333333,0,0,0
1.768333333,2.25,-5.583333333,0,0,1
5.0975,3.458333333,-2.708333333,0,0,2
56.87833333,6.083333333,-2.333333333,0,0,0
111.36,1.125,-7.583333333,0,0,1
131.3520833,3.125,-12.83333333,0,0,0
194.065,0,-8,0,0,0
237.025,-0.291666667,-6.666666667,0,0,1
279.985,-1,-4,0,0,2
52.45958333,1.708333333,-3,0,0,3
4.562916667,3.541666667,0,0,0,3
6.255,4.916666667,0.083333333,0,0,3
6.10875,5.208333333,-0.708333333,0,0,3
68.84416667,5.541666667,-8,0,0,2
3.555909091,1.318181818,-9.909090909,0,0,1
2.735,2.25,-7.041666667,0,0,3
45.24791667,2.666666667,-12.66666667,0,0,1
4.3775,-0.666666667,-11.70833333,0,0,1
3.685833333,-0.916666667,-10.41666667,0,0,2
78.71541667,1.375,-19.79166667,0,0,0
1.934166667,-1.625,-12.20833333,0,0,3
3.85125,-0.5,-4.416666667,0,0,3
4.26375,-0.458333333,-1.916666667,0,0,3
3.122916667,0.666666667,-0.958333333,0,0,3
66.69791667,2.416666667,-12.625,0,0,2
2.755416667,-1.916666667,-12.625,0,0,1
5.737083333,-0.333333333,-9.291666667,0,0,3
32.92041667,4.291666667,-9.416666667,0,0,2
154.0054167,1.833333333,-17.75,0,0,0
10.91375,2.583333333,-16,0,0,1
8.030416667,2.666666667,-11.875,0,0,1
3.278333333,0.208333333,-7.958333333,0,0,3
72.90958333,0.833333333,-12.45833333,0,0,2
37.25541667,-2.708333333,-15.70833333,0,0,1
9.011666667,-2.041666667,-10.33333333,0,0,2
55.51833333,-4.708333333,-21.20833333,0,0,0
53.63625,-7.458333333,-22.91666667,0,0,0
162.1095833,-7.875,-25.04166667,0,0,0
13.87541667,-2.5,-21,0,0,1
9.253333333,-0.541666667,-16.70833333,0,0,2
2.065416667,-2.958333333,-12.16666667,0,0,3
27.32208333,4.541666667,-13.125,0,0,3
4.933333333,1.125,-11.70833333,0,0,3
2.2275,-1,-7.5,0,0,3
31.01333333,0.958333333,-13.66666667,0,0,2
37.57083333,-6.125,-23.20833333,0,0,0
9.793333333,-9.666666667,-25,0,0,1
8.325,-7.833333333,-22.33333333,0,0,1
21.73958333,-3.666666667,-17.70833333,0,0,1
31.8325,-2.75,-16.58333333,0,0,2
115.5683333,-3.75,-19.66666667,0,0,0
40.76875,-4.416666667,-17,0,0,1
234.1558333,-7.041666667,-22.70833333,0,0,0
463.1879167,-6.833333333,-21.91666667,0,0,0
9.327083333,-4.958333333,-16.95833333,0,0,1
1.50375,-6.041666667,-14.5,0,0,3
15.8125,-4.958333333,-15.41666667,0,0,2
177.6758333,-5.041666667,-20.04166667,0,0,0
357.2675,-5.041666667,-19.20833333,0,0,0
82.28541667,-4.708333333,-17.83333333,0,0,1
27.40875,-4.125,-15.8125,0,0,2
11.51125,-3,-20,0,0,2
36.99541667,-4.041666667,-20.58333333,0,0,0
5.009583333,-6.375,-20.16666667,0,0,1
6.46125,-4.541666667,-18.75,0,0,2
87.31625,-4.541666667,-20.95833333,0,0,0
222.9904167,-8.041666667,-25.25,0,0,0
3.053333333,-8.125,-21.75,0,0,1
61.55,-7.041666667,-20.83333333,0,0,1
44.88666667,-7.875,-22.20833333,0,0,0
51.45708333,-6.791666667,-22.20833333,0,0,0
6.37125,-6.916666667,-21.5,0,0,1
7.041666667,-5,-20.125,0,0,1
25.52208333,-5.583333333,-18.25,0,0,1
170.57375,-5.625,-21.16666667,0,0,0
47.49791667,-6.791666667,-19.95833333,0,0,1
33.75791667,-6.041666667,-20.83333333,0,0,0
8.815416667,-7.208333333,-19.625,0,0,1
14.905,-5.75,-20.20833333,0,0,0
38.98875,-5.458333333,-20.95833333,0,0,0
65.9425,-6.625,-23.25,0,0,0
134.59375,-2.5,-20.91666667,0,0,0
33.95041667,0.166666667,-19.125,0,0,0
46.26083333,1.375,-19.625,0,0,0
41.08583333,0.041666667,-18.58333333,0,0,1
44.75708333,-0.875,-17.45833333,0,0,2
11.64125,0,-13.54166667,0,0,2
3.461666667,-3.166666667,-9.75,0,0,2
5.494166667,2.5,-10.66666667,0,0,1
5.885,-0.291666667,-9.75,0,0,2
9.369166667,-0.583333333,-11.875,0,0,2
12.515,-2.125,-7.875,0.041666667,0,2
55.30541667,-3.708333333,-4.75,8.708333333,0,1
28.85333333,-3.791666667,-12.33333333,0,0,1
11.10291667,-6.041666667,-17.20833333,0.125,0,0
10.69375,-4.916666667,-8.083333333,4.25,0,1
9.162916667,-5.416666667,-17.125,0,0,0
2.492916667,-5.833333333,-10.75,0,0,3
2.81125,-3.333333333,-8.041666667,0,0,3
7.78375,0.416666667,-7.333333333,0,0,3
9.239583333,0.208333333,-9.708333333,0,0,3
10.56166667,2.333333333,-9,0,0,3
2.622916667,0.916666667,-5.791666667,0,0,3
1.65375,0.583333333,-4.041666667,0,0,3
2.697083333,0.75,-5.291666667,0,0,3
5.401666667,2.166666667,-3.916666667,0,0,3
19.98291667,4.166666667,-9.916666667,0,0,2
11.19666667,1.125,-8.375,0,0,1
10.52375,-1.291666667,-4.416666667,1.5,0,2
27.0575,-0.583333333,-4.75,1.166666667,0,1
37.03208333,1.458333333,-11.08333333,0,0,0
52.16166667,0.958333333,-14.79166667,0,0,0
36.20708333,1.666666667,-15.79166667,0,0,0
132.2745833,3.875,-15.16666667,0,0,0
7.5425,4.083333333,-11,0,0,1
23.615,7.083333333,-5.166666667,0,0,2
25.592,7.75,-13.15,0,0,0
61.37238095,6.285714286,-15.04761905,0,0,0
66.49304348,5.47826087,-16.39130435,0,0,0
28.28173913,6.826086957,-15.82608696,0,0,0
8.307916667,7.416666667,-13.75,0,0,1
6.202083333,6.333333333,-10.70833333,0,0,2
4.489583333,8.083333333,-3.541666667,0,0,3
15.70041667,9.666666667,-5.833333333,0,0,3
70.98291667,6.458333333,-17.25,0,0,0
264.98875,5.166666667,-18.08333333,0,0,0
23.57625,4.5,-13,0,0,1
4.787619048,6.80952381,-8.285714286,0,0,2
121.13375,6.25,-22.75,0,0,0
79.68166667,5.5,-20.66666667,0,0,0
81.63916667,6.625,-16.45833333,0,0,0
135.1591304,7.434782609,-19.13043478,0,0,0
47.88708333,8.458333333,-14.54166667,0,0,0
5.71875,8.333333333,-11.25,0,0,1
45.00583333,11.625,-13.83333333,0,0,0
9.540833333,9.083333333,-8.375,0,0,1
9.105833333,11.16666667,-5.958333333,0,0,2
8.3115,12.55,-6.25,0,0,2
3.442,16,2.2,0,0,3
41.24521739,9.869565217,-5.826086957,0,0.913043478,1
14.24521739,8.652173913,-3.782608696,0,0,1
11.1075,10.45,-7.85,0,0,2
16.625,13.04166667,-7.958333333,0,0,2
44.42083333,12.95833333,-4.791666667,0,0,3
45.82,11.8,0,0,0.3,2
36.79666667,20,-10.66666667,0,0,0
15.99785714,21.85714286,-5.642857143,0,0,2
25.36130435,14,-15.69565217,0,0,0
21.7073913,15.30434783,-14.47826087,0,0,0
14.8425,16.25,-4.083333333,0,0,2
5.994166667,17.5,5.041666667,0,0,3
11.71133333,18.6,3.333333333,0,0,2
19.136,22.4,-5.2,0,0,0
53.241,20,-0.5,0,0,2
89.48521739,16.34782609,-6.434782609,0,0,1
31.44217391,14.47826087,-9.826086957,0,0,0
21.33291667,14.79166667,-1.333333333,0,0,2
14.87,16.33333333,4.75,0,0,2
4.814615385,14.61538462,6.538461538,0,0.461538462,2
5.586666667,15.16666667,3.166666667,0,0,1
25.93111111,15.11111111,-0.444444444,0,0,0
73.62565217,15.7826087,-2.608695652,0,0,0
15.35652174,13.43478261,4.260869565,0,0,2
15.38458333,13.08333333,4.583333333,0,0.041666667,2
12.83166667,13.70833333,1.25,0,0,1
14.88,14.14285714,3.642857143,0,0,2
14.86176471,16.82352941,10.82352941,0,0.058823529,3
44.14291667,15.875,4.791666667,0,0,3
158.3679167,21.66666667,-1.875,0,0,1
54.05625,19.66666667,-5.708333333,0,0,0
15.32875,19.625,-3.291666667,0,0,0
46.08125,14.875,7.291666667,0,0.041666667,1
8.398333333,16.125,5,0,0.083333333,2
23.67125,18.25,0.041666667,0,0,1
9.970869565,19.73913043,4.130434783,0,0,0
14.09416667,15.58333333,8.125,0,1.875,1
12.29208333,18.91666667,7.958333333,0,0.125,1
18.94208333,20.58333333,6.083333333,0,0,0
37.80833333,20.91666667,3.625,0,0,2
196.5658333,19.08333333,-5.916666667,0,0,1
127.735,22,-3.791666667,0,0,0
42.54375,24.83333333,-2.375,0,0,0
12.90833333,20.625,0.541666667,0,0,1
17.635,19.875,2.375,0,0,1
16.27958333,20.70833333,11.95833333,0,0,2
10.74375,22.58333333,13.41666667,0,0,3
46.64708333,20.58333333,3.875,0,0.125,0
30.38375,17.41666667,-1.708333333,0,0,0
26.78833333,18.95833333,-1.958333333,0,0,1
27.41541667,21.33333333,2.416666667,0,0,1
26.37291667,21.41666667,8.166666667,0,0,2
106.9445833,22.41666667,9.75,0,0,1
178.0986957,23.08695652,10,0,0,1
21.54545455,19.90909091,11.18181818,0,0.090909091,2
29.09875,25.5,14.875,0,0,2
32.35666667,25.54166667,15.79166667,0,0,2
13.54416667,24.875,17.5,0,0,2
5.419166667,24.91666667,11.91666667,0,0,1
74.40304348,23.95652174,8.391304348,0,0.043478261,0
101.7334783,25.73913043,7.434782609,0,0,0
12.94333333,27.04166667,10.25,0,0,2
13.87666667,26.5,4.416666667,0,0,0
10.70157895,24.57894737,8.105263158,0,0,1
15.71541667,26.16666667,11.58333333,0,0,2
3.215238095,25.04761905,16.0952381,0,0.142857143,2
6.164583333,25.625,17.16666667,0,0.125,2
16.35208333,25.79166667,16.29166667,0,0.833333333,0
14.19083333,26.25,17.25,0,0,2
14.35958333,26.875,16.41666667,0,0.125,2
5.119583333,22.70833333,16.79166667,0,0.041666667,1
8.233333333,26.16666667,12.125,0,0,0
7.879166667,26.54166667,16.54166667,0,0,2
13.87458333,27.29166667,16.79166667,0,0.458333333,3
11.00583333,24.58333333,19.04166667,0,0.208333333,2
5.60625,21.375,17.25,0,0.208333333,2
6.236666667,24.79166667,17.91666667,0,0,2
9.588333333,26.375,19.125,0,0,3
15.23208333,25.66666667,19.54166667,0,0,3
14.32041667,27.20833333,18.04166667,0,0,3
37.82958333,29.83333333,17,0,0,2
21.57125,26.33333333,20.375,0,0.041666667,3
13.5225,22.75,21.125,0,1.333333333,2
10.46708333,22.75,15.875,0,1.166666667,0
3.745,25,14.91666667,0,0,0
9.330416667,25.54166667,14.95833333,0,0,1
10.355,26.16666667,15.58333333,0,0,1
13.87583333,26.75,18.75,0,0,2
14.17583333,25.91666667,21.25,0,0,3
3.687916667,25.25,22.04166667,0,0.166666667,2
3.352916667,25,23.04166667,0,0.458333333,2
2.1575,25.66666667,23.41666667,0,0.666666667,3
6.927916667,28.70833333,18.875,0,0,2
7.579583333,29.04166667,18.04166667,0,0,1
29.64833333,27.125,19.375,0,0,2
9.275833333,27.75,21.29166667,0,0,3
9.777083333,25.375,14.33333333,0,0.25,0
17.68833333,25.875,14.95833333,0,0.041666667,0
8.307083333,27.33333333,15.04166667,0,0,0
6.688333333,27.25,19.25,0,0,2
13.705,27.16666667,21.79166667,0,0,3
13.18791667,26.75,21.45833333,0,0,2
18.14708333,27.25,21.95833333,0,0.125,2
6.2225,26.75,21.91666667,0,0.083333333,2
12.85416667,25.125,20.875,0,0.625,1
17.8625,26.54166667,19.91666667,0,0.125,0
4.620416667,23.95833333,21.08333333,0,0.291666667,2
5.159583333,24.91666667,20.625,0,0,2
5.30875,25.95833333,21.66666667,0,0.041666667,2
7.039166667,23.41666667,21.91666667,0,1.75,1
10.20166667,25.16666667,22.83333333,0,0.25,2
30.94,25.75,23.83333333,0,0.083333333,3
2.83,28.54166667,26.20833333,0,0,3
9.464583333,27.54166667,25.625,0,1.916666667,3
2.436666667,25.54166667,23.95833333,0,0.916666667,1
8.009166667,27.95833333,22.79166667,0,0.041666667,1
13.52041667,26.25,23.375,0,0.25,1
22.88875,27.875,25.33333333,0,0,3
8.214166667,24.91666667,23.625,0,5,2
8.71625,25.875,21.91666667,0,6.5,1
6.107619048,28.23809524,22.38095238,0,0,1
26.75,28.08333333,20.16666667,0,0,1
17.16173913,26.56521739,21.82608696,0,0,2
15.66916667,26.66666667,23,0,0,0
45.385,24,22,0,0,2
61.23,24,22,0,0,2
7.901111111,29.94444444,23,0,0,2
7.987727273,27.72727273,24.22727273,0,1.136363636,3
14.01333333,27,24,0,0,1
8.7,28,23.72727273,0,0,2
11.19666667,28.375,24.08333333,0,0,2
30.06083333,27.625,24.375,0,0,2
8.385,26,24.75,0,0.541666667,2
6.801666667,24.79166667,23.75,0,1.625,2
11.9375,27.16666667,20.16666667,0,0.25,0
11.39875,24.375,21.16666667,0,0.416666667,1
11.23375,25.41666667,18.375,0,0,0
18.39833333,24.875,19.95833333,0,0,1
14.75208333,25,20.16666667,0,0,2
6.236363636,25.45454545,20.5,0,0,2
5.075909091,25.27272727,19.27272727,0,0,2
1.79,22,21,0,0,2
6.885333333,25.2,20.33333333,0,0.266666667,2
4.695,22.25,20.25,0,0.125,2
13.55625,22.91666667,20.75,0,0.958333333,2
7.879583333,22.75,19.375,0,0,2
4.562916667,23.25,18.91666667,0,0,2
5.577391304,24.04347826,20.26086957,0,0,2
5.045416667,25.95833333,22.375,0,0,3
2.100833333,26.33333333,23.625,0,0,3
14.70958333,23.66666667,16.66666667,0,0.291666667,1
11.37583333,23.16666667,17.16666667,0,0,1
12.14125,23.25,19.125,0,0,2
4.841666667,23.75,17.33333333,0,0,2
12.23625,22.625,16.875,0,0,2
13.55875,23.33333333,17.08333333,0,0,2
22.67583333,22.875,18.33333333,0,0.25,3
6.349583333,18.83333333,15.58333333,0,0.25,1
7.26375,19.45833333,9.958333333,0,0,0
