date,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir
2010/5/27,157,17,24,1020,15.2,0,22
2010/5/28,251,18,31,1020,17.88,0,1
2010/5/29,314,15,31,1020,29.95,0,0
2010/5/30,129,15,28,1020,17.89,0,1
2010/5/31,189,16,26,1020,16.1,0,1
2010/6/1,190,17,25,1020,10.28,0,2
2010/6/3,129,14,28,1020,30.4,0,0
2010/6/7,191,17,31,1020,57.22,0,0
2010/6/10,129,16,24,1020,29.06,0,5
2010/6/11,129,16,25,1020,21.46,0,0
2010/6/12,160,18,31,1020,17.44,0,2
2010/6/13,198,19,29,1020,53.65,0,6
2010/6/14,151,21,31,1020,34.87,0,0
2010/6/15,229,21,33,1020,7.15,0,1
2010/6/16,155,21,31,1020,23.7,0,3
2010/6/17,129,18,21,1020,16.09,0,4
2010/6/18,129,19,27,1020,18.78,0,0
2010/6/19,205,21,32,1020,23.25,0,0
2010/6/20,240,20,35,1020,43.37,0,0
2010/6/21,132,19,31,1020,6.71,0,1
2010/6/22,140,20,31,1020,31.28,0,0
2010/6/24,231,16,33,1020,22.81,0,0
2010/6/25,227,18,32,1020,29.06,0,0
2010/6/26,252,18,32,1020,33.98,0,0
2010/6/27,163,20,32,1020,37.56,0,2
2010/6/28,228,20,32,1020,43.81,0,0
2010/6/29,249,21,32,1020,45.6,0,0
2010/6/30,235,22,29,1020,21.02,0,0
2010/7/1,241,22,25,1020,16.09,0,8
2010/7/2,129,20,37,1020,35.76,0,0
2010/7/3,129,22,38,1020,34.86,0,0
2010/7/4,168,22,38,1020,27.28,0,1
2010/7/5,132,21,41,1020,41.59,0,0
2010/7/6,129,18,41,1020,58.55,0,0
2010/7/7,129,19,30,1020,19.67,0,0
2010/7/8,129,18,37,1020,37.1,0,0
2010/7/9,129,21,30,1020,40.23,0,12
2010/7/10,129,21,23,1020,31.3,0,14
2010/7/11,231,22,24,1020,51.88,0,3
2010/7/12,211,22,25,1020,7.16,0,1
2010/7/13,206,22,26,1020,29.06,0,4
2010/7/14,176,23,27,1020,13.86,0,0
2010/7/15,286,22,25,1020,12.97,0,3
2010/7/16,310,24,31,1020,25.48,0,2
2010/7/17,267,24,32,1020,34.88,0,1
2010/7/18,203,24,34,1020,45.15,0,1
2010/7/19,286,24,28,1020,73.33,0,7
2010/7/20,129,22,32,1020,36.19,0,5
2010/7/21,129,22,32,1020,37.98,0,0
2010/7/22,227,25,33,1020,34.44,0,0
2010/7/23,255,25,35,1020,49.63,0,0
2010/7/24,211,25,35,1020,54.1,0,0
2010/7/25,231,25,35,1020,52.3,0,0
2010/7/26,269,26,33,1020,19.23,0,0
2010/7/27,243,26,35,1020,65.28,0,0
2010/7/28,198,25,36,1020,89.43,0,0
2010/7/29,285,28,33,1020,52.76,0,3
2010/7/30,302,27,30,1020,25.03,0,2
2010/7/31,306,28,32,1020,57.2,0,2
2010/8/1,129,22,31,1020,37.11,0,1
2010/8/2,129,19,32,1020,27.28,0,0
2010/8/3,202,21,30,1020,32.65,0,0
2010/8/4,205,22,26,1020,47.83,0,3
2010/8/5,129,20,32,1020,138.58,0,0
2010/8/6,129,17,31,1020,159.59,0,0
2010/8/7,129,21,29,1020,47.83,0,6
2010/8/8,221,23,32,1020,28.62,0,7
2010/8/9,360,24,31,1020,21.02,0,0
2010/8/10,284,23,33,1020,31.75,0,0
2010/8/11,223,23,27,1020,57.22,0,2
2010/8/12,129,24,33,1020,20.56,0,0
2010/8/13,194,25,34,1020,37.09,0,1
2010/8/16,194,21,33,1020,65.72,0,0
2010/8/17,337,24,28,1020,95.24,0,9
2010/8/18,154,23,28,1020,27.73,0,14
2010/8/19,210,23,32,1020,28.61,0,0
2010/8/20,129,23,24,1020,37.56,0,14
2010/8/21,129,18,29,1020,27.27,0,5
2010/8/22,169,21,29,1020,28.16,0,0
2010/8/23,211,22,29,1020,51.41,0,0
2010/8/24,184,19,30,1020,11.18,0,0
2010/8/25,133,20,32,1020,29.51,0,0
2010/8/26,129,18,30,1020,46.05,0,0
2010/8/27,129,19,32,1020,30.84,0,0
2010/8/28,195,20,32,1020,32.19,0,0
2010/8/29,224,22,30,1020,18.34,0,1
2010/8/30,165,21,27,1020,22.36,0,2
2010/8/31,129,21,27,1020,38.9,0,2
2010/9/1,224,21,29,1020,14.31,0,0
2010/9/2,284,20,26,1020,26.82,0,5
2010/9/3,159,18,28,1020,16.55,0,0
2010/9/4,185,20,29,1020,24.14,0,0
2010/9/5,232,22,30,1020,8.93,0,0
2010/9/6,278,22,27,1020,18.77,0,0
2010/9/7,133,17,28,1020,19.23,0,0
2010/9/8,227,17,27,1020,34.87,0,0
2010/9/9,200,17,30,1020,55,0,0
2010/9/10,240,17,33,1020,17.89,0,0
2010/9/12,269,17,33,1020,21.02,0,0
2010/9/13,310,18,34,1020,23.68,0,0
2010/9/14,455,20,32,1020,19.67,0,0
2010/9/15,297,21,30,1020,84.06,0,2
2010/9/16,262,20,25,1020,144.41,0,18
2010/9/17,129,14,17,1020,21.46,0,36
2010/9/18,138,15,25,1020,12.08,0,3
2010/9/19,147,16,24,1020,15.2,0,1
2010/9/20,274,15,22,1020,70.21,0,10
2010/10/1,266,17,24,1020,22.81,0,8
2010/10/2,129,10,21,1020,184.17,0,0
2010/10/3,129,7,23,1020,278.5,0,0
2010/10/4,129,11,23,1020,14.31,0,0
2010/10/5,260,14,26,1020,13.86,0,0
2010/10/6,534,16,25,1020,14.76,0,0
2010/10/7,458,15,23,1020,12.07,0,0
2010/10/8,470,15,24,1020,12.97,0,0
2010/10/9,449,15,21,1020,5.37,0,0
2010/10/10,428,16,19,1020,50.51,0,7
2010/10/11,129,7,19,1025,16.99,0,0
2010/10/12,187,9,19,1023,16.09,0,0
2010/10/13,193,12,22,1022,42.46,0,0
2010/10/14,129,1,20,1021,147.51,0,0
2010/10/15,143,6,20,1020,53.64,0,0
2010/10/16,129,8,18,1030,97.44,0,0
2010/10/17,129,3,9,1029,106.39,0,0
2010/10/18,129,7,10,1028,26.38,0,10
2010/10/19,129,8,11,1029,8.05,0,0
2010/10/20,154,8,11,1027,3.57,0,0
2010/10/21,184,10,12,1022,7.15,0,0
2010/10/22,225,12,15,1021,8.5,0,4
2010/10/23,278,13,16,1026,35.32,0,12
2010/10/24,129,4,12,1032,90.75,0,13
2010/10/25,129,-7,14,1043,181.95,0,0
2010/10/26,129,-2,9,1040,12.06,0,0
2010/10/27,189,0,14,1030,18.33,0,0
2010/10/28,129,2,18,1029,21.45,0,0
2010/10/29,129,2,19,1029,32.64,0,0
2010/10/30,129,3,20,1026,33.1,0,0
2010/10/31,129,2,19,1029,39.36,0,0
2010/11/3,183,2,19,1023,30.41,0,0
2010/11/4,148,4,21,1022,19.22,0,0
2010/11/5,374,7,18,1020,16.09,0,0
2010/11/6,481,7,14,1021,122.93,0,0
2010/11/7,129,-3,11,1026,181.94,0,0
2010/11/8,129,-4,8,1026,72.42,0,0
2010/11/9,146,-1,11,1020,14.3,0,0
2010/11/10,302,0,9,1020,113.94,0,0
2010/11/11,129,-3,7,1023,160.46,0,0
2010/11/12,129,-13,7,1029.666667,161.4,0,0
2010/11/13,129,-8,0,1035,205.7,0,0
2010/11/14,129,-4,0,1035,248.66,0,0
2010/11/15,213,-4,-1,1023,291.62,0,0
2010/11/16,503,-1,9,1024,306.83,0,0
2010/11/17,525,2,9,1023,14.76,0,0
2010/11/18,569,3,13,1020,21.46,0,0
2010/11/19,454,1,13,1020,23.25,0,0
2010/11/20,462,1,10,1020,143.05,0,0
2010/11/21,129,-7,10,1023,158.7,0,0
2010/11/22,258,-4,8,1022,7.6,0,0
2010/11/23,264,-5,7,1028,108.19,0,0
2010/11/24,129,-9,7,1029,112.21,0,0
2010/11/25,206,-7,4,1024,8.49,0,0
2010/11/26,174,-8,8,1026,166.3,0,0
2010/11/27,316,-9,5,1026,11.63,0,0
2010/11/28,443,-1,4,1022,11.63,0,0
2010/11/29,267,0,3,1021,15.65,0,0
2010/11/30,276,0,2,1020,4.9,0,0
2010/12/1,288,-1,8,1026,173.89,0,0
2010/12/2,162,-9,6,1027,8.05,0,0
2010/12/3,248,-7,7,1020,22.81,0,0
2010/12/4,322,-7,13,1030,69.26,0,0
2010/12/5,129,-14,4,1035,264.59,0,0
2010/12/6,129,-11,7,1027,35.76,0,0
2010/12/7,129,-8,8,1020,40.68,0,0
2010/12/8,257,-7,5,1020,6.7,0,0
2010/12/9,254,-6,7,1021,161.83,0,0
2010/12/10,129,-13,2,1024,185.97,0,0
2010/12/11,139,-8,2,1022,54.55,0,0
2010/12/12,179,-6,0,1032,118.9,0,0
2010/12/13,129,-16,-4,1036,105.04,0,0
2010/12/14,129,-16,-4,1038,269.55,0,0
2010/12/15,129,-16,3,1027,43.81,0,0
2010/12/16,205,-13,8,1020,26.81,0,0
2010/12/17,379,-10,5,1020,6.71,0,0
2010/12/18,528,-10,11,1020,87.16,0,0
2010/12/19,352,-7,12,1020,18.78,0,0
2010/12/20,607,-5,6,1020,3.57,0,0
2010/12/21,615,-6,7,1023,73.77,0,0
2010/12/22,129,-9,1,1038,114.45,0,0
2010/12/23,129,-16,-4,1041,29.49,0,0
2010/12/24,135,-16,-3,1033,32.63,0,0
2010/12/25,163,-16,2,1022,73.78,0,0
2010/12/26,161,-12,6,1020,86.72,0,0
2010/12/27,129,-16,1,1021,208.3,0,0
2010/12/28,129,-13,0,1025,102.81,0,0
2010/12/29,129,-16,-4,1027,326.79,0,0
2010/12/30,129,-16,-3,1031,543.59,0,0
2010/12/31,129,-15,-1,1038,565.49,0,0
2011/1/2,286,-13,-1,1034,3.56,0,0
2011/1/3,275,-13,2,1029,43.36,0,0
2011/1/4,129,-16,-2,1035,252.55,0,0
2011/1/5,129,-16,-1,1041,417.5,0,0
2011/1/6,129,-16,1,1038,445.66,0,0
2011/1/7,181,-14,0,1028,83.59,0,0
2011/1/10,129,-16,-1,1025,106.85,0,0
2011/1/11,129,-16,1,1026,16.09,0,0
2011/1/12,252,-16,3,1024,31.73,0,0
2011/1/13,129,-16,-1,1038,149.3,0,0
2011/1/14,129,-16,-4,1042,338.85,0,0
2011/1/15,129,-16,-2,1039,9.39,0,0
2011/1/16,130,-16,-2,1037,116.22,0,0
2011/1/17,129,-16,-3,1035,130.97,0,0
2011/1/18,129,-16,-1,1034,119.8,0,0
2011/1/19,129,-16,0,1034,15.2,0,0
2011/1/20,155,-16,2,1030,25.03,0,0
2011/1/21,191,-16,1,1029,60.36,0,0
2011/1/22,129,-16,-2,1034,236.94,0,0
2011/1/23,129,-16,0,1035,271.81,0,0
2011/1/24,129,-16,0,1037,99.25,0,0
2011/1/25,132,-16,0,1040,25.95,0,0
2011/1/26,161,-16,-2,1045,38.45,0,0
2011/1/27,129,-16,-1,1041,75.1,0,0
2011/1/28,129,-16,-1,1038,128.31,0,0
2011/1/29,129,-16,3,1036,205.19,0,0
2011/1/30,129,-16,8,1032,208.32,0,0
2011/1/31,129,-16,9,1025,105.04,0,0
2011/2/1,129,-16,7,1022,87.62,0,0
2011/2/2,348,-16,7,1024,133.21,0,0
2011/2/3,378,-10,8,1024,29.95,0,0
2011/2/4,178,-7,2,1025,25.92,0,0
2011/2/5,220,-9,11,1023,12.96,0,0
2011/2/6,200,-8,4,1020,21.9,0,0
2011/2/7,295,-10,8,1020,31.3,0,0
2011/2/8,225,-5,3,1029,33.08,0,0
2011/2/9,129,-3,-1,1029,88.08,20,0
2011/2/10,239,-4,-1,1034,109.53,0,0
2011/2/11,129,-15,-2,1036,20.57,0,0
2011/2/12,129,-6,-2,1031,38.46,14,0
2011/2/13,129,-8,1,1034,28.16,0,0
2011/2/14,301,-7,1,1030,5.37,0,0
2011/2/15,335,-5,3,1025,6.26,0,0
2011/2/16,328,-5,8,1027,24.14,0,0
2011/2/17,422,-7,8,1029,20.57,0,0
2011/2/18,283,-6,12,1026,32.63,0,0
2011/2/19,526,-4,9,1029,15.2,0,0
2011/2/20,595,-2,7,1027,4.9,0,0
2011/2/21,499,-4,8,1024,9.83,0,0
2011/2/22,470,-2,9,1020,11.18,0,0
2011/2/23,451,-3,11,1025,53.19,0,0
2011/2/24,142,-4,7,1034,25.93,0,0
2011/2/25,129,-3,3,1031,47.84,8,0
2011/2/26,129,-2,2,1030,69.27,7,0
2011/2/27,129,-8,6,1029,74.66,0,0
2011/2/28,129,-11,7,1029,96.57,0,0
2011/3/1,129,-12,8,1028,124.72,0,0
2011/3/2,129,-14,9,1029,200.7,0,0
2011/3/3,129,-9,12,1026,205.62,0,0
2011/3/4,136,1,13,1020,64.37,0,0
2011/3/5,142,-4,11,1026,74.65,0,0
2011/3/7,129,-14,11,1027,153.78,0,0
2011/3/8,129,-15,9,1030,185.52,0,0
2011/3/9,129,-11,12,1031,61.7,0,0
2011/3/10,129,-9,16,1025,37.11,0,0
2011/3/11,266,-3,14,1021,25.93,0,0
2011/3/12,416,-1,17,1020,16.54,0,0
2011/3/13,339,-2,19,1030,57.66,0,0
2011/3/14,129,-15,9,1031,215.03,0,0
2011/3/15,129,-11,10,1031,356.26,0,0
2011/3/16,138,-7,11,1027,30.39,0,0
2011/3/17,135,-5,17,1031,159.58,0,0
2011/3/22,129,-16,11,1032,189.97,0,0
2011/3/23,129,-12,11,1027,151.54,0,0
2011/3/24,129,-16,12,1029,226.65,0,0
2011/3/25,129,-10,15,1030,231.57,0,0
2011/3/26,178,-7,15,1027,38.45,0,0
2011/3/27,129,-5,18,1026,117.13,0,0
2011/3/28,129,-3,15,1030,27.72,0,0
2011/3/29,129,-2,21,1028,29.49,0,0
2011/3/30,212,3,23,1023,33.97,0,0
2011/3/31,328,4,19,1030,107.3,0,3
2011/4/1,178,3,14,1032,31.73,0,6
2011/4/2,186,0,19,1028,32.18,0,0
2011/4/4,241,-3,22,1026,57.2,0,0
2011/4/5,279,0,18,1025,83.6,0,0
2011/4/6,196,2,26,1020,100.14,0,2
2011/4/9,129,-2,19,1025,59.46,0,0
2011/4/11,129,-9,22,1024,70.61,0,0
2011/4/12,202,1,26,1020,43.36,0,0
2011/4/13,231,8,24,1020,25.03,0,0
2011/4/14,191,8,29,1020,53.2,0,0
2011/4/16,249,2,20,1020,156.88,0,0
2011/4/17,129,-6,21,1020,200.23,0,0
2011/4/18,129,2,23,1021,50.08,0,0
2011/4/19,270,8,22,1020,62.16,0,0
2011/4/20,195,9,20,1020,25.05,0,3
2011/4/23,129,0,22,1020,162.28,0,0
2011/4/24,167,7,20,1020,31.3,0,0
2011/4/25,151,8,21,1020,46.49,0,1
2011/4/26,129,4,22,1020,28.16,0,0
2011/4/27,185,10,22,1020,48.72,0,0
2011/4/29,232,13,20,1020,36.22,0,1
2011/4/30,251,1,25,1020,209.64,0,0
2011/5/1,129,2,27,1020,255.69,0,0
2011/5/2,129,-2,26,1020,128.3,0,0
2011/5/3,129,8,24,1020,63.92,0,0
2011/5/4,201,12,17,1020,84.94,0,1
2011/5/5,188,11,23,1020,44.7,0,0
2011/5/6,129,6,27,1020,89.85,0,0
2011/5/7,129,7,26,1020,40.68,0,0
2011/5/8,129,13,24,1020,31.28,0,9
2011/5/9,129,9,26,1020,48.72,0,2
2011/5/10,184,14,27,1020,52.3,0,0
2011/5/11,202,-2,29,1020,199.8,0,0
2011/5/12,129,2,26,1020,304.42,0,0
2011/5/13,129,0,30,1020,179.7,0,0
2011/5/14,129,6,31,1020,65.27,0,0
2011/5/15,129,5,27,1020,33.09,0,0
2011/5/16,156,14,30,1020,67.04,0,0
2011/5/17,264,16,26,1020,29.96,0,0
2011/5/18,237,18,28,1020,116.21,0,0
2011/5/19,129,8,26,1020,88.07,0,2
2011/5/20,180,3,24,1020,92.09,0,0
2011/5/21,129,6,30,1020,73.32,0,0
2011/5/22,200,12,31,1020,91.2,0,0
2011/5/23,152,13,29,1020,100.13,0,0
2011/5/24,129,12,28,1020,211.9,0,0
2011/5/25,129,14,29,1020,266.9,0,1
2011/5/27,253,18,33,1020,52.31,0,0
2011/5/28,139,18,29,1020,79.14,0,0
2011/5/29,150,18,33,1020,12.96,0,0
2011/5/30,129,13,28,1020,129.19,0,1
2011/5/31,129,10,33,1020,206.98,0,0
2011/6/1,143,13,36,1020,44.25,0,0
2011/6/2,129,11,31,1020,47.38,0,0
2011/6/3,129,12,32,1020,38.88,0,0
2011/6/5,142,15,34,1020,54.98,0,0
2011/6/6,201,18,30,1020,11.18,0,2
2011/6/7,241,20,36,1020,37.11,0,5
2011/6/8,210,19,33,1020,41.13,0,6
2011/6/9,196,19,33,1020,45.6,0,0
2011/6/10,199,18,35,1020,36.65,0,2
2011/6/11,129,18,29,1020,16.09,0,1
2011/6/12,129,17,35,1020,22.35,0,0
2011/6/13,156,19,34,1020,37.55,0,0
2011/6/14,236,20,34,1020,38.88,0,5
2011/6/15,198,21,31,1020,42.91,0,3
2011/6/16,144,18,24,1020,16.99,0,0
2011/6/17,212,19,30,1020,18.32,0,0
2011/6/18,285,21,33,1020,44.26,0,0
2011/6/19,254,21,32,1020,38.43,0,0
2011/6/20,230,21,35,1020,44.26,0,0
2011/6/21,178,20,35,1020,68.39,0,0
2011/6/22,459,23,27,1020,70.18,0,2
2011/6/23,194,22,25,1020,45.14,0,7
2011/6/24,129,18,28,1020,34.86,0,7
2011/6/25,134,17,31,1020,8.05,0,0
2011/6/26,129,18,31,1020,31.73,0,0
2011/6/27,129,19,31,1020,37.55,0,0
2011/6/28,242,20,33,1020,30.4,0,0
2011/6/29,275,23,30,1020,50.97,0,1
2011/6/30,254,23,29,1020,12.97,0,2
2011/7/1,230,24,26,1020,8.05,0,4
2011/7/2,245,24,28,1020,5.81,0,5
2011/7/3,244,23,34,1020,21.9,0,0
2011/7/4,129,21,35,1020,46.48,0,0
2011/7/5,199,21,29,1020,67.5,0,0
2011/7/6,188,23,33,1020,34.43,0,3
2011/7/7,129,19,30,1020,35.76,0,1
2011/7/8,129,18,33,1020,62.12,0,0
2011/7/9,129,19,35,1020,23.24,0,0
2011/7/10,296,22,32,1020,21.01,0,0
2011/7/11,298,23,32,1020,50.95,0,0
2011/7/12,129,23,30,1020,23.25,0,2
2011/7/13,129,23,32,1020,38.01,0,0
2011/7/14,144,24,32,1020,20.57,0,5
2011/7/15,129,22,29,1020,47.4,0,1
2011/7/16,129,21,32,1020,49.19,0,3
2011/7/17,200,23,28,1020,19.23,0,2
2011/7/18,181,22,29,1020,16.55,0,0
2011/7/19,150,23,29,1020,17.44,0,5
2011/7/20,129,23,26,1020,21.46,0,9
2011/7/21,129,24,29,1020,49.17,0,3
2011/7/22,321,25,29,1020,64.83,0,0
2011/7/23,361,28,33,1020,22.81,0,0
2011/7/24,390,28,32,1020,24.14,0,12
2011/7/25,129,25,30,1020,6.26,0,2
2011/7/26,129,25,33,1020,33.98,0,3
2011/7/27,183,25,29,1020,46.48,0,0
2011/7/28,313,27,31,1020,54.98,0,0
2011/7/29,300,26,26,1020,30.4,0,20
2011/7/30,129,24,31,1020,25.03,0,23
2011/7/31,129,24,35,1020,34.87,0,0
2011/8/3,129,24,32,1020,57.23,0,0
2011/8/4,205,24,30,1020,33.98,0,0
2011/8/5,142,25,34,1020,61.23,0,0
2011/8/9,230,26,34,1020,27.29,0,7
2011/8/10,161,25,34,1020,29.97,0,0
2011/8/12,174,25,33,1020,32.64,0,0
2011/8/13,148,26,31,1020,58.59,0,0
2011/8/14,221,26,29,1020,60.38,0,3
2011/8/15,175,24,26,1020,21.92,0,6
2011/8/16,129,22,32,1020,30.39,0,3
2011/8/17,129,23,28,1020,42.91,0,3
2011/8/18,129,21,32,1020,43.37,0,0
2011/8/19,129,22,30,1020,46.05,0,0
2011/8/20,129,22,32,1020,46.94,0,0
2011/8/21,129,22,32,1020,28.61,0,0
2011/8/22,145,22,31,1020,20.11,0,0
2011/8/24,129,22,29,1020,21.91,0,2
2011/8/25,129,22,24,1020,16.98,0,5
2011/8/26,129,22,27,1020,40.68,0,2
2011/8/27,129,20,27,1020,30.85,0,0
2011/8/28,160,21,29,1020,17.43,0,0
2011/8/29,203,23,31,1020,21.47,0,0
2011/8/30,213,24,31,1020,20.12,0,0
2011/8/31,341,25,32,1020,21.01,0,3
2011/9/1,129,18,29,1020,40.65,0,0
2011/9/2,129,20,30,1020,22.35,0,0
2011/9/3,191,20,28,1020,42.91,0,0
2011/9/4,163,19,31,1020,18.33,0,0
2011/9/5,157,18,29,1020,39.34,0,0
2011/9/6,287,21,30,1020,56.8,0,0
2011/9/7,129,18,29,1020,25.04,0,4
2011/9/8,129,17,24,1022,29.95,0,1
2011/9/9,129,13,25,1026,38,0,11
2011/9/10,129,15,21,1024,17.44,0,18
2011/9/11,149,17,22,1020,12.97,0,0
2011/9/12,180,18,21,1020,45.62,0,0
2011/9/13,196,19,24,1020,33.1,0,0
