date,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir
2010/2/22,81,-16,-6,1003,0.89,0,0
2010/2/23,129,-16,-4,1002,0.45,0,0
2010/2/24,129,-16,-4,1007,0.89,0,0
2010/2/25,45,-16,-4,1018,0.89,0,0
2010/2/26,29,-16,-4,1017,0.89,0,0
2010/2/27,13,-18,-4,1018,0.45,0,0
2010/2/28,17,-16,-5,1020,0.89,0,0
2010/3/1,27,-16,-6,1018,0.89,0,0
2010/3/2,44,-16,-4,1019,0.89,0,0
2010/3/3,98,-16,-4,1013,0.89,0,0
2010/3/4,11,-25,-4,1015,1.79,0,0
2010/3/5,11,-25,-5,1020,1.79,0,0
2010/3/6,51,-16,-7,1020,0.45,0,0
2010/3/7,26,-16,-5,1020,0.45,0,0
2010/3/8,5,-23,-8,1020,1.79,0,0
2010/3/9,22,-19,-9,1016,0.89,0,0
2010/3/10,51,-16,-4,1004,0.45,0,0
2010/3/11,12,-20,-4,1005,1.79,0,0
2010/3/12,38,-16,-4,1020,0.89,0,0
2010/3/13,37,-16,-4,1018,0.45,0,0
2010/3/14,17,-16,-4,1019,1.79,0,0
2010/3/15,30,-16,-7,1020,0.89,0,0
2010/3/16,18,-18,-4,1020,0.89,0,0
2010/3/17,51,-16,-4,1014,0.45,0,0
2010/3/18,129,-16,-4,1000,0.89,0,0
2010/3/19,19,-19,-4,1000,0.89,0,0
2010/3/20,27,-16,-4,1009,0.89,0,0
2010/3/21,25,-16,-4,1010,0.89,0,0
2010/3/22,16,-16,-4,1018,0.89,0,0
2010/3/23,20,-16,-4,1019,1.79,0,0
2010/3/24,9,-20,-4,1020,0.89,0,0
2010/3/25,37,-18,-4,1014,0.45,0,0
2010/3/26,46,-16,-4,1019,1.79,0,0
2010/3/27,41,-16,-4,1020,0.45,0,0
2010/3/28,82,-16,-4,1020,0.89,0,0
2010/3/29,24,-18,-4,1012,0.89,0,0
2010/4/1,15,-20,-4,1017,0.45,0,0
2010/4/2,12,-22,-4,1020,0.89,0,0
2010/4/3,59,-16,-4,1010,0.89,0,0
2010/4/4,27,-16,-4,1007,0.89,0,0
2010/4/5,12,-16,-4,1011,0.89,0,0
2010/4/6,12,-17,-4,1020,0.45,0,0
2010/4/7,67,-16,-4,1011,1.79,0,0
2010/4/8,50,-16,-4,1003,0.89,0,0
2010/4/9,14,-16,-4,1011,0.89,0,0
2010/4/10,16,-16,-4,1015,1.79,0,0
2010/4/11,33,-16,-4,1014,0.45,0,0
2010/4/12,7,-17,-4,1017,1.79,0,0
2010/4/13,11,-22,-4,1020,0.89,0,0
2010/4/14,30,-18,-4,1020,1.79,0,0
2010/4/15,129,-16,-4,1017,0.89,0,0
2010/4/16,91,-16,-4,1016,1.79,0,0
2010/4/17,129,-16,-4,1014,0.45,0,0
2010/4/18,129,-16,-4,1009,0.45,0,0
2010/4/19,17,-16,-4,1014,0.89,0,0
2010/4/20,26,-16,-4,1017,0.89,0,0
2010/4/21,16,-16,-4,1020,1.79,0,0
2010/4/22,24,-16,-4,1020,0.45,0,0
2010/4/23,10,-16,-4,1018,0.45,0,0
2010/4/24,78,-16,-4,1013,1.79,0,0
2010/4/25,5,-16,-4,1012,0.89,0,0
2010/4/26,10,-16,-4,1010,1.79,0,0
2010/4/27,11,-16,-4,1006,1.79,0,0
2010/4/28,11,-16,-4,1012,0.89,0,0
2010/4/29,15,-16,-4,1012,1.79,0,0
2010/4/30,15,-16,-4,1008,0.89,0,0
2010/5/1,31,-16,-4,1000,0.89,0,0
2010/5/2,24,-16,-4,1001,0.45,0,0
2010/5/3,102,-16,-4,1005,0.89,0,0
2010/5/4,104,-16,-4,996,1.79,0,0
2010/5/5,7,-16,-4,996,1.79,0,0
2010/5/6,14,-16,-4,1002,0.89,0,0
2010/5/7,30,-16,-4,1002,0.89,0,0
2010/5/8,32,-16,-4,1004,0.89,0,0
2010/5/9,14,-16,-4,1004,0.89,0,0
2010/5/10,4,-16,-4,1003,1.79,0,0
2010/5/11,11,-16,-4,1013,0.45,0,0
2010/5/12,38,-16,-4,1015,0.89,0,0
2010/5/13,41,-16,-4,1015,0.89,0,0
2010/5/14,129,-16,-4,1012,0.89,0,0
2010/5/15,98,-16,-4,1010,0.89,0,0
2010/5/16,33,-16,-4,1011,0.89,0,0
2010/5/17,12,-16,-4,1003,1.79,0,0
2010/5/18,23,-16,-4,998,0.89,0,0
2010/5/19,19,-16,-4,997,0.89,0,0
2010/5/20,34,-16,-4,1004,0.45,0,0
2010/5/21,65,-16,-4,1006,0.89,0,0
2010/5/22,106,-16,-4,1002,0.89,0,0
2010/5/23,30,-16,-4,995,0.89,0,0
2010/5/24,14,-16,-4,1003,0.89,0,0
2010/5/25,27,-16,-4,1008,0.89,0,0
2010/5/26,40,-16,-4,1012,0.89,0,0
2010/5/27,70,-16,-4,1007,0.89,0,0
2010/5/28,16,-16,-4,1002,0.89,0,0
2010/5/29,17,-16,-4,1001,0.89,0,0
2010/5/30,29,-16,-4,1008,0.89,0,0
2010/5/31,45,-16,-4,1013,0.89,0,0
2010/6/1,74,-16,-4,1012,0.89,0,0
2010/6/3,63,-16,-4,1015,0.89,0,0
2010/6/7,32,-16,-4,1011,0.89,0,0
2010/6/10,34,-16,-4,1012,0.89,0,0
2010/6/11,71,-16,-4,1009,0.45,0,0
2010/6/12,13,-16,-4,1004,0.89,0,0
2010/6/13,19,-16,-4,1002,0.89,0,0
2010/6/14,56,-16,-4,1001,0.89,0,0
2010/6/15,66,-16,-4,998,0.89,0,0
2010/6/16,20,-16,-4,998,0.89,0,0
2010/6/17,16,-16,-4,1001,0.89,0,0
2010/6/18,34,-16,-4,1002,0.89,0,0
2010/6/19,74,-16,-4,1002,0.89,0,0
2010/6/20,10,-16,-4,1005,0.89,0,0
2010/6/21,42,-16,-4,1001,0.89,0,0
2010/6/22,35,-16,-4,1001,0.45,0,0
2010/6/24,38,-16,-4,1006,0.45,0,0
2010/6/25,107,-16,-4,1006,0.45,0,0
2010/6/26,91,-16,-4,1004,0.89,0,0
2010/6/27,80,-16,-4,1001,0.45,0,0
2010/6/28,101,-16,-4,1001,0.89,0,0
2010/6/29,129,-16,-4,1001,0.45,0,0
2010/6/30,129,-16,-4,1001,0.89,0,0
2010/7/1,27,-16,-4,1000,0.89,0,0
2010/7/2,11,-16,-4,998,0.89,0,0
2010/7/3,37,-16,-4,998,0.89,0,0
2010/7/4,43,-16,-4,997,0.89,0,0
2010/7/5,8,-16,-4,997,0.45,0,0
2010/7/6,2,-16,-4,998,0.89,0,0
2010/7/7,35,-16,-4,1003,0.89,0,0
2010/7/8,14,-16,-4,1003,0.89,0,0
2010/7/9,31,-16,-4,1004,0.89,0,0
2010/7/10,68,-16,-4,1004,0.89,0,0
2010/7/11,42,-16,-4,1003,0.89,0,0
2010/7/12,45,-16,-4,1006,0.89,0,0
2010/7/13,51,-16,-4,1008,0.89,0,0
2010/7/14,95,-16,-4,1008,0.89,0,0
2010/7/15,126,-16,-4,1005,0.89,0,0
2010/7/16,50,-16,-4,1002,0.89,0,0
2010/7/17,47,-16,-4,1004,0.89,0,0
2010/7/18,83,-16,-4,1004,0.89,0,0
2010/7/19,36,-16,-4,1003,0.45,0,0
2010/7/20,27,-16,-4,1002,0.89,0,0
2010/7/21,42,-16,-4,1005,0.89,0,0
2010/7/22,121,-16,-4,1006,0.89,0,0
2010/7/23,84,-16,-4,1007,0.89,0,0
2010/7/24,60,-16,-4,1009,0.89,0,0
2010/7/25,96,-16,-4,1008,0.89,0,0
2010/7/26,129,-16,-4,1006,0.89,0,0
2010/7/27,126,-16,-4,1001,0.89,0,0
2010/7/28,129,-16,-4,996,1.79,0,0
2010/7/29,129,-16,-4,994,0.89,0,0
2010/7/30,129,-16,-4,997,0.89,0,0
2010/7/31,13,-16,-4,997,0.89,0,0
2010/8/1,22,-16,-4,1006,0.45,0,0
2010/8/2,29,-16,-4,1004,0.89,0,0
2010/8/3,85,-16,-4,1000,0.89,0,0
2010/8/4,28,-16,-4,1001,0.45,0,0
2010/8/5,9,-16,-4,1003,1.79,0,0
2010/8/6,10,-16,-4,1013,0.89,0,0
2010/8/7,38,-16,-4,1006,0.89,0,0
2010/8/8,44,-16,-4,1002,0.45,0,0
2010/8/9,129,-16,-4,1002,0.89,0,0
2010/8/10,17,-16,-4,1005,0.89,0,0
2010/8/11,61,-16,-4,1003,0.89,0,0
2010/8/12,47,-16,-4,998,0.45,0,0
2010/8/13,45,-16,-4,1000,0.89,0,0
2010/8/16,68,-16,-4,1006,0.89,0,0
2010/8/17,90,-16,-4,1009,0.89,0,0
2010/8/18,75,-16,-4,1010,0.89,0,0
2010/8/19,63,-16,-4,1012,0.89,0,0
2010/8/20,12,-16,-4,1011,0.89,0,0
2010/8/21,4,-16,-4,1012,1.79,0,0
2010/8/22,42,-16,-4,1012,0.45,0,0
2010/8/23,34,-16,-4,1012,0.89,0,0
2010/8/24,39,-16,-4,1013,0.89,0,0
2010/8/25,22,-16,-4,1012,0.89,0,0
2010/8/26,17,-16,-4,1011,0.89,0,0
2010/8/27,11,-16,-4,1008,0.89,0,0
2010/8/28,54,-16,-4,1005,0.89,0,0
2010/8/29,54,-16,-4,1006,0.45,0,0
2010/8/30,45,-16,-4,1008,0.89,0,0
2010/8/31,37,-16,-4,1012,0.89,0,0
2010/9/1,36,-16,-4,1014,0.89,0,0
2010/9/2,46,-16,-4,1012,0.45,0,0
2010/9/3,58,-16,-4,1011,0.45,0,0
2010/9/4,87,-16,-4,1008,0.89,0,0
2010/9/5,95,-16,-4,1009,0.45,0,0
2010/9/6,38,-16,-4,1011,0.89,0,0
2010/9/7,58,-16,-4,1013,0.89,0,0
2010/9/8,85,-16,-4,1009,0.89,0,0
2010/9/9,24,-16,-4,1006,0.45,0,0
2010/9/10,18,-16,-4,1009,0.89,0,0
2010/9/12,87,-16,-4,1009,0.89,0,0
2010/9/13,121,-16,-4,1010,0.89,0,0
2010/9/14,128,-16,-4,1010,0.89,0,0
2010/9/15,129,-16,-4,1009,1.79,0,0
2010/9/16,13,-16,-4,1009,0.89,0,0
2010/9/17,3,-16,-4,1013,0.89,0,0
2010/9/18,6,-16,-4,1012,0.89,0,0
2010/9/19,34,-16,-4,1010,0.89,0,0
2010/9/20,1,-16,-4,1014,0.89,0,0
2010/10/1,22,-16,-4,1013,0.89,0,0
2010/10/2,3,-16,-4,1011,1.79,0,0
2010/10/3,5,-16,-4,1015,0.89,0,0
2010/10/4,15,-16,-4,1015,0.89,0,0
2010/10/5,39,-16,-4,1011,0.89,0,0
2010/10/6,129,-16,-4,1012,0.89,0,0
2010/10/7,129,-16,-4,1015,0.45,0,0
2010/10/8,129,-16,-4,1012,0.89,0,0
2010/10/9,129,-16,-4,1008,0.89,0,0
2010/10/10,2,-16,-4,1010,0.89,0,0
2010/10/11,4,-16,-4,1018,0.89,0,0
2010/10/12,22,-16,-4,1017,0.89,0,0
2010/10/13,2,-16,-4,1013,0.89,0,0
2010/10/14,7,-16,-4,1016,1.79,0,0
2010/10/15,24,-16,-4,1011,0.45,0,0
2010/10/16,20,-16,-4,1018,1.79,0,0
2010/10/17,44,-16,-4,1020,0.45,0,0
2010/10/18,38,-16,-4,1020,0.89,0,0
2010/10/19,74,-16,-4,1020,0.89,0,0
2010/10/20,73,-16,-4,1020,0.45,0,0
2010/10/21,96,-16,-4,1020,0.45,0,0
2010/10/22,129,-16,-4,1018,0.89,0,0
2010/10/23,11,-16,-4,1017,0.89,0,0
2010/10/24,6,-16,-4,1020,1.79,0,0
2010/10/25,4,-16,-4,1020,1.79,0,0
2010/10/26,8,-16,-4,1020,0.45,0,0
2010/10/27,45,-16,-4,1020,0.89,0,0
2010/10/28,34,-16,-4,1020,0.45,0,0
2010/10/29,19,-16,-4,1020,0.89,0,0
2010/10/30,9,-16,-4,1020,0.89,0,0
2010/10/31,22,-16,-4,1020,0.89,0,0
2010/11/3,30,-16,-4,1020,0.89,0,0
2010/11/4,49,-16,-4,1017,0.89,0,0
2010/11/5,122,-16,-4,1014,0.89,0,0
2010/11/6,10,-16,-4,1015,0.89,0,0
2010/11/7,6,-16,-4,1020,1.79,0,0
2010/11/8,12,-16,-4,1017,0.45,0,0
2010/11/9,59,-16,-4,1014,0.45,0,0
2010/11/10,9,-16,-4,1009,0.89,0,0
2010/11/11,6,-16,-4,1013,1.79,0,0
2010/11/12,3,-16,-4,1020,1.79,0,0
2010/11/13,10,-16,-4,1020,1.79,0,0
2010/11/14,9,-16,-4,1020,1.79,0,0
2010/11/15,63,-16,-4,1020,1.79,0,0
2010/11/16,129,-16,-4,1020,0.45,0,0
2010/11/17,129,-16,-4,1018,0.89,0,0
2010/11/18,95,-16,-4,1011,0.89,0,0
2010/11/19,123,-16,-4,1009,0.45,0,0
2010/11/20,8,-16,-4,1008,0.45,0,0
2010/11/21,11,-16,-6,1020,0.45,0,0
2010/11/22,123,-16,-4,1017,0.89,0,0
2010/11/23,12,-17,-4,1019,0.89,0,0
2010/11/24,16,-16,-7,1020,0.45,0,0
2010/11/25,62,-16,-6,1012,0.89,0,0
2010/11/26,7,-23,-4,1014,1.78,0,0
2010/11/27,35,-16,-6,1019,0.89,0,0
2010/11/28,98,-16,-6,1017,0.89,0,0
2010/11/29,129,-16,-5,1016,0.89,0,0
2010/11/30,129,-16,-4,1010,0.89,0,0
2010/12/1,12,-19,-4,1012,1.79,0,0
2010/12/2,11,-16,-7,1018,0.89,0,0
2010/12/3,100,-16,-5,1009,0.89,0,0
2010/12/4,9,-16,-4,1011,0.89,0,0
2010/12/5,8,-21,-4,1020,1.79,0,0
2010/12/6,23,-20,-4,1012,0.89,0,0
2010/12/7,9,-16,-4,1012,0.45,0,0
2010/12/8,52,-16,-4,1006,0.45,0,0
2010/12/9,10,-20,-4,1002,0.89,0,0
2010/12/10,14,-18,-10,1018,0.89,0,0
2010/12/11,87,-16,-7,1015,0.45,0,0
2010/12/12,6,-24,-7,1020,1.79,0,0
2010/12/13,13,-24,-11,1020,1.79,0,0
2010/12/14,8,-28,-12,1020,1.79,0,0
2010/12/15,20,-24,-10,1011,0.89,0,0
2010/12/16,34,-21,-8,1011,0.89,0,0
2010/12/17,129,-16,-9,1010,0.89,0,0
2010/12/18,10,-17,-6,1013,0.89,0,0
2010/12/19,91,-16,-7,1014,0.89,0,0
2010/12/20,129,-16,-5,1011,0.89,0,0
2010/12/21,13,-21,-6,1013,1.79,0,0
2010/12/22,10,-28,-11,1020,0.89,0,0
2010/12/23,19,-26,-13,1020,0.89,0,0
2010/12/24,17,-25,-13,1020,0.45,0,0
2010/12/25,20,-20,-12,1013,0.89,0,0
2010/12/26,16,-21,-11,1008,0.89,0,0
2010/12/27,14,-21,-6,1014,0.89,0,0
2010/12/28,13,-20,-10,1018,0.45,0,0
2010/12/29,10,-24,-8,1020,1.79,0,0
2010/12/30,13,-24,-10,1020,1.79,0,0
2010/12/31,14,-21,-8,1020,0.89,0,0
2011/1/2,65,-16,-9,1020,0.89,0,0
2011/1/3,58,-17,-11,1020,0.45,0,0
2011/1/4,10,-22,-8,1020,1.79,0,0
2011/1/5,6,-21,-9,1020,1.79,0,0
2011/1/6,13,-19,-11,1020,0.89,0,0
2011/1/7,16,-22,-8,1020,0.89,0,0
2011/1/10,8,-23,-7,1020,0.89,0,0
2011/1/11,22,-23,-13,1020,0.89,0,0
2011/1/12,51,-21,-13,1020,0.89,0,0
2011/1/13,12,-25,-8,1020,1.79,0,0
2011/1/14,9,-27,-11,1020,0.89,0,0
2011/1/15,11,-25,-13,1020,0.89,0,0
2011/1/16,14,-22,-12,1020,0.89,0,0
2011/1/17,10,-23,-14,1020,1.79,0,0
2011/1/18,12,-23,-13,1020,1.79,0,0
2011/1/19,13,-24,-13,1020,0.45,0,0
2011/1/20,20,-22,-11,1020,0.89,0,0
2011/1/21,23,-21,-13,1020,0.45,0,0
2011/1/22,10,-23,-10,1020,1.79,0,0
2011/1/23,9,-22,-15,1020,0.89,0,0
2011/1/24,11,-22,-11,1020,1.78,0,0
2011/1/25,21,-22,-13,1020,0.89,0,0
2011/1/26,8,-22,-10,1020,1.34,0,0
2011/1/27,12,-23,-10,1020,1.79,0,0
2011/1/28,2,-25,-12,1020,1.79,0,0
2011/1/29,7,-23,-7,1020,1.79,0,0
2011/1/30,10,-21,-9,1020,0.89,0,0
2011/1/31,20,-22,-6,1020,1.79,0,0
2011/2/1,18,-22,-7,1019,0.89,0,0
2011/2/2,23,-20,-9,1018,0.89,0,0
2011/2/3,21,-17,-7,1019,0.89,0,0
2011/2/4,43,-16,-8,1014,0.45,0,0
2011/2/5,17,-16,-6,1015,0.89,0,0
2011/2/6,41,-16,-4,1011,0.45,0,0
2011/2/7,17,-16,-8,1012,0.45,0,0
2011/2/8,43,-16,-7,1020,0.89,0,0
2011/2/9,28,-16,-5,1020,0.89,0,0
2011/2/10,7,-18,-6,1020,0.89,0,0
2011/2/11,7,-20,-12,1020,0.89,0,0
2011/2/12,41,-16,-7,1020,0.89,0,0
2011/2/13,6,-20,-11,1020,0.89,0,0
2011/2/14,61,-16,-12,1020,0.89,0,0
2011/2/15,129,-16,-10,1020,0.45,0,0
2011/2/16,42,-16,-7,1020,0.45,0,0
2011/2/17,41,-16,-8,1020,0.89,0,0
2011/2/18,92,-16,-6,1020,0.89,0,0
2011/2/19,108,-16,-6,1020,0.45,0,0
2011/2/20,129,-16,-5,1020,0.45,0,0
2011/2/21,129,-16,-5,1017,0.45,0,0
2011/2/22,129,-16,-4,1012,0.45,0,0
2011/2/23,13,-19,-4,1015,0.89,0,0
2011/2/24,44,-16,-5,1020,0.45,0,0
2011/2/25,30,-16,-4,1020,0.45,0,0
2011/2/26,26,-16,-4,1020,0.89,0,0
2011/2/27,12,-16,-4,1020,1.79,0,0
2011/2/28,7,-17,-4,1020,1.79,0,0
2011/3/1,9,-18,-7,1020,0.89,0,0
2011/3/2,8,-17,-4,1020,1.79,0,0
2011/3/3,36,-16,-5,1019,0.89,0,0
2011/3/4,56,-16,-4,1014,0.89,0,0
2011/3/5,6,-17,-4,1018,0.89,0,0
2011/3/7,9,-18,-4,1020,0.89,0,0
2011/3/8,6,-19,-4,1020,0.89,0,0
2011/3/9,12,-19,-4,1020,0.89,0,0
2011/3/10,9,-17,-4,1018,0.89,0,0
2011/3/11,26,-16,-4,1009,0.45,0,0
2011/3/12,129,-16,-4,1007,0.89,0,0
2011/3/13,6,-16,-4,1009,1.79,0,0
2011/3/14,8,-20,-4,1020,1.79,0,0
2011/3/15,7,-20,-4,1020,0.89,0,0
2011/3/16,19,-16,-4,1020,0.89,0,0
2011/3/17,13,-24,-4,1013,0.89,0,0
2011/3/22,8,-24,-4,1020,1.79,0,0
2011/3/23,12,-20,-4,1020,1.79,0,0
2011/3/24,3,-21,-4,1020,1.79,0,0
2011/3/25,13,-18,-4,1020,0.45,0,0
2011/3/26,6,-17,-4,1020,0.89,0,0
2011/3/27,12,-16,-4,1020,1.79,0,0
2011/3/28,35,-16,-4,1020,1.79,0,0
2011/3/29,49,-16,-4,1020,0.45,0,0
2011/3/30,50,-16,-4,1012,0.89,0,0
2011/3/31,15,-16,-4,1013,0.89,0,0
2011/4/1,5,-16,-4,1020,0.89,0,0
2011/4/2,5,-16,-4,1020,0.89,0,0
2011/4/4,17,-16,-4,1020,0.89,0,0
2011/4/5,129,-16,-4,1018,0.89,0,0
2011/4/6,24,-16,-4,1008,0.89,0,0
2011/4/9,8,-20,-4,1014,1.79,0,0
2011/4/11,8,-20,-4,1016,0.45,0,0
2011/4/12,64,-16,-4,1009,0.45,0,0
2011/4/13,125,-16,-4,1008,0.89,0,0
2011/4/14,21,-16,-4,1001,0.89,0,0
2011/4/16,12,-16,-4,1007,0.89,0,0
2011/4/17,3,-16,-4,1015,0.89,0,0
2011/4/18,43,-16,-4,1012,0.89,0,0
2011/4/19,82,-16,-4,1005,0.89,0,0
2011/4/20,16,-16,-4,1008,0.89,0,0
2011/4/23,8,-16,-4,1006,1.79,0,0
2011/4/24,12,-16,-4,1001,0.89,0,0
2011/4/25,13,-16,-4,1002,0.45,0,0
2011/4/26,18,-16,-4,1007,0.89,0,0
2011/4/27,59,-16,-4,997,0.89,0,0
2011/4/29,129,-16,-4,996,0.89,0,0
2011/4/30,36,-16,-4,1001,1.79,0,0
2011/5/1,14,-16,-4,1009,0.89,0,0
2011/5/2,7,-16,-4,1009,0.89,0,0
2011/5/3,13,-16,-4,1012,1.79,0,0
2011/5/4,39,-16,-4,1001,0.89,0,0
2011/5/5,33,-16,-4,1001,0.89,0,0
2011/5/6,14,-16,-4,1000,0.89,0,0
2011/5/7,16,-16,-4,1006,0.89,0,0
2011/5/8,33,-16,-4,1003,0.89,0,0
2011/5/9,16,-16,-4,1005,0.89,0,0
2011/5/10,23,-16,-4,1006,0.89,0,0
2011/5/11,22,-16,-4,1004,1.79,0,0
2011/5/12,11,-16,-4,1007,1.79,0,0
2011/5/13,21,-16,-4,1008,0.89,0,0
2011/5/14,15,-16,-4,1004,0.89,0,0
2011/5/15,8,-16,-4,1011,0.89,0,0
2011/5/16,19,-16,-4,998,0.89,0,0
2011/5/17,129,-16,-4,996,0.89,0,0
2011/5/18,5,-16,-4,997,0.89,0,0
2011/5/19,10,-16,-4,1008,1.79,0,0
2011/5/20,7,-16,-4,1013,0.89,0,0
2011/5/21,9,-16,-4,1010,0.45,0,0
2011/5/22,21,-16,-4,1007,0.89,0,0
2011/5/23,41,-16,-4,1011,1.79,0,0
2011/5/24,35,-16,-4,1012,1.79,0,0
2011/5/25,47,-16,-4,1008,0.89,0,0
2011/5/27,96,-16,-4,1005,0.89,0,0
2011/5/28,90,-16,-4,1005,0.89,0,0
2011/5/29,26,-16,-4,999,0.89,0,0
2011/5/30,8,-16,-4,1001,0.89,0,0
2011/5/31,8,-16,-4,1003,0.89,0,0
2011/6/1,29,-16,-4,999,0.89,0,0
2011/6/2,8,-16,-4,1001,1.79,0,0
2011/6/3,18,-16,-4,1004,0.45,0,0
2011/6/5,43,-16,-4,1003,0.89,0,0
2011/6/6,41,-16,-4,998,0.89,0,0
2011/6/7,7,-16,-4,993,0.89,0,0
2011/6/8,6,-16,-4,997,0.89,0,0
2011/6/9,62,-16,-4,1000,0.89,0,0
2011/6/10,48,-16,-4,996,0.89,0,0
2011/6/11,12,-16,-4,1000,0.89,0,0
2011/6/12,10,-16,-4,1003,0.89,0,0
2011/6/13,45,-16,-4,1002,0.89,0,0
2011/6/14,54,-16,-4,1000,0.89,0,0
2011/6/15,96,-16,-4,1001,0.89,0,0
2011/6/16,69,-16,-4,1005,0.89,0,0
2011/6/17,66,-16,-4,1006,0.89,0,0
2011/6/18,95,-16,-4,1004,0.45,0,0
2011/6/19,129,-16,-4,1004,0.89,0,0
2011/6/20,104,-16,-4,1001,0.89,0,0
2011/6/21,91,-16,-4,999,1.79,0,0
2011/6/22,99,-16,-4,997,0.89,0,0
2011/6/23,11,-16,-4,997,1.79,0,0
2011/6/24,8,-16,-4,1007,0.89,0,0
2011/6/25,18,-16,-4,1007,0.89,0,0
2011/6/26,16,-16,-4,998,0.89,0,0
2011/6/27,16,-16,-4,998,0.89,0,0
2011/6/28,113,-16,-4,1001,0.45,0,0
2011/6/29,129,-16,-4,1002,0.89,0,0
2011/6/30,33,-16,-4,1001,0.89,0,0
2011/7/1,29,-16,-4,1000,0.89,0,0
2011/7/2,122,-16,-4,999,0.89,0,0
2011/7/3,19,-16,-4,1000,0.89,0,0
2011/7/4,36,-16,-4,1001,0.89,0,0
2011/7/5,79,-16,-4,998,0.89,0,0
2011/7/6,48,-16,-4,994,0.89,0,0
2011/7/7,9,-16,-4,995,0.89,0,0
2011/7/8,7,-16,-4,997,0.89,0,0
2011/7/9,12,-16,-4,1003,0.89,0,0
2011/7/10,66,-16,-4,1005,0.45,0,0
2011/7/11,91,-16,-4,1005,0.45,0,0
2011/7/12,87,-16,-4,1006,0.89,0,0
2011/7/13,77,-16,-4,1003,0.89,0,0
2011/7/14,39,-16,-4,1003,0.89,0,0
2011/7/15,52,-16,-4,1004,0.89,0,0
2011/7/16,37,-16,-4,1002,0.89,0,0
2011/7/17,54,-16,-4,1003,0.45,0,0
2011/7/18,62,-16,-4,1002,0.89,0,0
2011/7/19,21,-16,-4,1001,0.89,0,0
2011/7/20,10,-16,-4,1002,0.89,0,0
2011/7/21,65,-16,-4,1001,0.89,0,0
2011/7/22,59,-16,-4,1001,0.89,0,0
2011/7/23,129,-16,-4,1001,0.89,0,0
2011/7/24,19,-16,-4,999,0.89,0,0
2011/7/25,27,-16,-4,998,0.89,0,0
2011/7/26,22,-16,-4,998,0.45,0,0
2011/7/27,37,-16,-4,1001,0.89,0,0
2011/7/28,129,-16,-4,1004,0.89,0,0
2011/7/29,32,-16,-4,1003,0.89,0,0
2011/7/30,18,-16,-4,999,0.89,0,0
2011/7/31,20,-16,-4,1002,1.79,0,0
2011/8/3,70,-16,-4,1003,0.89,0,0
2011/8/4,101,-16,-4,1005,0.89,0,0
2011/8/5,75,-16,-4,998,0.89,0,0
2011/8/9,30,-16,-4,1001,0.89,0,0
2011/8/10,51,-16,-4,1003,0.89,0,0
