DEWP,TEMP,Iws,DT_corss,DIR_cross,DIS_corss,Is,Ir,pm2.5
-0.043153797,-0.080401502,0.006906604,0.565600869,0.11974725,0.060099881,-0.098403396,-0.196065879,1
-0.041073623,-0.103642551,-0.003273637,0.693949701,0.113974984,-0.425066393,0.731221999,-0.196065879,2
-0.044817937,-0.095162709,-0.005443343,0.695257278,0.124365062,-0.942209882,1.485426905,-0.196065879,2
-0.034417065,-0.113378666,0.010844099,0.636109764,0.095503736,-1.017450506,2.088790829,-0.196065879,1
-0.051474495,-0.081971844,-0.000156609,0.687834068,0.14283631,0.071688037,-0.098403396,-0.196065879,2
-0.040241553,-0.081657775,-0.00994809,0.53567227,0.111666078,0.056044027,-0.098403396,-0.196065879,3
-0.026512402,-0.076004547,-0.009458044,0.328485001,0.058137402,0.036923569,-0.098403396,-0.154939457,3
-0.110759465,-0.090137618,0.015785269,1.62747306,0.307345867,0.154253648,-0.098403396,-0.196065879,0
-0.095782209,-0.109295779,0.004612524,1.706534711,0.265785558,0.133394967,-0.098403396,-0.196065879,1
-0.060419245,-0.11275053,-0.007249859,1.110505643,0.16765705,0.019652813,-0.022982905,-0.196065879,2
-0.043569832,-0.119345963,-0.005781708,0.847657688,0.120901702,-3.008792767,4.879348979,-0.196065879,1
-0.098902471,-0.119660031,0.043933854,1.929226138,0.274443955,0.137740526,-0.098403396,-0.196065879,0
-0.077684692,-0.088567276,-0.007352883,1.121593861,0.215566851,0.108190728,-0.098403396,-0.196065879,1
-0.048146216,-0.077574888,-0.011513307,0.608849851,0.133600686,0.067052775,-0.098403396,-0.196065879,3
-0.080596936,-0.05244943,0.001505426,0.689106257,0.223648022,0.112246583,-0.098403396,-0.196065879,1
-0.057923036,-0.072549797,-0.001253378,0.685037583,0.160730332,0.080668858,-0.098403396,-0.196065879,1
-0.026928437,-0.092336095,-0.008026386,0.405330739,-0.019319711,-2.290749264,6.010656337,0.050692648,2
-0.057923036,-0.082285912,0.022218174,0.776968988,0.160730332,0.080668858,-0.098403396,-0.196065879,1
-0.063123472,-0.090451686,-0.011778438,0.930752958,0.175160995,0.087911455,-0.098403396,-0.196065879,1
-0.073316326,-0.071607592,-0.004643233,0.85582831,0.203445094,0.102106946,-0.098403396,-0.196065879,1
-0.025680333,-0.089823549,-0.011302791,0.376025884,0.071260222,0.008353146,-0.022982905,-0.196065879,3
-0.000302205,-0.061243341,-0.012380693,0.003017085,-0.000216816,0.000420878,-0.098403396,0.050692648,3
-0.04600931,-0.041799662,0.039416378,0.313505651,0.127670995,0.064076726,-0.098403396,-0.196065879,3
-0.049394321,-0.038002292,-0.002923356,0.305994549,0.137064045,0.068790998,-0.098403396,-0.196065879,1
-0.04875218,-0.028675831,0.007878632,0.227896122,0.135282172,0.067896695,-0.098403396,-0.196065879,3
-0.047938199,-0.036746019,0.002987727,0.287156657,0.133023459,0.066763071,-0.098403396,-0.196065879,1
-0.041905693,-0.043341452,-0.002270707,0.296076108,-0.03006509,0.058361658,-0.098403396,0.050692648,1
-0.064163559,-0.061243341,-0.005987756,0.640581217,0.178047127,0.089359975,-0.098403396,-0.196065879,0
-0.062915454,-0.045225861,-0.008539022,0.463843061,0.174583768,0.087621751,-0.098403396,-0.196065879,1
-0.05189053,-0.049936884,-0.004365441,0.422412181,0.143990763,0.072267445,-0.098403396,-0.196065879,1
-0.045025954,-0.044911793,-0.005563,0.329647816,0.124942288,0.062707216,-0.098403396,-0.196065879,1
-0.010287042,-0.037374155,-0.007428103,0.062674199,-0.03731862,0.014326665,-0.098403396,0.256324753,3
0.021420759,-0.038226626,-0.00904946,-0.133483537,1.992452669,-0.029832486,-0.098403396,6.572167991,3
-0.035318474,-0.006281401,0.001257507,0.036164738,0.098005051,0.049187701,-0.098403396,-0.196065879,2
-0.092075717,-0.030835826,0.059176366,0.462836475,0.255500431,0.12823297,-0.098403396,-0.196065879,0
-0.085381338,-0.044911793,0.008813909,0.625101052,0.236924232,0.118909772,-0.098403396,-0.196065879,0
-0.046274059,-0.034547541,-0.001114109,0.260604328,0.128405647,0.06444544,-0.098403396,-0.196065879,2
-0.03316896,0.010050147,-0.009903405,-0.054341442,0.092040377,0.046194094,-0.098403396,-0.196065879,2
-0.00071824,-0.011934629,-0.007949677,0.001397351,0.000738871,0.001000286,-0.098403396,-0.072686616,2
-0.070612099,-0.015075311,-0.004023104,0.173529091,0.19594115,0.098340796,-0.098403396,-0.196065879,0
-0.038785431,-0.004396991,0.001405133,0.027800405,0.107625493,0.054016099,-0.098403396,-0.196065879,2
-0.004878589,0.015703375,0.051051681,-0.01248861,0.013537571,0.006794364,-0.098403396,-0.196065879,2
0.001985987,-0.01005022,-0.002745361,-0.003253709,-0.005510904,-0.002765865,-0.098403396,-0.196065879,2
-0.051266478,-0.014447175,-0.003678781,0.120737809,0.142259084,0.071398333,-0.098403396,-0.196065879,1
-0.00799885,-0.04711027,0.015172091,0.06142852,-0.075575535,0.011139922,-0.098403396,0.667588964,1
-0.040241553,-0.040828906,0.021594818,0.267836254,0.088243205,0.056044027,-0.098403396,-0.154939457,1
-0.092661948,-0.046168066,0.089876013,0.697380804,0.25712716,0.129049409,-0.098403396,-0.196065879,0
-0.057923036,-0.040200769,-0.009059603,0.379588078,0.160730332,0.080668858,-0.098403396,-0.196065879,1
-0.005710659,-0.048366543,0.016520089,0.045025457,0.015846477,0.00795318,-0.098403396,-0.196065879,3
0.004482196,-0.02952245,-0.004413105,-0.021570992,-0.012437622,-0.006242311,-0.098403396,-0.196065879,3
0.007602458,-0.02952245,0.028989941,-0.036587545,-0.02109602,-0.01058787,-0.098403396,-0.196065879,2
0.022995748,0.007851669,-0.012277917,0.029433129,-0.063810782,-0.032025958,-0.098403396,-0.196065879,3
0.030484376,0.012876761,-0.00438828,0.063989811,0.021870907,-0.042455299,-0.098403396,0.050692648,3
0.010722719,0.010364215,-0.00975942,0.018116247,-0.029754418,-0.014933428,-0.098403396,-0.196065879,2
0.001777969,-0.003454787,-0.005421746,-0.001001319,0.007484873,-0.002476161,-0.098403396,0.297451174,1
0.017379277,-0.022927017,-0.006239978,-0.064954036,1.19600885,-0.024203953,-0.098403396,4.862483914,1
-0.029424647,0.005339124,-0.007761006,-0.025609913,0.0816503,0.040979424,-0.098403396,-0.196065879,0
-0.002590397,0.032348991,0.007503149,-0.013660102,0.007188079,0.003607621,-0.098403396,-0.196065879,2
0.023411783,0.010050147,0.03536699,0.038356042,0.139439603,-0.032605366,-0.098403396,0.420830437,2
-0.036497239,-0.027323972,0.000541471,0.162566379,0.080032531,0.050829356,-0.098403396,-0.154939457,0
-0.062707437,-0.028580245,0.068572429,0.292154029,0.174006542,0.087332047,-0.098403396,-0.196065879,0
-0.057090966,-0.015075311,0.175889466,0.140300933,0.158421426,0.079510042,-0.098403396,-0.196065879,0
-0.04294578,0.011620488,0.039846415,-0.081352659,0.119170023,0.059810177,-0.098403396,-0.196065879,0
-0.037745344,0.044283584,0.084063982,-0.272478998,0.10473936,0.05256758,-0.098403396,-0.196065879,0
-0.00966299,0.062813609,-0.00399257,-0.098944614,0.026813781,0.013457554,-0.098403396,-0.196065879,1
-0.007374798,0.08574059,-0.002414195,-0.103077407,0.020464289,0.010270811,-0.098403396,-0.196065879,2
0.006978405,0.054019699,-0.011446776,0.061451887,-0.01936434,-0.009718758,-0.098403396,-0.196065879,2
0.04878991,0.054019699,-0.006841736,0.429644309,0.205395164,-0.067949242,-0.098403396,0.297451174,2
0.039221108,0.047738334,0.025185508,0.305220716,0.21077037,-0.054622862,-0.098403396,0.379704016,2
-0.00799885,0.061243268,0.018177407,-0.079856968,0.022195969,0.011139922,-0.098403396,-0.196065879,0
0.002818056,0.069094974,0.00891594,0.031741177,-0.00781981,-0.00392468,-0.098403396,-0.196065879,2
0.023203765,0.053077494,-0.003777585,0.200768587,-0.064388009,-0.032315662,-0.098403396,-0.196065879,2
-0.005918676,0.03611781,0.005713762,-0.034847599,0.006088685,0.008242883,-0.098403396,-0.072686616,2
-0.011535147,0.032663059,0.015571526,-0.061419584,0.032008819,0.016064889,-0.098403396,-0.196065879,1
0.000737882,0.041142902,0.021633297,0.004948901,-0.002047545,-0.001027641,-0.098403396,-0.196065879,0
0.020499539,0.037060015,-0.005995203,0.123844453,-0.056884064,-0.028549511,-0.098403396,-0.196065879,1
0.021331608,0.04679613,-0.006208698,0.162727302,-0.05919297,-0.029708327,-0.098403396,-0.196065879,1
0.037140934,0.04145697,-0.008537285,0.251002044,0.24282799,-0.051725823,-0.098403396,0.461956859,2
0.051910172,0.067524633,-0.009115956,0.571401771,-0.144045268,-0.0722948,-0.098403396,-0.196065879,3
0.052534224,0.04679613,0.023532907,0.400755179,0.985605594,-0.073163912,-0.098403396,1.325611702,2
0.057242983,0.028094794,-0.005178731,0.262165171,0.858890716,-0.079721755,-0.098403396,1.060159347,1
0.041925335,0.038002219,-0.002580026,0.259724181,0.444928983,-0.058389013,-0.098403396,0.749841806,1
0.009474614,0.087310931,-0.005998431,0.134851894,-0.026291059,-0.013195205,-0.098403396,-0.196065879,0
0.015091085,0.097361114,-0.005910302,0.239515097,-0.041876175,-0.02101721,-0.098403396,-0.196065879,1
0.045045596,0.081971771,-0.002601624,0.601926612,-0.124996793,-0.062734571,-0.098403396,-0.196065879,2
0.048165858,0.074748202,-0.009672781,0.58690382,-0.13365519,-0.06708013,-0.098403396,-0.196065879,3
0.040469213,0.087939067,-0.00966012,0.580140917,-0.088742425,-0.056361086,-0.098403396,-0.154939457,2
0.027364114,0.082285839,0.000274105,0.367056891,-0.075932539,-0.03810974,-0.098403396,-0.196065879,1
0.010514702,0.093278227,-0.009280794,0.159883675,-0.029177191,-0.014643724,-0.098403396,-0.196065879,0
0.045669649,0.095476705,-0.001013072,0.710807463,-0.126728472,-0.063603683,-0.098403396,-0.196065879,2
0.061435181,0.068433778,-0.011649792,0.685353351,1.274930941,-0.085560189,-0.098403396,1.466307352,2
0.071463811,0.049936812,-0.011789858,0.581746622,7.247379935,-0.099526966,-0.098403396,7.165563495,2
0.055862503,0.077574816,-0.010416041,0.706428207,-0.155012572,-0.077799174,-0.098403396,-0.196065879,2
0.046293701,0.080715498,-0.008517425,0.609124011,-0.101514584,-0.064472795,-0.098403396,-0.154939457,1
0.057110608,0.070351247,-0.009680725,0.654961038,-0.091992687,-0.079537398,-0.098403396,-0.113813037,2
0.061597841,0.061916271,-0.011017587,0.621723341,-0.048001426,-0.085786724,-0.098403396,-0.055061006,2
0.06207331,0.067300298,-0.011524585,0.681002608,-0.172246906,-0.086448905,-0.098403396,-0.196065879,2
0.055862503,0.06972311,-0.00929544,0.634927342,-0.155012572,-0.077799174,-0.098403396,-0.196065879,2
0.05690259,0.05025088,-0.007577053,0.466125213,-0.157898704,-0.079247694,-0.098403396,-0.196065879,2
0.05856673,0.117461481,0.003436315,1.121433,-0.162516516,-0.081565325,-0.098403396,-0.196065879,2
0.060646904,0.06972311,0.002657803,0.689306342,-0.168288781,-0.084462364,-0.098403396,-0.196065879,3
0.05137527,0.10391168,-0.005668719,0.870252678,-0.142560971,-0.071549847,-0.098403396,-0.196065879,1
0.063767166,0.065012087,-0.006672926,0.675799875,0.379794583,-0.088807922,-0.098403396,0.420830437,1
0.067927515,0.066896496,-0.01014669,0.74075737,-0.188491709,-0.094602,-0.098403396,-0.196065879,2
0.072087864,0.090451613,-0.009925747,1.062931691,-0.07415853,-0.100396078,-0.098403396,-0.072686616,2
0.079160456,0.082285839,9.61E-05,1.061842924,0.517552268,-0.110246011,-0.098403396,0.461956859,2
0.081032613,0.086682795,-0.00855069,1.145037298,-0.22485698,-0.112853346,-0.098403396,-0.196065879,2
0.08456891,0.106783161,-0.012267739,1.47211043,-0.185445914,-0.117778312,-0.098403396,-0.154939457,2
0.084152875,0.096732978,-0.010591554,1.326998398,0.060375181,-0.117198904,-0.098403396,0.050692648,2
0.077912352,0.054333767,-0.011968101,0.690085678,0.46404272,-0.108507787,-0.098403396,0.420830437,1
0.075832177,0.070037178,-0.01076955,0.865782996,-0.210426317,-0.105610748,-0.098403396,-0.196065879,1
0.081032613,0.089823477,-0.010836081,1.186524175,-0.22485698,-0.112853346,-0.098403396,-0.196065879,2
0.070177885,0.116148105,-0.007963285,1.328737794,-0.194736251,-0.09773607,-0.098403396,-0.196065879,2
0.06751148,0.099245524,-0.010558537,1.092233366,-0.148041734,-0.094022592,-0.098403396,-0.154939457,1
0.086607481,0.099496778,-0.012881562,1.404724989,-0.119341499,-0.12061741,-0.098403396,-0.097362468,2
0.044243243,0.120602163,-0.005973003,0.869819099,-0.122770348,-0.061617142,-0.098403396,-0.196065879,1
0.055862503,0.102386206,-0.008348863,0.932370937,-0.155012572,-0.077799174,-0.098403396,-0.196065879,2
0.069175619,0.101129933,-0.008859761,1.140406437,-0.191955068,-0.096340224,-0.098403396,-0.196065879,3
0.073543986,0.103014342,-0.009193658,1.235013601,-0.204076825,-0.102424005,-0.098403396,-0.196065879,3
0.068759584,0.09987366,-0.007649294,1.119466479,-0.030712659,-0.095760816,-0.098403396,-0.031560194,2
0.08540098,0.104898752,-0.006564937,1.460360429,-0.236978737,-0.118937128,-0.098403396,-0.196065879,3
0.088313224,0.111180116,-0.005909557,1.600588699,-0.245059908,-0.122992982,-0.098403396,-0.196065879,3
0.090809433,0.103642479,-0.009536243,1.53424826,-0.251986626,-0.126469429,-0.098403396,-0.196065879,3
0.096425904,0.08574059,-0.010979073,1.347742952,1.752941234,-0.134291434,-0.098403396,1.28448528,2
0.075208125,0.1212303,-0.007384659,1.486287497,-0.208694637,-0.104741637,-0.098403396,-0.196065879,0
0.086233049,0.135677438,-0.008795216,1.907252805,-0.239287643,-0.120095943,-0.098403396,-0.196065879,1
0.086233049,0.139132188,-0.008638074,1.955817125,-0.189095102,-0.120095943,-0.098403396,-0.154939457,2
0.052118189,0.149810508,-0.00527503,1.272795061,-0.144622494,-0.072584504,-0.098403396,-0.196065879,1
0.039013091,0.153579327,-0.005987259,0.976719823,-0.108257224,-0.054333158,-0.098403396,-0.196065879,0
0.071255794,0.111808253,-0.008572288,1.298736143,-0.197727334,-0.099237263,-0.098403396,-0.196065879,1
0.063767166,0.131280483,-0.008825999,1.364659068,-0.176947179,-0.088807922,-0.098403396,-0.196065879,1
0.081864683,0.097989251,-0.006807478,1.307681278,1.01173156,-0.114012161,-0.098403396,0.873221069,2
0.089561328,0.069094974,-0.006603913,1.008773969,3.765470337,-0.124731206,-0.098403396,2.970668544,2
0.09268159,0.078202952,-0.000421243,1.181526616,0.605953645,-0.129076764,-0.098403396,0.461956859,3
0.09268159,0.078202952,-0.012655506,1.181526616,-0.203235707,-0.129076764,-0.098403396,-0.154939457,2
0.094969782,0.090137545,-0.009503474,1.395462112,0.28924699,-0.132263507,-0.098403396,0.215198332,2
0.09913013,0.095790773,-0.011968101,1.547947548,-0.275075687,-0.138057585,-0.098403396,-0.196065879,2
0.099754183,0.087310931,-0.011445535,1.419798191,0.245756107,-0.138926696,-0.098403396,0.174071911,3
0.103498497,0.107411298,-0.008981652,1.812219874,-0.106471408,-0.144141367,-0.098403396,-0.072686616,3
0.101418322,0.11589114,-0.008825751,1.915991334,-0.222393945,-0.141244328,-0.098403396,-0.154939457,2
0.103498497,0.118717754,-0.003389074,2.002979926,-0.22695543,-0.144141367,-0.098403396,-0.154939457,3
0.101834357,0.096104841,0.006923981,1.595388573,1.495622007,-0.141823735,-0.098403396,1.037726754,3
0.089769346,0.101444001,-0.005221904,1.484503804,0.482411617,-0.125020909,-0.098403396,0.379704016,1
0.098714096,0.109609775,-0.005900372,1.763824385,-0.273921234,-0.137478177,-0.098403396,-0.196065879,1
0.107866863,0.118717754,-0.008537533,2.0875198,-0.2993192,-0.150225148,-0.098403396,-0.196065879,3
0.107866863,0.130652346,-0.003788756,2.297376351,-0.2993192,-0.150225148,-0.098403396,-0.196065879,3
0.105786689,0.133164892,0.000774081,2.296400585,-0.293546935,-0.147328109,-0.098403396,-0.196065879,2
0.107242811,0.132222688,5.12E-05,2.311538079,-0.297587521,-0.149356037,-0.098403396,-0.196065879,3
0.112235229,0.125941323,-0.00848267,2.304222074,-0.311440957,-0.15630893,-0.098403396,-0.196065879,3
0.109322985,0.13536337,-0.000181682,2.41234558,-0.303359786,-0.152253076,-0.098403396,-0.196065879,3
0.110363072,0.136305574,0.015070557,2.452247401,-0.306245918,-0.153701595,-0.098403396,-0.196065879,3
0.121596014,0.13347896,-0.001545568,2.645812342,0.087238627,-0.169345606,-0.098403396,0.050692648,3
0.116811613,0.11589114,-0.010537436,2.206800829,-0.120166933,-0.162682416,-0.098403396,-0.072686616,3
0.103706514,0.122800641,-0.005623573,2.076029659,0.074403869,-0.144431071,-0.098403396,0.050692648,2
0.081656666,0.108981639,-0.006729775,1.450680789,-0.131531012,-0.113722457,-0.098403396,-0.113813037,1
0.071879846,0.103328411,-0.009017649,1.210748032,-0.199459013,-0.100106374,-0.098403396,-0.196065879,1
0.08540098,0.099559592,-0.00876915,1.38603068,-0.236978737,-0.118937128,-0.098403396,-0.196065879,2
0.097465991,0.090765681,-0.005200803,1.442120864,0.296849629,-0.135739954,-0.098403396,0.215198332,2
0.056694573,0.108353502,0.020117482,1.001408622,-0.157321478,-0.07895799,-0.098403396,-0.196065879,0
0.055862503,0.089823477,0.02738699,0.817969555,-0.155012572,-0.077799174,-0.098403396,-0.196065879,0
0.080824596,0.090451613,-0.004921522,1.191754343,0.057987319,-0.112563642,-0.098403396,0.050692648,2
0.090809433,0.097361114,-0.008925548,1.441263485,0.910850983,-0.126469429,-0.098403396,0.708715385,2
0.102666427,0.111494185,-0.01125612,1.865982419,-0.284888537,-0.142982551,-0.098403396,-0.196065879,3
0.084776927,0.112750457,-0.007149566,1.558198809,-0.235247057,-0.118068016,-0.098403396,-0.196065879,2
0.100378235,0.095790773,-0.001265294,1.567437086,0.072016007,-0.139795808,-0.098403396,0.050692648,2
0.097049956,0.107411298,-0.011346979,1.699308346,-0.269303421,-0.135160546,-0.098403396,-0.196065879,2
0.113067299,0.113441407,-0.009392556,2.090910809,-0.155802025,-0.157467746,-0.098403396,-0.097362468,2
0.070631741,0.133793029,0.002088069,1.540494965,-0.195995654,-0.098368151,-0.098403396,-0.196065879,0
0.08290477,0.11400673,0.006299632,1.540766741,-0.230052018,-0.115460681,-0.098403396,-0.196065879,2
0.103082462,0.097989251,0.010455339,1.646607553,2.653949945,-0.143561959,-0.098403396,1.819128755,3
0.097257974,0.091393818,-0.008758227,1.449001785,2.61721264,-0.13545025,-0.098403396,1.901381596,2
0.101418322,0.10521282,-0.008094158,1.739450071,-0.281425178,-0.141244328,-0.098403396,-0.196065879,2
0.087481154,0.067210564,-0.005153139,0.958470896,5.205582775,-0.121834167,-0.098403396,4.204461177,1
0.072087864,0.079145157,-0.007828779,0.930065177,0.009759943,-0.100396078,-0.098403396,0.009566226,0
0.083944858,0.084484317,-0.010291916,1.156104463,-0.232938151,-0.1169092,-0.098403396,-0.196065879,2
0.087689171,0.08919534,-0.004897441,1.275014188,-0.243328228,-0.12212387,-0.098403396,-0.196065879,2
0.078744422,0.079459225,-0.012046052,1.019978478,-0.218507488,-0.109666603,-0.098403396,-0.196065879,2
0.07562416,0.0945345,-0.009736829,1.165407425,-0.209849091,-0.105321044,-0.098403396,-0.196065879,1
0.066471393,0.092964159,-0.003976185,1.007342616,-0.184451124,-0.092574073,-0.098403396,-0.196065879,1
0.073335968,0.092336023,-0.007284118,1.103862747,-0.203499599,-0.102134302,-0.098403396,-0.196065879,1
0.08540098,0.099559592,-0.00814927,1.38603068,-0.236978737,-0.118937128,-0.098403396,-0.196065879,2
0.089353311,0.097675182,-0.010489772,1.422727626,-0.19593733,-0.124441502,-0.098403396,-0.154939457,2
0.088313224,0.085112453,-0.011090041,1.225309306,-0.090849951,-0.122992982,-0.098403396,-0.072686616,2
0.08540098,0.081029566,-0.007183577,1.128062732,0.061270629,-0.118937128,-0.098403396,0.050692648,1
0.084776927,0.088881272,-0.011102701,1.228329317,-0.235247057,-0.118068016,-0.098403396,-0.196065879,2
0.086025032,0.079145157,-0.010748448,1.109880119,0.562432967,-0.119806239,-0.098403396,0.461956859,2
0.075000108,0.081029566,-0.011545331,0.990677469,-0.208117411,-0.104451933,-0.098403396,-0.196065879,2
0.086441067,0.087310931,-0.010151903,1.230313023,-0.239864869,-0.120385647,-0.098403396,-0.196065879,2
0.090393398,0.093592296,-0.012434811,1.379125208,-0.250832173,-0.125890021,-0.098403396,-0.196065879,3
0.081864683,0.088253136,-0.011469863,1.177751359,-0.227165886,-0.114012161,-0.098403396,-0.196065879,2
0.061062939,0.071293451,-0.010814979,0.709666376,-0.169443234,-0.085041772,-0.098403396,-0.196065879,2
0.068967602,0.06972311,-0.006641647,0.783878516,-0.191377842,-0.09605052,-0.098403396,-0.196065879,3
0.050870085,0.081971771,-0.00358817,0.679756962,-0.141159135,-0.070846281,-0.098403396,-0.196065879,2
0.055030434,0.048994607,-0.008158951,0.43951945,-0.152703665,-0.076640359,-0.098403396,-0.196065879,2
0.063975183,0.091707886,-0.010602477,0.9564122,-0.177524406,-0.089097626,-0.098403396,-0.196065879,2
0.072919933,0.09641891,-0.010239784,1.146133911,-0.202345146,-0.101554894,-0.098403396,-0.196065879,3
0.074168038,0.093592296,-0.009392258,1.131576119,-0.205808505,-0.103293117,-0.098403396,-0.196065879,3
0.087273136,0.0945345,-0.003755739,1.344924179,-0.242173775,-0.121544463,-0.098403396,-0.196065879,3
0.089977363,0.082285839,0.035026143,1.206938802,0.745389198,-0.125310613,-0.098403396,0.585336122,3
0.064391218,0.027009831,0.009031128,0.28351458,13.76363986,-0.089677034,-0.098403396,15.10296276,1
0.054198364,0.019472194,-0.011222854,0.17203941,9.124285165,-0.075481543,-0.098403396,11.89510192,0
0.060384145,0.048994607,-0.010891244,0.482278709,0.098817664,-0.084096422,-0.098403396,0.115629102,1
