DEWP,PRES,TEMP,Is,Ir,Iws,pm2.5
-0.174882139,0.112699113,-0.197851752,0.011609116,-0.015693432,0.065989264,1
-0.174613989,0.140122601,-0.198221756,0.019588149,0.000636983,0.027962368,1
-0.174330933,0.161202945,-0.198391496,-0.02573108,0.006036306,0.002071461,1
-0.174046092,0.196553585,-0.199101143,-0.024184845,-0.005860409,0.015076552,1
-0.174002913,0.205390015,-0.199341529,-0.012644939,-0.011748647,0.023729546,2
-0.174102825,0.194594532,-0.199176904,-0.016410169,-0.017274781,0.036465042,1
-0.174046832,0.196297429,-0.199071054,-0.021537397,-0.005882785,-0.005384081,2
2.010044953,0.177879618,-0.172967851,-0.020874943,0.010851919,-0.016389385,2
5.422087951,0.084282069,-0.131198426,-0.040709796,0.01184347,0.026994966,2
-0.174881032,0.094366219,-0.197187678,-0.050812757,0.018123418,0.037704045,3
-0.174646947,0.127955028,-0.197886154,-0.027496831,-0.00158131,0.013163306,3
-0.174013185,0.211692301,-0.199543128,0.023385084,-0.021220789,0.00448056,0
-0.173641792,0.251452741,-0.200179398,0.016448298,-0.022742398,-0.025052451,0
-0.17361966,0.251217018,-0.200145819,-0.00056307,-0.024573934,-0.018152649,0
-0.174040675,0.199733867,-0.19920555,-0.016479465,-0.010856011,0.013588378,2
-0.17380952,0.229135256,-0.199767688,-0.00528399,-0.019346181,-0.008837113,2
-0.173582429,0.255745916,-0.200236251,-0.000795824,-0.025712406,-0.016687105,0
-0.173929834,0.210526884,-0.199355257,-0.020600202,-0.007080747,0.003115386,2
-0.174280691,0.176606616,-0.198869397,0.005734346,-0.00496743,0.031385186,1
-0.1744455,0.157567147,-0.198567447,-0.013454686,-0.020614771,0.045620751,2
-0.17499425,0.093729175,-0.197448742,-0.024346759,-0.013746917,0.08057306,2
-0.175315539,0.052374191,-0.196644047,-0.040811078,0.001691763,0.091404676,3
-0.17545568,0.040425663,-0.19647048,-0.020765418,-0.004433314,0.077032135,2
-0.174969182,0.089312892,-0.197174817,-0.029344288,0.011414703,0.046144519,2
-0.175626456,0.011929277,-0.195860229,-0.059650248,0.01529583,0.121618231,3
-0.176060344,-0.036687253,-0.195020407,-0.057545299,0.021511145,0.120683405,3
-0.175400541,0.038180089,-0.196224467,-0.034234677,0.021163963,0.038244545,3
-0.174935545,0.094772163,-0.197260341,-0.013545,0.01312462,0.023164688,1
1.326664844,0.085070512,-0.179393452,-0.033450052,0.014918151,0.039958434,2
2.691812512,0.089146437,-0.163451169,-0.022667043,0.004604959,0.018152151,2
3.7839605,0.089176187,-0.150511424,-0.021834273,0.026355034,0.018890801,1
-0.174890738,0.101091932,-0.197410842,-0.016388919,0.004938066,0.025348053,2
-0.174821269,0.106572561,-0.197461759,-0.028041563,0.004847005,0.005255927,3
-0.175787394,0.049196441,-0.155850067,-0.04252258,0.014789977,0.04832378,3
-0.174367887,0.171750027,-0.198855732,0.025041181,-0.015560506,0.022280326,0
-0.17389437,0.219829695,-0.199558756,0.010599627,-0.011335413,-0.028328294,1
-0.037360948,0.214449931,-0.197693799,-0.012429547,-0.000341902,-0.059673493,2
8.835575712,0.162360123,-0.092402036,0.001244775,-0.005039422,-0.093271544,1
-0.173710818,0.240308829,-0.199868749,0.03685508,0.017821843,-0.029734916,0
-0.174778338,0.117988523,-0.197811167,-0.012509972,-0.012148942,0.040165632,1
-0.175598852,0.019141879,-0.196044235,-0.044681389,0.00590004,0.10427762,3
-0.175235289,0.072433375,-0.197128016,0.008315451,-0.020002869,0.057560489,1
-0.174642415,0.132732097,-0.197990397,-0.000365531,-0.006796139,-0.012005152,1
10.87897829,0.003246905,0.177935709,-0.018238771,-0.00165239,0.021127737,2
-0.174751853,0.11863581,-0.197719695,0.005333181,0.01604572,0.01739005,1
-0.1746955,0.124326727,-0.197845197,-0.019718496,-0.008039563,0.019042132,1
-0.174617615,0.138783984,-0.198169456,0.004952053,-0.018202908,-0.003843782,1
-0.038459636,0.084854946,-0.195404818,-0.04306137,0.015918389,0.020415878,3
-0.179015933,-0.046904539,0.048832756,-0.066654013,0.02735719,0.113912442,3
-0.175842742,-0.00248379,-0.195711828,0.007342872,0.029592166,0.098012325,3
-0.175612424,0.025388138,-0.19621912,-0.005820167,-0.010496027,0.060283052,1
-0.175672396,0.0196865,-0.196143136,0.001351306,-0.002750393,0.057855921,3
-0.175211344,0.071684045,-0.196985934,0.009887567,-0.010507652,0.008165462,1
-0.177967224,0.08598456,0.046385779,0.002591196,-0.009854662,-0.002789765,1
-0.174724731,0.126547002,-0.197939794,0.006005866,-0.018925957,-0.010949263,0
-0.17523303,0.070375251,-0.197029364,-6.42E-05,-0.021481939,0.031956023,1
-0.174871042,0.109150179,-0.1976141,0.004960086,-0.0141718,-0.016354859,1
-0.174851433,0.110966851,-0.197621691,0.005947354,-0.014267414,-0.030907093,1
-0.180396899,0.078809675,0.24960724,-0.015547418,0.004013754,-0.031514939,3
-0.254003499,0.147028736,6.482923069,-0.023534002,0.000682956,-0.005590183,3
-0.175755214,0.011638502,-0.195987087,0.00812953,-0.012192743,0.028580818,2
-0.175184063,0.08508063,-0.197402852,0.06805048,0.005157713,0.044041191,0
-0.175104013,0.089977911,-0.197454822,0.024465393,-0.022443082,0.037162672,0
-0.175459948,0.042838109,-0.196506144,-0.000864003,-0.00959314,0.034673562,2
-0.176204002,-0.037719365,-0.195188508,-0.000337472,-0.022595601,0.061414069,2
-0.177313056,-0.008545154,-0.073686952,-0.017248311,0.001803634,0.020779885,2
-0.175056653,0.097784213,-0.197580699,0.033801874,-0.039435918,-0.019574821,0
-0.175498274,0.04238231,-0.196520602,0.018960831,-0.018165967,-0.003024214,2
-0.176367907,-0.06032858,-0.194641475,0.031137199,0.034000859,0.061196064,2
-0.176045551,-0.029543299,-0.195102828,-0.015488848,0.006310695,0.037351996,2
-0.175544576,0.037879314,-0.196482838,0.014353714,-0.024811766,0.024603753,1
-0.185477273,0.04930194,0.6561188,-0.00797133,0.022541556,0.021290599,1
-0.175842836,0.052645373,-0.156012652,0.013022734,0.009924156,0.029093381,1
-0.174689804,0.139790728,-0.198272748,0.091180551,0.029451359,0.006168395,0
-0.174861909,0.113110134,-0.197731316,0.01176457,-0.025739585,-0.025010357,1
-0.175243952,0.057330757,-0.19651818,-0.010398357,0.029915736,-0.00692172,3
-0.175534856,0.0247792,-0.195977519,-0.024082382,0.014968437,-0.005283037,3
-0.175349133,0.046223193,-0.196294244,0.005110172,0.036848965,-0.025824484,2
-0.17612649,-0.040523548,-0.194873862,-0.025810452,0.007171747,0.006685283,3
-0.178964989,-0.033678513,0.048618193,-0.017226316,0.012340741,-0.00712447,3
-0.175767655,0.004348294,-0.195674205,-0.001220669,-0.006905804,-0.030809422,2
-0.181203921,0.046038784,0.290763728,0.005906453,-0.007704775,-0.04133643,1
-0.234152615,0.122772132,4.795692293,-0.002215257,-0.00812655,-0.025321311,1
-0.175572407,0.033939062,-0.19635162,0.017687256,-0.026274307,-0.015035342,0
-0.176035123,-0.019848462,-0.195368304,0.022969351,-0.008381241,-0.009849914,2
-0.18319669,-0.01800247,0.413723958,0.018315839,0.032939039,0.001380992,2
-0.176202898,0.01276312,-0.1553616,-0.000386407,-0.00772231,0.051204738,0
-0.175880319,-0.000287605,-0.19582382,0.047885181,0.03182886,0.105369196,0
-0.175764427,0.015547894,-0.196022074,0.130121566,0.105208324,0.087302579,0
-0.175977023,-0.008395845,-0.195689476,0.048311553,0.002343189,0.047309259,0
-0.176159408,-0.024203551,-0.195438803,0.09365413,0.02393079,0.033433562,0
-0.176810426,-0.102468827,-0.194083914,0.019692409,-0.027660058,0.054500258,1
-0.177185968,-0.142145415,-0.193453523,0.025822279,-0.032223301,0.072127999,2
-0.176712227,-0.096181647,-0.194098629,0.00349346,-0.020387263,0.037630725,2
-0.182812806,-0.13868893,0.293966564,-0.017540231,0.006131803,0.050937979,2
-0.18394005,-0.156024119,0.375435301,-0.001273968,0.028755429,0.093710222,2
-0.176804058,-0.10186702,-0.194063235,0.035447689,-0.01177238,0.057766612,0
-0.177033015,-0.12939667,-0.193578333,0.02126579,-0.012001577,0.066414486,2
-0.176778264,-0.107086595,-0.193831045,-0.000202574,-0.005157286,0.034637088,2
-0.178013185,-0.079309419,-0.072608352,0.011826368,-0.008503588,0.056854306,2
-0.17660839,-0.083858851,-0.19432939,0.018457775,-0.002870313,0.070499605,1
-0.176192411,-0.036582033,-0.195072363,0.036860388,-0.00155383,-0.001384231,0
-0.176036519,-0.023568184,-0.195205252,0.011731813,-0.010716186,-0.037171285,1
-0.176123655,-0.032156217,-0.195079666,0.014683148,-0.013352884,-0.038757824,1
-0.183900701,-0.041180861,0.454679411,-0.001585975,-0.003405983,-0.026931578,2
-0.17660857,-0.090808182,-0.194001532,-0.001444445,-0.001584933,-0.029223523,3
-0.194041677,-0.041249896,1.307273777,0.018498702,0.022138785,-0.024597147,2
-0.191091502,-0.065247751,1.045699368,-0.017188608,0.012918313,0.005159435,1
-0.187970603,-0.121220641,0.74023495,-0.01587974,0.007870919,0.066100769,1
-0.177377911,-0.167064061,-0.192952766,0.01609263,-0.027097107,0.079414662,0
-0.177175537,-0.143186348,-0.193349644,0.02513836,-0.029881971,0.037150242,1
-0.177003672,-0.132045901,-0.193360487,0.008708575,-0.005754993,0.009568652,2
-0.177041844,-0.138597571,-0.193229627,-0.005308761,-0.004117497,0.019387208,3
-0.177885021,-0.17610066,-0.152066639,-0.001616438,-0.01159478,0.055829234,2
-0.177188093,-0.149516339,-0.193146295,0.015090348,-0.012853628,0.0476374,1
-0.176816445,-0.101544967,-0.19406135,0.032565929,-0.037203693,0.000329309,0
-0.176766845,-0.10234916,-0.193879423,0.026629526,-0.013828768,-0.036827236,2
-0.195792047,-0.050477012,1.446288724,0.005956332,-0.00963097,-0.049141626,2
-0.262124461,0.021679522,7.070840981,-0.004674495,-0.013003168,0.000608837,2
-0.177126279,-0.149280373,-0.19301776,-0.008213731,-0.001705229,0.019914226,2
-0.177474823,-0.130829483,-0.152772654,0.007227471,-0.01152536,0.008284421,1
-0.17747835,-0.079660557,-0.112967211,0.005785615,-0.005353208,-0.047743938,2
-0.178070286,-0.070766914,-0.055087316,-0.001370611,-0.000342961,-0.052637016,2
-0.176405437,-0.069145406,-0.194309235,0.001810612,-0.002399424,-0.063498722,2
-0.176363376,-0.062624606,-0.194452221,0.008467047,-0.00553112,-0.066110193,2
-0.176256353,-0.053759121,-0.194551124,0.000142956,0.003069532,-0.056556987,2
-0.176981982,-0.125911953,-0.193468073,0.03257323,-0.010774323,-0.046607488,2
-0.176559616,-0.086239984,-0.194029985,0.007329292,0.009021452,-0.043509269,3
-0.176820746,-0.108058633,-0.193771776,0.027878491,-0.019091064,-0.045932566,1
-0.183738436,-0.078738836,0.414808217,0.003318748,-1.11E-05,-0.038390698,1
-0.176704227,-0.104600414,-0.193679852,-0.005644506,0.00330353,-0.030298413,2
-0.178519712,-0.143384921,-0.071272479,-0.0012705,-0.001475029,-0.01394572,2
-0.184825149,-0.148381052,0.456609909,-0.004458383,0.012384811,0.005383606,2
-0.177312506,-0.173678731,-0.192494972,-0.010863316,0.007306651,0.011181945,2
-0.17808228,-0.204112925,-0.151421609,-0.011118594,0.001782316,0.020061401,2
-0.180440191,-0.198675101,0.051489982,-0.01306437,0.004646041,0.029655247,2
-0.184344365,-0.15316679,0.416147009,-0.027719882,0.013364094,0.03773321,1
-0.177210423,-0.163808547,-0.192651808,-0.018797801,0.009386377,0.02257768,1
-0.177297916,-0.171515721,-0.192540308,-0.010330577,0.004409921,0.005181982,2
-0.177310767,-0.166153186,-0.192734226,0.014112896,-0.011464739,-0.015524366,2
-0.177843113,-0.17425348,-0.151982275,0.000372919,-0.006599932,0.013791376,1
-0.178635647,-0.191481617,-0.094773345,-0.013277261,0.003791576,0.012768506,2
-0.17718416,-0.145655018,-0.193211354,0.031758986,-0.026748905,-0.014608913,1
-0.177114303,-0.14317898,-0.193162026,0.014342831,-0.014305565,-0.01144817,2
-0.177133394,-0.148569743,-0.193013395,0.003755944,-0.004351769,-0.018733483,3
-0.177243659,-0.161832368,-0.192774456,-8.42E-06,-0.001937964,-0.010919011,3
-0.179265078,-0.171258627,-0.030244272,0.000651588,-0.003142985,0.011530669,2
-0.177549745,-0.198931212,-0.192093382,-0.007946638,0.007101409,0.01557546,3
-0.177532378,-0.196533905,-0.192135605,-0.005387629,0.007134011,0.003474322,3
-0.177503772,-0.195040489,-0.192133999,-0.012630536,0.008566252,0.006311742,3
-0.194710616,-0.17604031,1.269054095,-0.022698743,0.011779781,0.029127967,2
-0.177765755,-0.218395054,-0.191836686,0.007152162,-0.008507007,0.031149309,0
-0.177873833,-0.230619838,-0.191612173,0.007758917,-0.00843259,0.01769325,1
-0.17838262,-0.23302306,-0.15098585,0.008407317,-0.008970178,0.017597002,2
-0.177898943,-0.224306406,-0.191910567,0.031903292,-0.029592864,0.033059255,1
-0.177861714,-0.216729127,-0.192107928,0.040606052,-0.039415582,0.034737149,0
-0.177426956,-0.180411798,-0.192478428,0.008463573,-0.009094462,0.003269801,1
-0.177461031,-0.179398932,-0.192570948,0.024211817,-0.022125003,-0.009813777,1
-0.189651241,-0.145008281,0.862488634,0.002193128,-0.000711003,-0.009598735,2
-0.213855519,-0.099125204,2.932186565,-0.011882168,0.007753108,0.006111477,2
-0.184865432,-0.156576205,0.456816718,-0.015709076,0.02259231,0.003953364,3
-0.177612348,-0.156474873,-0.152120211,-0.020604408,0.013426627,-0.011161319,2
-0.181812865,-0.137284172,0.212907726,-0.006767893,0.008496389,-0.038233476,2
-0.177063833,-0.147145473,-0.192876887,-0.008561779,0.00858299,-0.046842253,2
-0.181501218,-0.158943543,0.17269383,-0.02065114,0.015652598,-0.01834317,3
-0.178893162,-0.189879747,-0.070381756,-0.013743951,0.013431435,-0.013922505,3
-0.177903022,-0.184904167,-0.151673731,-0.00170141,0.005347021,-0.02718895,2
-0.177937723,-0.188940417,-0.151602886,0.000134746,0.01084343,-0.027069567,3
-0.191581576,-0.148987902,1.025039029,-0.001054304,0.022440076,-0.018809768,3
-0.184126213,-0.177645745,0.375928112,-0.001255597,0.004850743,0.004095201,1
-0.177362003,-0.178641714,-0.192368234,0.000470424,0.007124673,-0.024945162,1
-0.177345577,-0.177354179,-0.192375321,-0.002197057,0.008515995,-0.046086288,3
-0.177411163,-0.182794575,-0.192306552,0.007127993,0.007378982,-0.051545771,3
-0.177310442,-0.169929384,-0.192526117,0.01930008,0.004733023,-0.064836841,2
-0.177328976,-0.17284288,-0.192476424,0.013623157,0.008022982,-0.062616246,3
-0.177387488,-0.18196369,-0.192296446,-0.002042146,0.009383067,-0.053205942,3
-0.177656136,-0.210476736,-0.191843317,0.005394928,0.011230165,-0.027156796,3
-0.17794145,-0.24319176,-0.19128084,0.008676828,0.024927201,0.009102516,3
-0.181001236,-0.264409811,0.052696743,-0.013737463,0.021328955,0.025452944,3
-0.179293968,-0.237197874,-0.069541647,-0.024416871,0.019084122,0.014580751,3
-0.180669585,-0.224351657,0.051963619,-0.005594467,0.008904204,0.011146106,2
-0.178155603,-0.155356716,-0.111648037,0.011110016,-0.004369591,-0.029974069,1
-0.177152881,-0.150512586,-0.192961447,0.008582076,-0.007352985,-0.02140326,1
-0.177472371,-0.190951043,-0.192216971,-0.010769925,0.006993159,0.011975859,2
-0.18218746,-0.180834362,0.213650749,-0.014857424,0.016649385,0.006609014,2
-0.177149645,-0.145803455,-0.193102333,0.038970883,0.002501785,-0.010364882,0
-0.176611116,-0.086783562,-0.194054357,0.045289223,0.0108272,-0.05354062,0
-0.179790136,-0.124119447,0.050240236,0.005179904,0.003367795,-0.040541256,2
-0.187880382,-0.165702393,0.700497252,-0.007009532,0.004541541,0.000274176,2
-0.17751226,-0.197210016,-0.192063031,-0.015516454,0.011637597,-0.012359941,3
-0.177346172,-0.173946456,-0.192531559,0.003026306,0.000548737,-0.019062285,2
-0.18020579,-0.174962514,0.051177189,-0.007960692,0.018336263,-0.010746111,2
-0.177632314,-0.210013356,-0.191851231,-0.012325895,0.006726784,0.012171362,2
-0.178864687,-0.220472566,-0.094182905,-0.016133911,0.014954969,0.002804396,2
-0.177460649,-0.180252821,-0.192524458,0.029426776,-0.010945765,-0.016874853,0
-0.177256193,-0.162824443,-0.192720973,0.016138978,0.007783862,-0.028093588,2
-0.20044166,-0.111506761,1.795721553,0.006134708,0.022303599,-0.045988457,3
-0.201253796,-0.093337451,1.876594321,0.000913018,0.002474749,-0.054093709,2
-0.176900032,-0.126957123,-0.193220122,0.00469392,0.006180487,-0.080131668,2
-0.227786933,-0.032688683,4.148935731,0.00362648,-0.000926505,-0.03567176,1
-0.179089976,-0.099240038,0.009211891,0.006915679,-0.001760427,-0.048045668,0
-0.176734127,-0.107984419,-0.193579256,0.00087352,0.002774493,-0.061451019,2
-0.176775245,-0.112796441,-0.193492251,0.002743759,0.008605873,-0.064210238,2
-0.176641505,-0.097256528,-0.193776687,-7.03E-05,0.000719876,-0.062855458,2
-0.176751282,-0.106501842,-0.193663567,0.011453835,-0.005966451,-0.064395817,1
-0.176814369,-0.112112332,-0.193605005,0.01682016,-0.005740971,-0.045936124,1
-0.176962168,-0.130648778,-0.193261775,0.007577966,-0.002808143,-0.032964293,1
-0.177190162,-0.158282839,-0.192761337,-0.001352585,0.003622551,-0.023366376,2
-0.177648108,-0.156430884,-0.152174441,-0.00468034,0.004195852,-0.027150927,2
-0.178384447,-0.131783584,-0.071374653,-0.006611941,0.006017479,-0.038361854,2
-0.1795939,-0.104038029,0.049944654,0.00114236,0.006136984,-0.057974929,1
-0.176702963,-0.103861436,-0.193655707,0.003121184,0.00082484,-0.071506494,2
-0.184344981,-0.095023825,0.45574852,-0.003289352,0.004486231,-0.058620752,2
-0.176766749,-0.110710566,-0.193572906,-0.00096868,-5.85E-05,-0.045797303,2
-0.176916553,-0.129164675,-0.193221588,-0.004673137,0.005918939,-0.044026759,2
-0.177011861,-0.139981839,-0.193038735,-0.007374178,0.005395685,-0.043355277,3
-0.176764619,-0.110696653,-0.19355859,-0.000154918,0.001387946,-0.060555471,2
-0.176531955,-0.0827016,-0.194091673,0.003350685,-0.003897381,-0.051539273,2
-0.176726477,-0.107162856,-0.193643484,-0.005962005,0.007847405,-0.031135083,3
-0.17696284,-0.128434471,-0.193392055,0.007602069,-0.004332605,-0.000647019,2
-0.176686136,-0.103195048,-0.193729616,-0.012308773,0.006810022,0.000377228,2
-0.176920613,-0.124542645,-0.193419393,0.005438204,-0.007282869,-0.029946071,2
-0.176906684,-0.123985677,-0.193398007,0.00456864,-0.003749436,-0.044853968,3
-0.176808208,-0.113551298,-0.193565072,0.003317901,-0.000752167,-0.054635358,3
-0.176943478,-0.131946241,-0.193202621,-0.00586039,0.014538366,-0.048795653,3
-0.185973574,-0.115648391,0.577913089,0.018764163,0.042824657,-0.033202393,3
-0.353895989,0.197944143,14.90284825,0.027155817,-0.025107482,0.010928656,1
-0.316480515,0.163997936,11.73692418,0.01042296,-0.032480714,-0.004804625,0
-0.180081396,-0.073138295,0.113463867,-0.008414305,0.003517604,-0.031828057,1
-0.184581391,-0.069722225,0.49590592,-0.016610864,0.011564558,-0.022893755,2
-0.267765866,0.093331797,7.597408785,0.01306703,0.001404895,-0.012319889,0
-0.176249612,-0.032079489,-0.195357218,0.069399648,-0.024446426,-0.004841229,1
-0.175932481,-0.023319575,-0.195012211,-0.027199779,0.016788182,-0.052703824,3
-0.17662489,-0.04371121,-0.154108326,-0.01659413,0.009517536,-0.059187863,3
-0.193045022,-0.038347843,1.226032256,0.012173762,0.015050267,-0.015574219,0
-0.176086729,-0.024142047,-0.195216874,0.092975311,0.059209284,-0.000766349,0
-0.175965311,-0.01875227,-0.195234653,-0.000343399,-0.006816419,-0.03385388,0
-0.176252789,-0.054043789,-0.194579092,-0.010988578,0.002141797,-0.022463562,2
-0.176345164,-0.067841722,-0.194304416,-0.026382253,0.015044207,-0.026255332,3
-0.176206381,-0.052823714,-0.194562349,-0.030240151,0.018429949,-0.041271424,3
-0.176207797,-0.053299284,-0.19455606,-0.032298966,0.019141041,-0.033278466,3
-0.176403952,-0.076653486,-0.194156631,-0.040700382,0.022588575,-0.000994519,3
-0.186895863,-0.061418302,0.698719381,-0.042505934,0.024034847,-0.00495717,3
-0.184514407,-0.001952432,0.53522097,0.003278311,-0.002446177,-0.028875607,0
-0.175498876,0.03044494,-0.196023779,-0.008944389,0.001402141,-0.053141637,1
-0.175960823,-0.022266749,-0.195122152,-0.01594294,0.005412734,-0.027669755,2
-0.175761094,0.011224393,-0.195886211,0.031094951,-0.006887731,-0.022912792,0
-0.175951523,-0.010883229,-0.195505104,0.035126133,0.00880436,0.005874442,1
-0.175734937,0.004659561,-0.195617148,-0.006745513,0.007342185,-0.021844257,2
-0.174889678,0.105658725,-0.197437067,0.030550565,0.010730391,-0.0582458,1
-0.201224781,0.127062723,2.035107018,-0.009258623,-0.00166918,-0.06221018,1
-0.17510169,0.071561051,-0.196655891,-0.01738931,0.00883598,-0.079245811,1
-0.175095321,0.072826922,-0.196686133,-0.01562485,0.007621551,-0.083107602,2
-0.175448107,0.032215095,-0.195989431,-0.022536878,0.011685097,-0.058401832,2
-0.175644468,0.009834649,-0.195607681,-0.025577433,0.013803484,-0.049857121,3
-0.180606483,-0.004865781,0.210612228,-0.027302885,0.015585048,-0.045831638,3
-0.218753385,0.112915467,3.496827988,-0.003209898,0.005013738,-0.047308822,2
-0.174637447,0.13978192,-0.198128857,0.053188671,0.002785092,-0.061570286,0
-0.173939437,0.216001262,-0.199429598,0.020748922,-0.026909352,-0.102279218,0
-0.174512321,0.141889488,-0.197997885,-0.013309336,-0.001204135,-0.064666322,2
-0.174932184,0.097827584,-0.19727374,-0.000375358,-0.007207175,-0.065474744,2
-0.175081543,0.083439152,-0.19705679,0.009044542,-0.012815837,-0.067245463,1
-0.175101664,0.080464946,-0.196995145,0.00619331,-0.01153871,-0.063968579,1
-0.175226328,0.065132576,-0.196722264,0.001261139,-0.004852717,-0.046094837,1
-0.174891497,0.097852067,-0.197205609,-0.011982792,0.009693615,-0.043143527,1
-0.17540179,0.045003139,-0.196395341,-0.008168995,-0.007641124,-0.028279184,2
-0.175360437,0.050624871,-0.196504411,-0.001638281,-0.007358597,-0.024224285,1
-0.175505292,0.032062173,-0.196151142,-0.010954791,-0.001998208,-0.016860556,2
-0.175677864,0.006532147,-0.195647403,-0.038973684,0.015803781,0.005195343,3
-0.1755842,0.026595616,-0.196115666,0.01530159,0.01292768,0.011363957,1
-0.174988746,0.099170575,-0.197457581,0.040203715,0.004631571,-0.009614609,0
-0.174971524,0.089857245,-0.197165761,-0.027050099,-7.60E-05,0.015467623,1
-0.175294821,0.051146725,-0.196470677,-0.036237549,0.009722066,0.033273896,2
-0.175754341,0.001919456,-0.195650422,-0.011770046,0.026365351,0.070309641,0
-0.175048424,0.082077979,-0.197027435,0.011243158,0.047704383,0.054561134,1
-0.174533704,0.149455256,-0.198305263,0.054574986,0.029895084,-0.004269624,0
-0.173998096,0.202724429,-0.199009711,0.068464665,0.075002636,-0.057117546,0
-0.174218719,0.17576017,-0.198507504,0.074280283,0.101185002,-0.028154089,1
-0.174660149,0.121261513,-0.197510158,0.067048195,0.136157954,0.026773552,2
-0.174860628,0.098546018,-0.197250203,-0.024556174,0.038369169,0.000950076,3
-0.175168475,0.062038068,-0.196616757,-0.050112253,0.023582123,0.005557059,3
-0.17554302,0.020712113,-0.19594008,-0.051402663,0.02275865,0.039756638,3
-0.175741643,-0.00068477,-0.195596741,-0.050062546,0.019030505,0.065221121,3
-0.175470364,0.039161473,-0.196408945,0.003942855,0.019149746,0.064797293,2
-0.174867306,0.104745147,-0.19750823,-0.02183774,-0.00715019,0.029348536,1
-0.175007992,0.086273591,-0.197160352,-0.033886468,0.00324035,0.026533911,3
-0.174710961,0.127464697,-0.197962947,0.01042141,-0.001904949,0.013113264,1
-0.174483764,0.148039749,-0.19824792,-0.018804827,-0.007949892,0.007054329,1
-0.174976867,0.089411824,-0.197234224,-0.03806865,0.00228499,0.065750292,2
-0.174644247,0.14069371,-0.198323121,0.032704011,-0.002300539,0.04981253,0
-0.174655174,0.126993049,-0.197904904,-0.033845272,-0.001476088,0.039340163,3
-0.174932581,0.088962071,-0.197093659,-0.04842067,0.017660095,0.031205441,3
-0.17502138,0.076228778,-0.196822724,-0.056273403,0.025821035,0.031509368,3
-0.175375501,0.035844084,-0.196142846,-0.063354411,0.028267564,0.06153522,3
-0.174992298,0.094755272,-0.19740253,0.009504569,0.011533463,0.052627373,2
-0.174617779,0.13176377,-0.197979607,-0.02848527,-0.004891912,0.039014751,1
-0.175309382,0.050574125,-0.196568633,-0.047353625,0.008844026,0.09765398,3
-0.175059622,0.086225112,-0.197221161,-0.000762195,-0.00152371,0.027085312,2
-0.174209228,0.189986068,-0.19907832,0.07338198,0.02927908,-0.010207685,0
-0.17509157,0.086555316,-0.197368124,-0.007250151,-0.021520115,0.0722951,1
-0.175241488,0.06548838,-0.196913451,-0.017905645,-0.012227871,0.072635416,1
-0.17542491,0.036565075,-0.196312937,-0.052067756,0.011156053,0.10136675,3
-0.17545334,0.03930193,-0.196443475,-0.009909814,0.025405066,0.124872547,2
-0.174609565,0.13496978,-0.198081126,-0.01221303,0.00431574,0.061558275,1
-0.174880224,0.099005151,-0.197373776,-0.03948111,0.007808111,0.06408397,2
-0.173940096,0.214958701,-0.19951859,0.012447141,-0.001354477,0.02081773,0
-0.173516975,0.261689822,-0.20030291,0.011252619,-0.000799437,-9.17E-05,0
