TEMP,DEWP,Is,Ir,Iws
-0.081971844,-0.000156609,-0.178119178,-0.193523709,-0.051474495
-0.081657775,-0.00994809,-0.178119178,-0.193523709,-0.040241553
-0.076004547,-0.009458044,-0.178119178,-0.152930529,-0.026512402
-0.090137618,0.015785269,-0.178119178,-0.193523709,-0.110759465
-0.109295779,0.004612524,-0.178119178,-0.193523709,-0.095782209
-0.11275053,-0.007249859,-0.041601168,-0.193523709,-0.060419245
-0.119345963,-0.005781708,8.832069444,-0.193523709,-0.043569832
-0.119660031,0.043933854,-0.178119178,-0.193523709,-0.098902471
-0.088567276,-0.007352883,-0.178119178,-0.193523709,-0.077684692
-0.077574888,-0.011513307,-0.178119178,-0.193523709,-0.048146216
-0.05244943,0.001505426,-0.178119178,-0.193523709,-0.080596936
-0.072549797,-0.001253378,-0.178119178,-0.193523709,-0.057923036
-0.092336095,-0.008026386,10.87983959,0.050035372,-0.026928437
-0.082285912,0.022218174,-0.178119178,-0.193523709,-0.057923036
-0.090451686,-0.011778438,-0.178119178,-0.193523709,-0.063123472
-0.071607592,-0.004643233,-0.178119178,-0.193523709,-0.073316326
-0.089823549,-0.011302791,-0.041601168,-0.193523709,-0.025680333
-0.061243341,-0.012380693,-0.178119178,0.050035372,-0.000302205
-0.041799662,0.039416378,-0.178119178,-0.193523709,-0.04600931
-0.038002292,-0.002923356,-0.178119178,-0.193523709,-0.049394321
-0.028675831,0.007878632,-0.178119178,-0.193523709,-0.04875218
-0.036746019,0.002987727,-0.178119178,-0.193523709,-0.047938199
-0.043341452,-0.002270707,-0.178119178,0.050035372,-0.041905693
-0.061243341,-0.005987756,-0.178119178,-0.193523709,-0.064163559
-0.045225861,-0.008539022,-0.178119178,-0.193523709,-0.062915454
-0.049936884,-0.004365441,-0.178119178,-0.193523709,-0.05189053
-0.044911793,-0.005563,-0.178119178,-0.193523709,-0.045025954
-0.037374155,-0.007428103,-0.178119178,0.253001273,-0.010287042
-0.038226626,-0.00904946,-0.178119178,6.486953957,0.021420759
-0.006281401,0.001257507,-0.178119178,-0.193523709,-0.035318474
-0.030835826,0.059176366,-0.178119178,-0.193523709,-0.092075717
-0.044911793,0.008813909,-0.178119178,-0.193523709,-0.085381338
-0.034547541,-0.001114109,-0.178119178,-0.193523709,-0.046274059
0.010050147,-0.009903405,-0.178119178,-0.193523709,-0.03316896
-0.011934629,-0.007949677,-0.178119178,-0.071744169,-0.00071824
-0.015075311,-0.004023104,-0.178119178,-0.193523709,-0.070612099
-0.004396991,0.001405133,-0.178119178,-0.193523709,-0.038785431
0.015703375,0.051051681,-0.178119178,-0.193523709,-0.004878589
-0.01005022,-0.002745361,-0.178119178,-0.193523709,0.001985987
-0.014447175,-0.003678781,-0.178119178,-0.193523709,-0.051266478
-0.04711027,0.015172091,-0.178119178,0.658933076,-0.00799885
-0.040828906,0.021594818,-0.178119178,-0.152930529,-0.040241553
-0.046168066,0.089876013,-0.178119178,-0.193523709,-0.092661948
-0.040200769,-0.009059603,-0.178119178,-0.193523709,-0.057923036
-0.048366543,0.016520089,-0.178119178,-0.193523709,-0.005710659
-0.02952245,-0.004413105,-0.178119178,-0.193523709,0.004482196
-0.02952245,0.028989941,-0.178119178,-0.193523709,0.007602458
0.007851669,-0.012277917,-0.178119178,-0.193523709,0.022995748
0.012876761,-0.00438828,-0.178119178,0.050035372,0.030484376
0.010364215,-0.00975942,-0.178119178,-0.193523709,0.010722719
-0.003454787,-0.005421746,-0.178119178,0.293594454,0.001777969
-0.022927017,-0.006239978,-0.178119178,4.799437463,0.017379277
0.005339124,-0.007761006,-0.178119178,-0.193523709,-0.029424647
0.032348991,0.007503149,-0.178119178,-0.193523709,-0.002590397
0.010050147,0.03536699,-0.178119178,0.415373995,0.023411783
-0.027323972,0.000541471,-0.178119178,-0.152930529,-0.036497239
-0.028580245,0.068572429,-0.178119178,-0.193523709,-0.062707437
-0.015075311,0.175889466,-0.178119178,-0.193523709,-0.057090966
0.011620488,0.039846415,-0.178119178,-0.193523709,-0.04294578
0.044283584,0.084063982,-0.178119178,-0.193523709,-0.037745344
0.062813609,-0.00399257,-0.178119178,-0.193523709,-0.00966299
0.08574059,-0.002414195,-0.178119178,-0.193523709,-0.007374798
0.054019699,-0.011446776,-0.178119178,-0.193523709,0.006978405
0.054019699,-0.006841736,-0.178119178,0.293594454,0.04878991
0.047738334,0.025185508,-0.178119178,0.374780814,0.039221108
0.061243268,0.018177407,-0.178119178,-0.193523709,-0.00799885
0.069094974,0.00891594,-0.178119178,-0.193523709,0.002818056
0.053077494,-0.003777585,-0.178119178,-0.193523709,0.023203765
0.03611781,0.005713762,-0.178119178,-0.071744169,-0.005918676
0.032663059,0.015571526,-0.178119178,-0.193523709,-0.011535147
0.041142902,0.021633297,-0.178119178,-0.193523709,0.000737882
0.037060015,-0.005995203,-0.178119178,-0.193523709,0.020499539
0.04679613,-0.006208698,-0.178119178,-0.193523709,0.021331608
0.04145697,-0.008537285,-0.178119178,0.455967175,0.037140934
0.067524633,-0.009115956,-0.178119178,-0.193523709,0.051910172
0.04679613,0.023532907,-0.178119178,1.308423961,0.052534224
0.028094794,-0.005178731,-0.178119178,1.046413434,0.057242983
0.038002219,-0.002580026,-0.178119178,0.740119436,0.041925335
0.087310931,-0.005998431,-0.178119178,-0.193523709,0.009474614
0.097361114,-0.005910302,-0.178119178,-0.193523709,0.015091085
0.081971771,-0.002601624,-0.178119178,-0.193523709,0.045045596
0.074748202,-0.009672781,-0.178119178,-0.193523709,0.048165858
0.087939067,-0.00966012,-0.178119178,-0.152930529,0.040469213
0.082285839,0.000274105,-0.178119178,-0.193523709,0.027364114
0.093278227,-0.009280794,-0.178119178,-0.193523709,0.010514702
0.095476705,-0.001013072,-0.178119178,-0.193523709,0.045669649
0.068433778,-0.011649792,-0.178119178,1.447295366,0.061435181
0.049936812,-0.011789858,-0.178119178,7.072655558,0.071463811
0.077574816,-0.010416041,-0.178119178,-0.193523709,0.055862503
0.080715498,-0.008517425,-0.178119178,-0.152930529,0.046293701
0.070351247,-0.009680725,-0.178119178,-0.112337349,0.057110608
0.061916271,-0.011017587,-0.178119178,-0.054347091,0.061597841
0.067300298,-0.011524585,-0.178119178,-0.193523709,0.06207331
0.06972311,-0.00929544,-0.178119178,-0.193523709,0.055862503
0.05025088,-0.007577053,-0.178119178,-0.193523709,0.05690259
0.117461481,0.003436315,-0.178119178,-0.193523709,0.05856673
0.06972311,0.002657803,-0.178119178,-0.193523709,0.060646904
0.10391168,-0.005668719,-0.178119178,-0.193523709,0.05137527
0.065012087,-0.006672926,-0.178119178,0.415373995,0.063767166
0.066896496,-0.01014669,-0.178119178,-0.193523709,0.067927515
0.090451613,-0.009925747,-0.178119178,-0.071744169,0.072087864
0.082285839,9.61E-05,-0.178119178,0.455967175,0.079160456
0.086682795,-0.00855069,-0.178119178,-0.193523709,0.081032613
0.106783161,-0.012267739,-0.178119178,-0.152930529,0.08456891
0.096732978,-0.010591554,-0.178119178,0.050035372,0.084152875
0.054333767,-0.011968101,-0.178119178,0.415373995,0.077912352
0.070037178,-0.01076955,-0.178119178,-0.193523709,0.075832177
0.089823477,-0.010836081,-0.178119178,-0.193523709,0.081032613
0.116148105,-0.007963285,-0.178119178,-0.193523709,0.070177885
0.099245524,-0.010558537,-0.178119178,-0.152930529,0.06751148
0.099496778,-0.012881562,-0.178119178,-0.096100077,0.086607481
0.120602163,-0.005973003,-0.178119178,-0.193523709,0.044243243
0.102386206,-0.008348863,-0.178119178,-0.193523709,0.055862503
0.101129933,-0.008859761,-0.178119178,-0.193523709,0.069175619
0.103014342,-0.009193658,-0.178119178,-0.193523709,0.073543986
0.09987366,-0.007649294,-0.178119178,-0.031150988,0.068759584
0.104898752,-0.006564937,-0.178119178,-0.193523709,0.08540098
0.111180116,-0.005909557,-0.178119178,-0.193523709,0.088313224
0.103642479,-0.009536243,-0.178119178,-0.193523709,0.090809433
0.08574059,-0.010979073,-0.178119178,1.26783078,0.096425904
0.1212303,-0.007384659,-0.178119178,-0.193523709,0.075208125
0.135677438,-0.008795216,-0.178119178,-0.193523709,0.086233049
0.139132188,-0.008638074,-0.178119178,-0.152930529,0.086233049
0.149810508,-0.00527503,-0.178119178,-0.193523709,0.052118189
0.153579327,-0.005987259,-0.178119178,-0.193523709,0.039013091
0.111808253,-0.008572288,-0.178119178,-0.193523709,0.071255794
0.131280483,-0.008825999,-0.178119178,-0.193523709,0.063767166
0.097989251,-0.006807478,-0.178119178,0.861898977,0.081864683
0.069094974,-0.006603913,-0.178119178,2.932151171,0.089561328
0.078202952,-0.000421243,-0.178119178,0.455967175,0.09268159
0.078202952,-0.012655506,-0.178119178,-0.152930529,0.09268159
0.090137545,-0.009503474,-0.178119178,0.212408094,0.094969782
0.095790773,-0.011968101,-0.178119178,-0.193523709,0.09913013
0.087310931,-0.011445535,-0.178119178,0.171814913,0.099754183
0.107411298,-0.008981652,-0.178119178,-0.071744169,0.103498497
0.11589114,-0.008825751,-0.178119178,-0.152930529,0.101418322
0.118717754,-0.003389074,-0.178119178,-0.152930529,0.103498497
0.096104841,0.006923981,-0.178119178,1.024271699,0.101834357
0.101444001,-0.005221904,-0.178119178,0.374780814,0.089769346
0.109609775,-0.005900372,-0.178119178,-0.193523709,0.098714096
0.118717754,-0.008537533,-0.178119178,-0.193523709,0.107866863
0.130652346,-0.003788756,-0.178119178,-0.193523709,0.107866863
0.133164892,0.000774081,-0.178119178,-0.193523709,0.105786689
0.132222688,5.12E-05,-0.178119178,-0.193523709,0.107242811
0.125941323,-0.00848267,-0.178119178,-0.193523709,0.112235229
0.13536337,-0.000181682,-0.178119178,-0.193523709,0.109322985
0.136305574,0.015070557,-0.178119178,-0.193523709,0.110363072
0.13347896,-0.001545568,-0.178119178,0.050035372,0.121596014
0.11589114,-0.010537436,-0.178119178,-0.071744169,0.116811613
0.122800641,-0.005623573,-0.178119178,0.050035372,0.103706514
0.108981639,-0.006729775,-0.178119178,-0.112337349,0.081656666
0.103328411,-0.009017649,-0.178119178,-0.193523709,0.071879846
0.099559592,-0.00876915,-0.178119178,-0.193523709,0.08540098
0.090765681,-0.005200803,-0.178119178,0.212408094,0.097465991
0.108353502,0.020117482,-0.178119178,-0.193523709,0.056694573
0.089823477,0.02738699,-0.178119178,-0.193523709,0.055862503
0.090451613,-0.004921522,-0.178119178,0.050035372,0.080824596
0.097361114,-0.008925548,-0.178119178,0.699526257,0.090809433
0.111494185,-0.01125612,-0.178119178,-0.193523709,0.102666427
0.112750457,-0.007149566,-0.178119178,-0.193523709,0.084776927
0.095790773,-0.001265294,-0.178119178,0.050035372,0.100378235
0.107411298,-0.011346979,-0.178119178,-0.193523709,0.097049956
0.113441407,-0.009392556,-0.178119178,-0.096100077,0.113067299
0.133793029,0.002088069,-0.178119178,-0.193523709,0.070631741
0.11400673,0.006299632,-0.178119178,-0.193523709,0.08290477
0.097989251,0.010455339,-0.178119178,1.795542124,0.103082462
0.091393818,-0.008758227,-0.178119178,1.876728484,0.097257974
0.10521282,-0.008094158,-0.178119178,-0.193523709,0.101418322
0.067210564,-0.005153139,-0.178119178,4.149946579,0.087481154
0.079145157,-0.007828779,-0.178119178,0.009442192,0.072087864
0.084484317,-0.010291916,-0.178119178,-0.193523709,0.083944858
0.08919534,-0.004897441,-0.178119178,-0.193523709,0.087689171
0.079459225,-0.012046052,-0.178119178,-0.193523709,0.078744422
0.0945345,-0.009736829,-0.178119178,-0.193523709,0.07562416
0.092964159,-0.003976185,-0.178119178,-0.193523709,0.066471393
0.092336023,-0.007284118,-0.178119178,-0.193523709,0.073335968
0.099559592,-0.00814927,-0.178119178,-0.193523709,0.08540098
0.097675182,-0.010489772,-0.178119178,-0.152930529,0.089353311
0.085112453,-0.011090041,-0.178119178,-0.071744169,0.088313224
0.081029566,-0.007183577,-0.178119178,0.050035372,0.08540098
0.088881272,-0.011102701,-0.178119178,-0.193523709,0.084776927
0.079145157,-0.010748448,-0.178119178,0.455967175,0.086025032
0.081029566,-0.011545331,-0.178119178,-0.193523709,0.075000108
0.087310931,-0.010151903,-0.178119178,-0.193523709,0.086441067
0.093592296,-0.012434811,-0.178119178,-0.193523709,0.090393398
0.088253136,-0.011469863,-0.178119178,-0.193523709,0.081864683
0.071293451,-0.010814979,-0.178119178,-0.193523709,0.061062939
0.06972311,-0.006641647,-0.178119178,-0.193523709,0.068967602
0.081971771,-0.00358817,-0.178119178,-0.193523709,0.050870085
0.048994607,-0.008158951,-0.178119178,-0.193523709,0.055030434
0.091707886,-0.010602477,-0.178119178,-0.193523709,0.063975183
0.09641891,-0.010239784,-0.178119178,-0.193523709,0.072919933
0.093592296,-0.009392258,-0.178119178,-0.193523709,0.074168038
0.0945345,-0.003755739,-0.178119178,-0.193523709,0.087273136
0.082285839,0.035026143,-0.178119178,0.577746716,0.089977363
0.027009831,0.009031128,-0.178119178,14.90713935,0.064391218
0.019472194,-0.011222854,-0.178119178,11.74087129,0.054198364
0.048994607,-0.010891244,-0.178119178,0.114129868,0.060384145
0.038944424,-0.009291468,-0.178119178,0.496560355,0.066055358
0.015829002,0.011010625,-0.178119178,7.600366902,0.057651453
0.07160752,0.027644177,-0.178119178,-0.193523709,-0.029216629
0.013818966,-0.013479944,-0.178119178,-0.193523709,0.055654486
0.038944424,-0.013011745,-0.178119178,-0.152930529,0.0593988
0.037060015,0.014701657,-0.178119178,1.2272376,0.047541806
0.03957256,0.104255157,-0.178119178,-0.193523709,0.002610039
0.022926944,-0.01104759,-0.178119178,-0.193523709,0.02528394
0.031092718,-0.011523982,-0.178119178,-0.193523709,0.042757405
0.033919332,-0.012146593,-0.178119178,-0.193523709,0.057110608
0.031720855,-0.012635149,-0.178119178,-0.193523709,0.057526643
0.027009831,-0.012612062,-0.178119178,-0.193523709,0.055030434
0.021356603,-0.012869497,-0.178119178,-0.193523709,0.053990346
0.020728467,-0.01270168,-0.178119178,0.699526257,0.060646904
0.01664558,-0.00424504,-0.178119178,0.537153535,0.02528394
-0.006509814,-0.011160566,-0.178119178,-0.193523709,0.021161412
0.011620488,-0.011503625,-0.178119178,-0.193523709,0.033604637
0.02010033,0.013155804,-0.178119178,-0.193523709,-0.009246955
0.018529989,0.030134871,-0.178119178,-0.193523709,-0.009454972
-0.003454787,-0.002251095,-0.178119178,-0.193523709,0.016547207
-0.029208381,0.025223242,-0.178119178,-0.193523709,-0.023600158
-0.039886701,-0.01055953,-0.178119178,2.039101206,0.007602458
-0.028580245,-0.013045507,-0.178119178,-0.193523709,0.02445187
-0.025753631,-0.013045755,-0.178119178,-0.193523709,0.024035835
-0.015389379,-0.013067104,-0.178119178,-0.193523709,0.032356533
-0.006281401,-0.013090688,-0.178119178,-0.193523709,0.038389038
0.004396919,-0.012702177,-0.178119178,0.212408094,0.047541806
-0.023241085,-0.000104228,-0.178119178,3.500455695,0.023203765
-0.032034995,0.035831218,-0.178119178,-0.193523709,-0.05105846
-0.067524705,-0.009637033,-0.178119178,-0.193523709,-0.064371576
-0.067524705,-0.012325581,-0.178119178,-0.193523709,-0.024224211
-0.031092791,-0.009849038,-0.178119178,-0.193523709,-0.012783251
-0.014761243,-0.008482918,-0.178119178,-0.193523709,-0.011743164
-0.016645652,-0.009248521,-0.178119178,-0.193523709,-0.010079025
-0.019472266,-0.006003644,-0.178119178,-0.193523709,-0.00799885
-0.054857287,-0.002937589,-0.178119178,-0.193523709,-0.009801668
-0.017169099,-0.012708714,-0.178119178,-0.193523709,-0.007582815
-0.020100403,-0.007660465,-0.178119178,-0.193523709,-0.013407304
-0.018530062,-0.009748249,-0.178119178,-0.193523709,-0.003214449
-0.02952245,-0.012923368,-0.178119178,-0.193523709,0.011762806
-0.018215993,0.022088588,-0.178119178,-0.193523709,-0.019231792
-0.036431951,0.03318934,-0.178119178,-0.193523709,-0.054594757
-0.07726082,-0.013133387,-0.178119178,-0.193523709,-0.037121292
-0.068152842,-0.011149869,-0.178119178,-0.193523709,-0.022768089
-0.048366543,0.019701166,-0.178119178,-0.193523709,-0.020895932
-0.085740662,0.052161359,-0.178119178,-0.193523709,-0.047106129
-0.070665387,0.064072648,-0.178119178,-0.193523709,-0.073316326
-0.094220504,0.101437021,-0.178119178,-0.193523709,-0.049186303
-0.096418982,0.127032602,-0.178119178,-0.193523709,-0.042529745
-0.101758142,0.152628182,-0.178119178,-0.193523709,-0.029216629
-0.081343707,0.017068474,-0.178119178,-0.193523709,-0.024224211
-0.067524705,-0.011468374,-0.178119178,-0.193523709,-0.009246955
-0.057160454,-0.01046023,-0.178119178,-0.193523709,-0.00883092
-0.054961976,-0.010547366,-0.178119178,-0.193523709,-0.012783251
-0.05244943,0.026830413,-0.178119178,-0.193523709,-0.049186303
-0.084284528,-0.012068349,-0.178119178,-0.193523709,-0.058717284
-0.07726082,-0.012557447,-0.178119178,-0.193523709,-0.044401902
-0.074120138,0.012771761,-0.178119178,-0.193523709,-0.072484256
-0.099245596,-0.011578845,-0.178119178,-0.193523709,-0.067699855
-0.101130005,-0.01199094,-0.178119178,-0.193523709,-0.061251315
-0.083856253,0.032711707,-0.178119178,-0.193523709,-0.108055238
-0.106469165,-0.013034584,-0.178119178,-0.193523709,-0.070196064
-0.097989323,-0.011892385,-0.178119178,-0.193523709,-0.031296803
-0.097675255,-0.011646617,-0.178119178,-0.193523709,-0.018815757
-0.089195413,-0.012326326,-0.178119178,-0.193523709,-0.014031356
-0.076004547,0.025551677,-0.178119178,-0.193523709,-0.072276239
-0.108667643,-0.012545283,-0.178119178,-0.193523709,-0.072276239
-0.09673305,-0.010768805,-0.178119178,-0.193523709,-0.055634844
-0.061871477,0.005427033,-0.178119178,-0.193523709,-0.056258896
-0.080401502,0.07756951,-0.178119178,-0.193523709,-0.097862384
-0.074748274,-0.007684545,-0.178119178,-0.193523709,-0.089125651
-0.074120138,-0.009402436,-0.178119178,-0.193523709,-0.068531925
-0.092650163,-0.012233729,-0.178119178,-0.193523709,-0.048978286
-0.08793914,0.02925259,-0.178119178,-0.193523709,-0.071444169
-0.114634939,0.008009827,-0.178119178,-0.193523709,-0.087669529
-0.109609848,-0.008817807,-0.178119178,-0.193523709,-0.06083528
-0.129710214,0.018890878,-0.178119178,-0.193523709,-0.115127831
-0.150438717,0.017769532,-0.178119178,-0.193523709,-0.123656546
-0.153579399,0.082397975,-0.178119178,-0.193523709,-0.134265436
-0.113064598,-0.005919984,-0.178119178,-0.193523709,-0.114087744
-0.098303391,-0.008673822,-0.178119178,-0.193523709,-0.092661948
-0.116519349,-0.012956385,-0.178119178,-0.193523709,-0.069988047
-0.059987068,0.002091544,-0.178119178,-0.193523709,-0.074772448
-0.085740662,-0.011247679,-0.178119178,-0.193523709,-0.067699855
-0.101758142,-0.012859816,-0.178119178,-0.193523709,-0.046690094
-0.086996935,0.004290792,-0.178119178,-0.193523709,-0.077476675
-0.140388534,0.008197752,-0.178119178,-0.193523709,-0.125112668
-0.167084333,-0.00835209,-0.178119178,-0.193523709,-0.134057418
-0.153265331,-0.009226923,-0.178119178,-0.193523709,-0.120744302
-0.121858508,-0.001234511,-0.178119178,-0.193523709,-0.097654366
-0.114949007,0.004778852,-0.178119178,-0.193523709,-0.092037896
-0.122486645,0.054668685,-0.178119178,-0.193523709,-0.107431186
-0.127511737,0.010103072,-0.178119178,-0.193523709,-0.09411807
-0.147298035,0.125323151,-0.178119178,-0.193523709,-0.122616459
-0.145727694,0.261780532,-0.178119178,-0.193523709,-0.118664128
-0.131594624,-0.008629882,-0.178119178,-0.193523709,-0.093910052
-0.139760397,-0.013291026,-0.178119178,-0.193523709,-0.081637024
-0.131594624,-0.004765869,-0.178119178,-0.193523709,-0.086213407
-0.13222276,0.091672351,-0.178119178,-0.193523709,-0.109303343
-0.13222276,0.198673117,-0.178119178,-0.193523709,-0.105142994
-0.129710214,0.034838714,-0.178119178,-0.193523709,-0.098278419
-0.125313259,0.00214318,-0.178119178,-0.193523709,-0.088189573
-0.116833417,-0.007328555,-0.178119178,-0.193523709,-0.109095326
-0.124685123,0.007854919,-0.178119178,-0.193523709,-0.11200757
-0.142272943,-0.01120225,-0.178119178,-0.193523709,-0.109927395
-0.128453941,-0.010337346,-0.178119178,-0.193523709,-0.102854802
-0.128453941,0.037836086,-0.178119178,-0.193523709,-0.113879727
-0.154835672,0.118670793,-0.178119178,-0.193523709,-0.135305523
-0.155463809,-0.012367784,-0.178119178,-0.193523709,-0.117832058
-0.147298035,0.022484547,-0.178119178,-0.193523709,-0.113255674
-0.153579399,0.012556528,-0.178119178,-0.193523709,-0.12012025
-0.145413626,0.016471184,-0.178119178,-0.193523709,-0.12012025
-0.14635583,-0.010390968,-0.178119178,-0.193523709,-0.116583953
-0.131908692,-0.009991534,-0.178119178,-0.193523709,-0.109719378
-0.136305647,0.001019104,-0.178119178,-0.193523709,-0.100358593
-0.136619715,0.087440928,-0.178119178,-0.193523709,-0.114919814
-0.145413626,0.014112312,-0.178119178,-0.193523709,-0.108887308
-0.139760397,0.005926016,-0.178119178,-0.193523709,-0.113255674
-0.148554308,-0.008934733,-0.178119178,-0.193523709,-0.107223169
-0.13756192,-0.005306557,-0.178119178,-0.193523709,-0.110135413
-0.135363442,0.009042548,-0.178119178,-0.193523709,-0.113879727
-0.144157353,0.0251016,-0.178119178,-0.193523709,-0.125320686
-0.113064598,0.066004034,-0.178119178,-0.193523709,-0.113671709
-0.092964232,0.006040707,-0.178119178,-0.193523709,-0.104726959
-0.083856253,0.013375257,-0.178119178,-0.193523709,-0.107223169
-0.093906436,0.01029199,-0.178119178,-0.193523709,-0.102022733
-0.100815937,0.012479322,-0.178119178,-0.193523709,-0.096406262
-0.094220504,-0.007251101,-0.178119178,-0.193523709,-0.076852623
-0.11808969,-0.012124499,-0.178119178,-0.193523709,-0.057923036
-0.075376411,-0.010913535,-0.178119178,-0.193523709,-0.062499419
-0.096418982,-0.010680676,-0.178119178,-0.193523709,-0.057923036
-0.09861746,-0.008604809,-0.178119178,-0.193523709,-0.068531925
-0.110237984,-0.00673052,-0.041601168,-0.193523709,-0.048562251
-0.122172577,0.018764022,28.35414479,-0.193523709,-0.032960943
-0.122800713,0.003003863,-0.178119178,-0.193523709,-0.070820117
-0.139760397,-0.00757184,0.23143485,-0.193523709,-0.095158157
-0.131280555,-0.007815621,13.74671778,-0.193523709,-0.049602338
-0.135049374,-0.008727692,-0.178119178,-0.193523709,-0.094742122
-0.138190056,-0.01270168,-0.178119178,-0.193523709,-0.062915454
-0.119345963,-0.012512017,-0.178119178,-0.193523709,-0.049394321
-0.091079822,-0.0095494,-0.178119178,-0.193523709,-0.045858024
-0.092650163,-0.008682014,-0.178119178,-0.193523709,-0.057715018
-0.076632684,-0.007894317,-0.178119178,-0.193523709,-0.054178722
-0.087311003,-0.012624226,-0.178119178,-0.193523709,-0.038161379
-0.089823549,-0.013201656,-0.178119178,-0.193523709,-0.029424647
-0.088567276,-0.012580038,-0.178119178,-0.193523709,-0.03566517
-0.077888957,-0.010968646,-0.178119178,-0.193523709,-0.028800594
-0.062813682,-0.002281133,-0.178119178,-0.193523709,-0.058755105
-0.085740662,-0.007515984,-0.178119178,-0.193523709,-0.05105846
-0.10395662,-0.007916907,4.736529161,-0.193523709,-0.031296803
-0.09861746,0.001933905,3.644385087,-0.193523709,-0.032960943
-0.083228117,0.007876765,-0.178119178,-0.193523709,-0.064579594
-0.086996935,0.016890975,-0.178119178,-0.193523709,-0.083093146
-0.081657775,0.00738523,-0.178119178,-0.193523709,-0.088085564
-0.065012159,0.064622274,-0.178119178,-0.193523709,-0.084965303
-0.063441818,-0.009693137,-0.178119178,-0.193523709,-0.064163559
-0.040828906,-0.000117137,-0.178119178,-0.193523709,-0.035041117
-0.035803814,0.00106076,-0.178119178,-0.193523709,-0.074897259
-0.046841069,0.022378721,-0.178119178,-0.193523709,-0.084370967
