DEWP,TEMP,Iws,Is,Ir
2.01004581,-0.172970647,-0.016365955,-0.022382678,0.014977589
5.422087692,-0.131198413,0.02718157,-0.04123341,0.017225579
-0.174883925,-0.197179362,0.038156635,-0.047488263,0.021692788
-0.174649085,-0.197880025,0.013445052,-0.025636413,-0.00058275
-0.174010071,-0.199552186,0.004130903,0.018957636,-0.021311866
-0.173638748,-0.200188256,-0.025372929,0.01149173,-0.021877838
-0.173616933,-0.200153758,-0.018381706,-0.005845902,-0.021893366
-0.174039942,-0.199207722,0.013594294,-0.018602375,-0.008222294
-0.173809705,-0.19976721,-0.008811616,-0.00638139,-0.019376508
-0.173579953,-0.200243465,-0.016895918,-0.005796876,-0.023334265
-0.173929664,-0.199355804,0.003184474,-0.021981772,-0.004414183
-0.174279567,-0.198872701,0.031279297,0.004511384,-0.004790968
-0.174444825,-0.198569452,0.045613249,-0.015707126,-0.018842981
-0.174994782,-0.197447255,0.08071213,-0.024707804,-0.011939834
-0.175318448,-0.196635688,0.091810257,-0.037590135,0.003232023
-0.175456676,-0.196467651,0.077199083,-0.019845075,-0.003373916
-0.174969045,-0.197175262,0.046267186,-0.029614729,0.015476162
-0.17562893,-0.195853124,0.12207766,-0.056737289,0.020036335
-0.17606685,-0.195001646,0.121457632,-0.048678613,0.021411907
-0.175403128,-0.196217037,0.038607669,-0.030489623,0.022985331
-0.174934515,-0.197263368,0.023152879,-0.01448118,0.016296982
1.326665673,-0.179396081,0.040041735,-0.034732747,0.020502366
2.691813115,-0.163453312,0.018196739,-0.02405573,0.008397826
3.78396206,-0.150516467,0.018873522,-0.023196517,0.031700048
-0.174890441,-0.197411752,0.025398991,-0.01691458,0.007417958
-0.17482343,-0.197455563,0.00554513,-0.025869436,0.006104201
-0.175790575,-0.155840903,0.048763646,-0.038586709,0.016793016
-0.174365459,-0.198862807,0.021984188,0.022102856,-0.016623594
-0.17389262,-0.19956387,-0.028514941,0.007816905,-0.010902617
-0.037360545,-0.197695036,-0.059658017,-0.013955571,0.002035123
8.835577743,-0.092409062,-0.093465546,-0.002840755,-0.002230059
-0.173707906,-0.199877223,-0.030090559,0.035365254,0.016797223
-0.174776935,-0.197815275,0.0401014,-0.015285629,-0.009388346
-0.175601511,-0.196036594,0.104682565,-0.041614905,0.008296789
-0.17523351,-0.197133213,0.057377877,0.00554033,-0.019839329
-0.174641104,-0.197994239,-0.012111779,-0.002647409,-0.005344087
10.87897909,0.177932067,0.02111938,-0.02032001,0.001830799
-0.174750628,-0.197723289,0.017291445,0.005065062,0.017012132
-0.174694267,-0.197848814,0.019020606,-0.022502354,-0.004298242
-0.17461553,-0.198175536,-0.004041314,0.001214028,-0.016872854
-0.038461786,-0.195398668,0.02077389,-0.040737962,0.01938585
-0.179020638,0.048846402,0.114586987,-0.060287995,0.030722458
-0.175845276,-0.195704553,0.098221747,0.013792607,0.02579625
-0.17561136,-0.196222248,0.060219241,-0.007637829,-0.009044438
-0.17567474,-0.19613641,0.058040768,0.004959344,-0.006066849
-0.17520967,-0.196990824,0.0079864,0.00744852,-0.010164187
-0.177965925,0.046382061,-0.00290694,0.000375477,-0.008962509
-0.174722271,-0.197946961,-0.011183027,0.001676521,-0.017261483
-0.175231922,-0.197032621,0.03185458,-0.002598181,-0.020871463
-0.174870101,-0.197616873,-0.016461286,0.002899417,-0.013999812
-0.174850472,-0.19762452,-0.031021016,0.003762628,-0.014122423
-0.180401059,0.249619377,-0.031116542,-0.010401265,0.001362114
-0.254008862,6.482940976,-0.004963882,-0.015307301,-0.004029237
-0.175756082,-0.19598463,0.028608938,0.009141592,-0.01472366
-0.175181515,-0.197410273,0.043583651,0.068150285,-0.001091429
-0.175101564,-0.197461956,0.036859244,0.021125498,-0.02359978
-0.175460054,-0.196505888,0.03468121,-0.001034464,-0.01002124
-0.176204916,-0.195185915,0.061472277,1.06E-05,-0.024455197
-0.177314383,-0.073683117,0.020956387,-0.015868664,0.00248495
-0.175053828,-0.197588921,-0.019967431,0.02878121,-0.041471859
-0.175498078,-0.196521222,-0.0031314,0.018334605,-0.020868724
-0.176368187,-0.194640716,0.061128869,0.035375492,0.030036591
-0.176045103,-0.19510417,0.037384048,-0.01609267,0.008897165
-0.175542325,-0.196489397,0.024349432,0.010559877,-0.024798011
-0.185476153,0.656115828,0.021268825,-0.00804577,0.02514282
-0.175841003,-0.156017987,0.028910002,0.01193465,0.010399966
-0.17468697,-0.198281003,0.00561577,0.093035835,0.021209468
-0.174860404,-0.197735718,-0.025199487,0.008431754,-0.026039147
-0.175246592,-0.196510599,-0.006645884,-0.005447527,0.028949049
-0.175538943,-0.195965753,-0.004853005,-0.018644101,0.013786239
-0.175350921,-0.196289127,-0.025674361,0.009783002,0.035094646
-0.176131361,-0.194859827,0.007176046,-0.01978697,0.005087153
-0.178969066,0.048630022,-0.006723741,-0.011672244,0.01018533
-0.175767095,-0.195675872,-0.030861999,-0.002789517,-0.006029652
-0.181201764,0.290757624,-0.041536361,0.002463947,-0.006000099
-0.234150193,4.795687074,-0.025434841,-0.004971399,-0.006215428
-0.175570046,-0.196358496,-0.015318607,0.013424041,-0.02637586
-0.176034697,-0.195369585,-0.009986423,0.022682495,-0.011036704
-0.183196264,0.413722901,0.001310269,0.020629101,0.031675267
-0.176199818,-0.15537054,0.050960707,-0.004655696,-0.004507138
-0.17587765,-0.195831589,0.105009283,0.049100734,0.028745876
-0.175761457,-0.19603072,0.086658274,0.138705222,0.093321629
-0.175974137,-0.195697874,0.046895838,0.046901717,-0.00089215
-0.176156844,-0.195446271,0.032883813,0.09576816,0.014859285
-0.176809378,-0.194086992,0.054315396,0.017762682,-0.02992323
-0.177185234,-0.193455692,0.071940553,0.024432562,-0.035859822
-0.176712647,-0.194097461,0.037630434,0.003194023,-0.021947049
-0.182814192,0.293970708,0.051127827,-0.015554005,0.006710939
-0.183941003,0.37543822,0.093828085,0.002584753,0.027948524
-0.176801182,-0.194071598,0.05738918,0.032672441,-0.013634155
-0.177032948,-0.193578577,0.066315447,0.021793498,-0.015310122
-0.176779352,-0.193827945,0.034716796,0.001154616,-0.006624001
-0.178012511,-0.072610305,0.056750236,0.011324044,-0.009759869
-0.176606548,-0.194334765,0.070281501,0.017064336,-0.003553961
-0.17618943,-0.195081033,-0.001771852,0.034130838,-0.002935295
-0.176034539,-0.195211024,-0.037393105,0.008443614,-0.009934176
-0.176122533,-0.195082958,-0.038926092,0.012513328,-0.014021922
-0.183902035,0.45468346,-0.026820777,-0.000182245,-0.004769052
-0.176611596,-0.19399283,-0.028990183,0.002163128,-0.004718045
-0.194042014,1.307275254,-0.024608466,0.021187598,0.019660271
-0.191090317,1.045696352,0.005158435,-0.018463584,0.016682935
-0.187968858,0.740230205,0.06604694,-0.017741287,0.011750274
-0.177375578,-0.192959557,0.079142826,0.012461039,-0.027456623
-0.177174298,-0.193353275,0.036922375,0.022845715,-0.03257077
-0.177004032,-0.193359491,0.009550253,0.00915289,-0.00740628
-0.177043768,-0.193224111,0.019550556,-0.003121074,-0.00574986
-0.177885997,-0.152063848,0.055900214,-0.000715125,-0.012979818
-0.17718619,-0.193151841,0.047412568,0.012599781,-0.013074554
-0.176814085,-0.194068219,-2.63E-05,0.028294419,-0.039552985
-0.176766252,-0.193881185,-0.037004014,0.025619099,-0.016691703
-0.195791464,1.446287593,-0.049206432,0.004717212,-0.009983731
-0.262125223,7.070845805,0.000787638,-0.002692873,-0.015232962
-0.177127919,-0.193013064,0.020068138,-0.006393512,-0.002554326
-0.177472689,-0.152778855,0.00806922,0.003833434,-0.010182685
-0.177477844,-0.112968693,-0.047823671,0.004477128,-0.005301937
-0.178070717,-0.055086065,-0.052609104,-0.001407975,-0.000311262
-0.176406261,-0.1943069,-0.06345755,0.002183931,-0.003209139
-0.176363999,-0.194450468,-0.066113957,0.008633182,-0.007056855
-0.17625569,-0.194553085,-0.056620724,-0.001182664,0.0043097
-0.176983189,-0.19346463,-0.046664515,0.034360805,-0.016404551
-0.176561881,-0.194023484,-0.043363329,0.010780571,0.005943192
-0.176818923,-0.193777093,-0.046218063,0.024822871,-0.020741467
-0.183736646,0.414803221,-0.038548291,0.000702019,0.001828285
-0.176703813,-0.193681095,-0.030318245,-0.006656633,0.004910992
-0.178520136,-0.071271252,-0.013918014,-0.001087735,-0.001649855
-0.184825753,0.456611849,0.005460996,-0.002999371,0.01252093
-0.177311977,-0.192496544,0.011179599,-0.011679222,0.009643993
-0.178084022,-0.151416601,0.020235916,-0.009098034,0.001310199
-0.18044002,0.051489534,0.029692797,-0.013428787,0.006646277
-0.184342097,0.416140635,0.037678617,-0.030833819,0.019833352
-0.177209293,-0.192655118,0.02256272,-0.020531222,0.013466916
-0.17729778,-0.192540745,0.005205425,-0.010815969,0.006179272
-0.177310146,-0.192736067,-0.01565214,0.012829582,-0.012648583
-0.177842239,-0.151984832,0.013706173,-0.00126194,-0.005710558
-0.178636731,-0.094770219,0.012901453,-0.012169924,0.004451398
-0.177182713,-0.193215585,-0.014883973,0.029171753,-0.029699017
-0.177113526,-0.193164319,-0.011590056,0.012737026,-0.015442929
-0.177135756,-0.193006613,-0.018577076,0.006551221,-0.007486108
-0.177246384,-0.192766624,-0.010716428,0.003335733,-0.004975796
-0.179265783,-0.03024222,0.011574487,0.001420892,-0.004083667
-0.177551745,-0.192087644,0.015761621,-0.005162424,0.006060307
-0.177535651,-0.192126186,0.003749947,-0.000856385,0.004322941
-0.177506645,-0.192125736,0.006585799,-0.008837205,0.007210043
-0.194711544,1.269057271,0.029316852,-0.021182759,0.013650774
-0.177763191,-0.191844141,0.030901357,0.003480589,-0.006643732
-0.177872771,-0.191615287,0.017559688,0.006044083,-0.008328141
-0.178382383,-0.150986563,0.017526449,0.007827579,-0.009943374
-0.177897123,-0.191915873,0.032754528,0.029014129,-0.032418212
-0.177859079,-0.192115594,0.0343254,0.036382929,-0.042691023
-0.177425457,-0.192482806,0.003098595,0.006045502,-0.008535122
-0.177459122,-0.192576511,-0.010092674,0.020975251,-0.023420066
-0.189650742,0.862487533,-0.00964228,0.001589282,-0.000482696
-0.213854708,2.932185326,0.006142603,-0.012248692,0.009829277
-0.184867775,0.456823686,0.004221408,-0.01173106,0.022441136
-0.177613169,-0.152117866,-0.01101454,-0.019783634,0.015732376
-0.181813131,0.212908601,-0.038186678,-0.006565644,0.00955094
-0.177064959,-0.192873678,-0.046728149,-0.007447059,0.009019334
-0.181504737,0.172704096,-0.017976088,-0.015973831,0.014811123
-0.178896944,-0.070370823,-0.013568396,-0.008602878,0.011357385
-0.177903579,-0.151672151,-0.027148223,-0.001115482,0.005360153
-0.177939815,-0.151596866,-0.026909439,0.003239777,0.00893576
-0.191584028,1.025046521,-0.018584834,0.003627218,0.020196475
-0.184124182,0.375922409,0.003941391,-0.003794735,0.007525817
-0.177361008,-0.192371151,-0.025034513,-0.000856828,0.008705857
-0.177347941,-0.192368532,-0.045900275,0.000863124,0.006658814
-0.177413892,-0.192298707,-0.051369436,0.010956453,0.003854606
-0.17731029,-0.192526601,-0.064940643,0.019411648,0.002978258
-0.177331367,-0.192469558,-0.062492833,0.017204759,0.004102379
-0.17739157,-0.192284687,-0.052884534,0.003367197,0.005548049
-0.177659235,-0.1918344,-0.026938753,0.010096993,0.007468476
-0.177944295,-0.191272657,0.009303129,0.01431419,0.021158664
-0.181004824,0.052707161,0.025802443,-0.008043138,0.019460231
-0.179298191,-0.069529436,0.015018581,-0.018546834,0.017915178
-0.180670562,0.05196649,0.011245325,-0.004000846,0.008781988
-0.178153541,-0.111654011,-0.030198383,0.00805584,-0.003231427
-0.177151812,-0.192964582,-0.021541279,0.006662533,-0.007150147
-0.177474108,-0.192211993,0.012152034,-0.008498184,0.006651704
-0.182188228,0.213653076,0.006738866,-0.013428596,0.018153648
-0.177146895,-0.19311033,-0.01074539,0.036725999,0.000787673
-0.176608273,-0.194062623,-0.053949234,0.04334072,0.008787809
-0.179789455,0.050238312,-0.040623333,0.004215487,0.003860902
-0.187880133,0.700496819,0.000289252,-0.007302234,0.005821424
-0.177517332,-0.19204841,-0.011899976,-0.00881192,0.008262841
-0.177347981,-0.192526373,-0.018943848,0.00530902,-0.001703017
-0.180206425,0.051179072,-0.010657116,-0.006520489,0.019250145
-0.177632099,-0.191851894,0.012197598,-0.01282699,0.008894577
-0.178865841,-0.094179573,0.002961217,-0.014481178,0.016254831
-0.177459809,-0.192526931,-0.017080549,0.028494353,-0.013889629
-0.177257774,-0.192716448,-0.02803919,0.019026327,0.004265083
-0.20044646,1.795736113,-0.045595553,0.014317659,0.016290449
-0.201254108,1.876595938,-0.054053039,0.001467231,0.001987441
-0.176900793,-0.193217967,-0.08010444,0.005426906,0.005398958
-0.227784521,4.148930308,-0.035820111,0.001177206,0.000675848
-0.179087198,0.009203889,-0.048306086,0.002771946,0.000883823
-0.176733443,-0.193581281,-0.061522979,-0.000558526,0.004001534
-0.176776482,-0.193488721,-0.064132501,0.00435417,0.007479681
-0.176641119,-0.193777847,-0.062901457,-0.001261644,0.001673659
-0.176750036,-0.193667217,-0.064562028,0.00913351,-0.0056822
-0.176812235,-0.193611219,-0.046191287,0.013687415,-0.005229581
-0.176960333,-0.193267123,-0.033155845,0.004752574,-0.00140819
-0.177190763,-0.192759645,-0.023323809,-0.000750918,0.003465011
-0.177648511,-0.152173308,-0.027110362,-0.004478258,0.004741855
-0.178384096,-0.071375665,-0.038370966,-0.0074739,0.007780416
-0.179592875,0.049941735,-0.058067538,-0.000439254,0.007728951
-0.176702888,-0.193655968,-0.071541786,0.002412119,0.001043701
-0.184345402,0.455749931,-0.05857592,-0.003062816,0.004834021
-0.176766579,-0.193573441,-0.045821538,-0.001802307,0.000651763
-0.176917297,-0.19321948,-0.043959249,-0.004040609,0.006192153
-0.17701388,-0.193032942,-0.04317682,-0.005139744,0.004520735
-0.176765936,-0.193554829,-0.060465719,0.001037728,0.00036142
-0.176531892,-0.194091901,-0.051574826,0.002579658,-0.003966109
-0.176728706,-0.193637085,-0.030940048,-0.003091812,0.006501239
-0.176962893,-0.193391946,-0.000685431,0.007574962,-0.005384218
-0.176685841,-0.193730514,0.000400567,-0.012938236,0.009069649
-0.176921445,-0.193417035,-0.029920771,0.005940605,-0.008861265
-0.176908798,-0.193391941,-0.044722409,0.006873635,-0.006549976
-0.176811744,-0.193554898,-0.054384282,0.00762245,-0.004936715
-0.176951033,-0.193180825,-0.048175978,0.004549797,0.007190448
-0.185977054,0.577923387,-0.032963138,0.026708615,0.037369557
-0.353893186,14.90284564,0.010820376,0.027177875,-0.029663632
-0.316477106,11.73691866,-0.004954754,0.00743985,-0.033419523
-0.180080409,0.113461081,-0.031876202,-0.010221935,0.006091166
-0.184581152,0.495905436,-0.022835887,-0.017056603,0.014401513
-0.267762316,7.597401338,-0.012530598,0.010836784,0.002123916
-0.176247679,-0.195362858,-0.005293874,0.068045874,-0.031934216
-0.175936593,-0.195000372,-0.052267028,-0.022222545,0.016346964
-0.176629428,-0.154095239,-0.05876656,-0.011096611,0.007027793
-0.193042648,1.226025867,-0.015781999,0.010507156,0.016402967
-0.176083528,-0.195226182,-0.00133781,0.096028892,0.052012638
-0.175962638,-0.195242427,-0.034079132,-0.004816181,-0.003535867
-0.176252021,-0.194581358,-0.022487934,-0.012668658,0.004772063
-0.176351348,-0.194286586,-0.025657149,-0.018424997,0.011888934
-0.17621649,-0.194533174,-0.040344945,-0.016978785,0.011331019
-0.176217586,-0.194527806,-0.032367461,-0.019444488,0.012662447
-0.176413342,-0.194129533,-7.58E-05,-0.02825743,0.017611257
-0.186906315,0.698749876,-0.00393172,-0.028377999,0.017891387
-0.184511178,0.535211856,-0.029142508,-0.001282748,0.000899161
-0.175497217,-0.196028625,-0.05324574,-0.012022935,0.004913837
-0.175961475,-0.195120314,-0.027558257,-0.015705008,0.007121029
-0.175758113,-0.195894882,-0.023283196,0.027636944,-0.007530674
-0.175949386,-0.195511334,0.005572052,0.034203325,0.006846331
-0.175734138,-0.195619504,-0.02188023,-0.007919098,0.009521292
-0.174887772,-0.197442631,-0.05851364,0.029372222,0.009455394
-0.201223545,2.035104215,-0.062244047,-0.0113643,0.000788124
-0.175100725,-0.196658727,-0.079256724,-0.019621622,0.012959731
-0.175094739,-0.196687865,-0.083096668,-0.017367651,0.011053021
-0.175449054,-0.195986742,-0.058237237,-0.022027561,0.014219863
-0.17564703,-0.195600324,-0.049550376,-0.022789074,0.014859587
-0.180610751,0.210624667,-0.04537492,-0.022002192,0.014799285
-0.218753287,3.49682901,-0.04724613,-0.002573756,0.005068212
-0.174634287,-0.198138049,-0.062032498,0.050748956,-0.000230423
-0.173936346,-0.19943859,-0.102636615,0.014913969,-0.026186627
-0.174511908,-0.197999132,-0.064652912,-0.015038322,0.001356267
-0.174931423,-0.197275991,-0.065547281,-0.002448463,-0.006073851
-0.175079869,-0.197061679,-0.067433348,0.005743501,-0.011980237
-0.175099939,-0.197000182,-0.064147884,0.002808259,-0.010248787
-0.175225401,-0.196724995,-0.046183752,-0.000674653,-0.00377868
-0.174890384,-0.197208878,-0.043180407,-0.013787215,0.013061593
-0.175402191,-0.196394232,-0.028226513,-0.008700283,-0.007026218
-0.175359259,-0.196507866,-0.024321516,-0.0040029,-0.005779898
-0.175505409,-0.196150853,-0.016813513,-0.011552392,-0.000601917
-0.175684129,-0.195629339,0.005858192,-0.031037237,0.014018924
-0.175583152,-0.196118746,0.011232179,0.015374843,0.012377266
-0.174985649,-0.197466588,-0.010013701,0.037866429,0.003042497
-0.174970112,-0.197169891,0.015465627,-0.029958874,0.005086642
-0.175295988,-0.196467352,0.033522016,-0.035260271,0.013231619
-0.175753524,-0.19565283,0.070321638,-0.011168684,0.029148536
-0.175047255,-0.197030865,0.054475108,0.013549369,0.048370262
-0.174530758,-0.198313836,-0.00468782,0.054681416,0.026740552
-0.17399533,-0.199017766,-0.05754129,0.07171397,0.07112126
-0.174217074,-0.198512318,-0.028485862,0.081158309,0.09567506
-0.174661623,-0.197505952,0.026753797,0.080505616,0.128485433
-0.174868672,-0.197226999,0.001721181,-0.012160005,0.033061512
-0.175178853,-0.196586807,0.006599684,-0.03647747,0.018592709
-0.175552884,-0.195911614,0.040765695,-0.038294631,0.01835354
-0.175748833,-0.195576003,0.066011947,-0.040577562,0.017368867
-0.175471757,-0.19640497,0.064917604,0.007772539,0.017070574
-0.174866273,-0.197511268,0.02935254,-0.024301779,-0.003387616
-0.175012799,-0.197146506,0.027056816,-0.028245968,0.002015699
-0.174709999,-0.197965782,0.012999533,0.009596837,-0.002332669
-0.174482616,-0.19825129,0.007035566,-0.021518481,-0.004375369
-0.174977534,-0.197232346,0.065965799,-0.037979671,0.006235859
-0.174641686,-0.19833058,0.049489791,0.030944578,-0.004058253
-0.174657826,-0.19789729,0.039691392,-0.0312993,-0.000383855
-0.174935922,-0.19708405,0.031682535,-0.044474851,0.020414559
-0.175025946,-0.196809572,0.03212121,-0.050483719,0.028382954
-0.175381279,-0.19612619,0.062275544,-0.055804693,0.030259019
-0.174991762,-0.197404133,0.052566918,0.010386274,0.010834945
-0.174616926,-0.197982124,0.039063868,-0.030731772,-0.000474757
-0.175311886,-0.196561443,0.098060241,-0.04446877,0.011868306
-0.175058904,-0.197223291,0.027035195,-0.001602246,-0.00078878
-0.174206312,-0.19908681,-0.010696867,0.074257649,0.023569563
-0.175090073,-0.197372504,0.07219754,-0.010235877,-0.019740896
-0.175239354,-0.19691967,0.072536365,-0.021657803,-0.008043405
-0.175428379,-0.196302956,0.101870064,-0.047891371,0.013716765
-0.175453561,-0.196442887,0.124968279,-0.00733299,0.026351479
-0.17460766,-0.198086684,0.061471399,-0.014446874,0.007879175
-0.174880847,-0.197372025,0.064306639,-0.039181399,0.012133146
-0.173937288,-0.199526765,0.020555262,0.00934821,2.85E-05
-0.173514039,-0.200311453,-0.000359761,0.007807718,0.000996886
-0.173540907,-0.200301792,0.026259445,0.05603245,0.039835089
-0.174763958,-0.198014061,0.099198547,-0.0189803,-0.01467924
-0.175154386,-0.197159394,0.111751246,-0.027824515,-0.008160578
-0.175115084,-0.196960963,0.109168529,-0.050057284,0.011280427
-0.175275153,-0.19696712,0.066961634,-0.00224537,-0.011458718
-0.175076617,-0.197170158,0.065240539,-0.027176018,-0.004278083
-0.175261501,-0.196561621,0.089967485,-0.051136569,0.017605746
-0.174943936,-0.197493363,0.060872052,-0.009980464,-0.000383052
-0.173537315,-0.200332918,-0.009989296,0.007615574,-0.011503279
-0.173215937,-0.200900918,-0.013004957,-0.011923395,-0.016241235
-0.173916556,-0.199507071,0.046785242,-0.025359245,-0.008464296
-0.174820334,-0.197724792,0.10388145,-0.028475393,0.003114595
-0.175160475,-0.197053172,0.134422711,-0.02983758,0.010549197
-0.174623176,-0.198157999,0.097199124,0.020557296,0.032400212
-0.17449497,-0.198291775,0.068764409,-0.016836671,0.01159208
-0.17401575,-0.199301006,0.075378115,0.075987822,0.076934229
-0.173770147,-0.19969129,0.061427267,0.18264773,0.164899753
-0.17365751,-0.199897345,-0.034631414,-0.011996319,-0.008931977
-0.173887308,-0.199313948,-0.006946591,-0.031040063,0.002273803
-0.174138009,-0.198903652,0.019837043,-0.02403581,0.003926431
-0.173798903,-0.199702098,0.013129309,0.062881078,0.050789184
-0.173411378,-0.200370271,-0.021682909,0.150329137,0.118572667
-0.173899846,-0.199454618,0.004235248,0.016538414,0.019286521
-0.174249352,-0.198732893,0.028961484,-0.016798241,0.005241394
-0.174424755,-0.198610993,0.056756809,-0.015545462,-0.015035786
-0.174359273,-0.198715335,0.063005016,-0.007173011,-0.003019246
-0.174200397,-0.198925868,0.059610539,-0.030027574,-0.006465048
-0.174400827,-0.198549432,0.062141171,-0.027265693,-0.00731009
-0.173728902,-0.199917477,-0.005117598,0.029132901,0.009824965
-0.173129577,-0.20108338,-0.017098721,0.092810979,0.058630517
-0.173376495,-0.200518029,-0.021313709,-0.016259752,-0.014539792
-0.173512091,-0.200243996,-0.012429414,0.010104051,0.007996819
-0.173540839,-0.200217332,0.002999527,-6.42E-05,0.001625426
-0.173658162,-0.200029648,0.008430536,0.005474453,0.001060674
-0.17376285,-0.19980549,0.015383647,-0.018825808,-0.012816721
-0.174028974,-0.199307066,0.025498523,-0.017592665,-0.013604815
-0.174008519,-0.199243332,0.022173461,-0.015076949,0.001006711
-0.173727163,-0.199866499,0.01352,0.060395801,0.046507892
-0.173674987,-0.199906484,0.000690358,-0.000379157,0.005880067
-0.17360968,-0.200100367,-0.012032076,0.000628888,-0.005935909
-0.173309977,-0.200593189,-0.0464591,-0.010696534,-0.011225328
-0.173215807,-0.200852541,-0.06861295,0.002991225,-0.017860828
-0.173446179,-0.200442291,-0.036878892,0.010391387,-0.008794032
-0.173452266,-0.200472728,-0.013165949,0.019708989,0.000565082
-0.173799665,-0.199843617,-0.010563129,0.058690142,0.020649771
-0.174299022,-0.198932191,0.010415255,0.01269084,-0.018969731
-0.17466815,-0.198281155,0.048975291,0.015743276,-0.015991974
-0.174709398,-0.198109949,0.061497299,0.003723118,-0.008948941
-0.174644817,-0.198153408,0.057414552,0.000354978,-0.001332309
-0.17473653,-0.197858245,0.041221059,-0.018371212,-0.006172775
-0.174782198,-0.197497989,0.059245806,-0.045925502,0.015109586
-0.174978722,-0.197368814,0.036009427,-0.018915591,-0.008324883
-0.175123111,-0.196946701,0.075919165,-0.038578249,0.008098875
-0.175047991,-0.19716661,0.078442596,-0.03316514,0.003942196
-0.037922912,-0.196523145,-0.002017077,-0.030184387,0.014587382
28.35481408,0.141329473,-0.002120165,0.022515333,-0.003137655
-0.174048479,-0.198991794,-0.013820604,-0.014944498,0.011357662
0.235746791,-0.194790515,-0.010203319,-0.018533832,-0.003660132
13.74925181,-0.033082293,-0.018220826,-0.014131045,-0.002979806
-0.173818315,-0.199575907,-0.009552282,-0.018333224,-0.005453864
-0.174149744,-0.19866128,0.008406006,-0.042405115,0.015364699
-0.174579299,-0.197814621,0.028045531,-0.044659261,0.017668512
-0.17464087,-0.197807036,-0.00111392,-0.025582779,0.00631306
-0.174498405,-0.198171043,-0.006954211,-0.018481741,-0.000533688
-0.174748199,-0.197739058,0.002068553,-0.014360209,-0.003988426
-0.174584407,-0.197873654,-0.019775967,-0.026300592,0.005656096
-0.174697322,-0.197571668,-0.010001042,-0.034241162,0.012922852
-0.174929178,-0.197180261,0.022943958,-0.03683016,0.01213984
-0.1753032,-0.196453766,0.051387983,-0.040098507,0.01565486
-0.174973003,-0.197408457,0.018250427,-0.004907796,-0.007785776
-0.174297387,-0.198539552,-0.046022847,-0.009832457,-0.002584353
4.739624028,-0.139448385,-0.015673346,-0.026375573,0.012305243
3.647612296,-0.152503195,-0.021038851,-0.016255026,0.016554429
-0.17452862,-0.198208538,-0.006151046,0.001737982,0.001642094
-0.174522974,-0.198347676,0.014795268,0.011976395,-0.000510353
-0.174561615,-0.198344652,0.015818512,0.009324059,-0.012040033
-0.174581953,-0.198337991,0.004772214,0.061515601,0.018160288
-0.174899104,-0.197595624,0.013093736,-0.00713099,-0.01621027
-0.175462786,-0.196377014,0.033358016,-0.008416633,0.000389042
-0.175004005,-0.197614118,0.00343284,0.020813377,-0.029355753
-0.17493456,-0.197760998,0.019585721,0.033745881,-0.015143543
-0.174890618,-0.19786887,0.027623419,0.035095452,-0.013920373
-0.174710279,-0.198255542,-0.013450771,0.029093672,-0.035403805
-0.175053387,-0.197535027,0.013545394,0.011191546,-0.035724236
-0.175334078,-0.196827944,0.045717482,-0.007606456,-0.020034325
-0.175970067,-0.195372649,0.079193328,-0.027288218,-0.000500208
