DEWP,TEMP,PRES,Iws,Is,Ir
-1.23194329,-1.078010059,0.022660853,-0.489989229,-0.098403396,-0.196065879
-0.858049742,-1.0092779,-0.366453383,-0.49215553,-0.098403396,-0.196065879
-0.81683313,-0.719879339,-0.308500138,-0.225202208,-0.098403396,-0.196065879
-0.68140712,-1.078010059,0.217217921,-0.090566119,-0.098403396,-0.196065879
-0.593085809,-1.078010059,-0.900450534,-0.540810844,-0.098403396,-0.196065879
-0.30751357,-0.705409411,-1.210913994,-0.347989752,-0.098403396,-0.196065879
-0.225080347,-0.745201713,-0.076687454,-0.04657903,-0.098403396,-0.196065879
-0.610750071,-0.926075814,0.444891158,0.282952918,-0.098403396,-0.196065879
-0.581309634,-1.193769483,0.308287236,-0.13411588,0.731221999,-0.196065879
-0.634302421,-1.096097469,0.598053165,-0.223005396,1.485426905,-0.196065879
-0.487100236,-1.305911426,0.639448227,0.444266032,2.088790829,-0.196065879
-0.728511819,-0.944163224,0.473867781,-0.006416021,-0.098403396,-0.196065879
-0.569533459,-0.940545742,0.643587773,-0.407557933,-0.098403396,-0.196065879
-0.375226575,-0.875431066,-0.089105993,-0.387481513,-0.098403396,-0.154939457
-1.567564271,-1.038217756,1.049259994,0.646698176,-0.098403396,-0.196065879
-1.355593125,-1.258884159,1.71572162,0.188968018,-0.098403396,-0.196065879
-0.855105698,-1.298676462,1.873023074,-0.297015581,-0.022982905,-0.196065879
-0.616638158,-1.374643584,2.295253379,-0.236867686,4.879348979,-0.196065879
-1.399753781,-1.378261066,1.885441612,1.799902352,-0.098403396,-0.196065879
-1.099461324,-1.020130346,0.494565312,-0.301236307,-0.098403396,-0.196065879
-0.68140712,-0.893518476,-0.693474828,-0.471682464,-0.098403396,-0.196065879
-1.140677936,-0.604119914,0.101311629,0.061674976,-0.098403396,-0.196065879
-0.819777173,-0.835638763,0.991306848,-0.051348959,-0.098403396,-0.196065879
-0.381114663,-1.063540131,0.449030704,-0.328828671,6.010656337,0.050692648
-0.819777173,-0.947780706,0.676703842,0.910244405,-0.098403396,-0.196065879
-0.893378266,-1.041835238,0.676703842,-0.482544478,-0.098403396,-0.196065879
-1.037636406,-0.824786317,0.987167302,-0.190226116,-0.098403396,-0.196065879
-0.363450401,-1.034600274,0.362100936,-0.463057943,-0.022982905,-0.196065879
-0.00427707,-0.705409411,-1.281285678,-0.50721793,-0.098403396,0.050692648
-0.651163762,-0.481454388,-0.721322456,1.61482835,-0.098403396,-0.196065879
-0.699071382,-0.437715742,-0.26296553,-0.11976541,-0.098403396,-0.196065879
-0.689983247,-0.330292254,-0.268364912,0.322775439,-0.098403396,-0.196065879
-0.678463076,-0.423245814,0.453170151,0.122402585,-0.098403396,-0.196065879
-0.593085809,-0.499212936,0.589774073,-0.093027362,-0.098403396,0.050692648
-0.908098484,-0.705409411,0.958190778,-0.245309139,-0.098403396,-0.196065879
-0.890434222,-0.520917828,0.262752628,-0.349830599,-0.098403396,-0.196065879
-0.734399906,-0.575180058,0.879540002,-0.17884541,-0.098403396,-0.196065879
-0.637246464,-0.517300346,0.99958584,-0.227907542,-0.098403396,-0.196065879
-0.145591167,-0.430480778,0.701540919,-0.304317946,-0.098403396,0.256324753
0.303165207,-0.440299657,0.258613082,-0.370742446,-0.098403396,6.572167991
-0.499857758,-0.072350058,-0.094625387,0.051518111,-0.098403396,-0.196065879
-1.30313562,-0.355171379,0.366993045,2.424364612,-0.098403396,-0.196065879
-1.208390941,-0.517300346,0.395217005,0.361092295,-0.098403396,-0.196065879
-0.654910726,-0.397923439,0.051637476,-0.045643351,-0.098403396,-0.196065879
-0.469435974,0.115759007,-0.672777297,-0.405727256,-0.098403396,-0.196065879
-0.010165157,-0.137464734,-0.238128453,-0.32568601,-0.098403396,-0.072686616
-0.999363839,-0.173639554,0.887818995,-0.164820394,-0.098403396,-0.196065879
-0.548925153,-0.050645166,0.362100936,0.057566124,-0.098403396,-0.196065879
-0.069046031,0.180873683,-0.809381219,2.091508784,-0.098403396,-0.196065879
0.028107411,-0.115759842,-0.490638767,-0.112473215,-0.098403396,-0.196065879
-0.725567775,-0.166404591,0.12200916,-0.150714014,-0.098403396,-0.196065879
-0.113206687,-0.54262272,0.059916468,0.621577226,-0.098403396,0.667588964
-0.569533459,-0.47027308,0.159264775,0.884706467,-0.098403396,-0.154939457
-1.31143247,-0.531770274,1.032702009,3.682081926,-0.098403396,-0.196065879
-0.819777173,-0.463038116,0.987167302,-0.371157981,-0.098403396,-0.196065879
-0.080822206,-0.557092648,0.415914536,0.676802635,-0.098403396,-0.196065879
0.063435935,-0.340043727,0.17582286,-0.180798132,-0.098403396,-0.196065879
0.10759659,-0.340043727,0.498704858,1.187673265,-0.098403396,-0.196065879
0.325455824,0.090436633,-0.345755753,-0.503007373,-0.098403396,-0.196065879
0.431441397,0.148316345,-0.217430922,-0.179781089,-0.098403396,0.050692648
0.151757246,0.119376489,0.266892075,-0.39982841,-0.098403396,-0.196065879
0.025163367,-0.039792719,0.577355535,-0.222120569,-0.098403396,0.297451174
0.245966644,-0.264076605,0.453170151,-0.255642291,-0.098403396,4.862483914
-0.416443187,0.061496776,0.391077459,-0.317956486,-0.098403396,-0.196065879
-0.036661551,0.37260023,-0.00631577,0.30739245,-0.098403396,-0.196065879
0.331343911,0.115759007,-0.180175307,1.448931148,-0.098403396,0.420830437
-0.516540673,-0.314721353,-0.283663061,0.022183215,-0.098403396,-0.154939457
-0.887490178,-0.329191281,-0.705893366,2.809306885,-0.098403396,-0.196065879
-0.808000998,-0.173639554,-0.378871922,7.205920689,-0.098403396,-0.196065879
-0.607806027,0.133846417,-0.31677923,1.632446301,-0.098403396,-0.196065879
-0.534204935,0.510064547,-0.258825984,3.443971931,-0.098403396,-0.196065879
-0.136759036,0.723495986,-1.024635918,-0.163569431,-0.098403396,-0.196065879
-0.104374556,0.987572173,-1.405471062,-0.098905868,-0.098403396,-0.196065879
0.098764459,0.62220649,-0.888031996,-0.46895679,-0.098403396,-0.196065879
0.690517242,0.62220649,-1.37649444,-0.280295402,-0.098403396,0.297451174
0.555091232,0.549856849,-1.802864291,1.031811498,-0.098403396,0.379704016
-0.113206687,0.705408576,-1.03291491,0.744700394,-0.098403396,-0.196065879
0.039883586,0.795845626,-1.297843763,0.36527234,-0.098403396,-0.196065879
0.328399868,0.611354044,-0.954264134,-0.154761843,-0.098403396,-0.196065879
-0.08376625,0.416010015,-0.925287611,0.234084025,-0.098403396,-0.072686616
-0.163255429,0.376217712,-1.037054456,0.63794144,-0.098403396,-0.196065879
0.010443149,0.473889726,-0.167756769,0.886282883,-0.098403396,-0.196065879
0.290127299,0.426862461,0.146846237,-0.245614252,-0.098403396,-0.196065879
0.301903474,0.539004403,0.109590622,-0.254360818,-0.098403396,-0.196065879
0.525650795,0.477507209,-0.138780146,-0.349759406,-0.098403396,0.461956859
0.734677897,0.777758216,-0.378871922,-0.373466667,-0.098403396,-0.196065879
0.743510028,0.539004403,-0.238128453,0.964106977,-0.098403396,1.325611702
0.810152472,0.323599792,-0.644553337,-0.212164648,-0.098403396,1.060159347
0.5933638,0.437714907,-1.426168593,-0.105699712,-0.098403396,0.749841806
0.134092984,1.005659583,-1.649702314,-0.245746467,-0.098403396,-0.196065879
0.213582163,1.121419008,-1.16123984,-0.242135966,-0.098403396,-0.196065879
0.637524455,0.944162389,-0.925287611,-0.106584539,-0.098403396,-0.196065879
0.681685111,0.860960303,-1.061891533,-0.396278931,-0.098403396,-0.196065879
0.572755494,1.012894547,-1.575191054,-0.395760239,-0.098403396,-0.154939457
0.387280741,0.947779871,-1.310262301,0.011229667,-0.098403396,-0.196065879
0.148813202,1.074391741,-0.598266067,-0.38021983,-0.098403396,-0.196065879
0.646356587,1.099714116,-0.354034845,-0.041503988,-0.098403396,-0.196065879
0.869484109,0.788229875,-0.138780146,-0.477274057,-0.098403396,1.466307352
1.011418005,0.575179223,-0.664498305,-0.483012318,-0.098403396,7.165563495
0.790614728,0.893517641,-1.144681756,-0.426729184,-0.098403396,-0.196065879
0.655188718,0.92969246,-0.917008519,-0.348945772,-0.098403396,-0.154939457
0.80827899,0.810315554,-0.171896215,-0.396604385,-0.098403396,-0.113813037
0.871786218,0.713160323,-0.096202343,-0.451373578,-0.098403396,-0.055061006
0.878515461,0.7751743,0.017338665,-0.472144492,-0.098403396,-0.196065879
0.790614728,0.80308059,0.093032537,-0.380819885,-0.098403396,-0.196065879
0.805334946,0.578796705,0.059916468,-0.310420201,-0.098403396,-0.196065879
0.828887295,1.352937856,-0.428546075,0.140780544,-0.098403396,-0.196065879
0.858327733,0.80308059,-0.238128453,0.10888609,-0.098403396,-0.196065879
0.727107499,1.196869347,-0.323284159,-0.23223869,-0.098403396,-0.196065879
0.902488388,0.74881836,-0.304360691,-0.273379513,-0.098403396,0.420830437
0.961369262,0.770523252,-0.482359675,-0.415694273,-0.098403396,-0.196065879
1.020250136,1.041834403,-0.863194919,-0.406642594,-0.098403396,-0.072686616
1.120347621,0.947779871,-1.111565687,0.003937472,-0.098403396,0.461956859
1.146844014,0.998424619,-1.260588147,-0.350308609,-0.098403396,-0.196065879
1.196892758,1.229943468,-1.5255169,-0.502590386,-0.098403396,-0.154939457
1.19100467,1.114184043,-1.591749138,-0.433919675,-0.098403396,0.050692648
1.102683359,0.625823971,-1.422029147,-0.490314683,-0.098403396,0.420830437
1.073242922,0.806698072,-1.293704217,-0.44121187,-0.098403396,-0.196065879
1.146844014,1.03459944,-1.198495456,-0.443937544,-0.098403396,-0.196065879
0.993218462,1.337810205,-0.960661569,-0.326243534,-0.098403396,-0.196065879
0.955481174,1.1431239,-1.260588147,-0.432567008,-0.098403396,-0.154939457
1.225744386,1.146017885,-1.400503647,-0.527737779,-0.098403396,-0.097362468
0.626168858,1.389112677,-0.791640493,-0.244704725,-0.098403396,-0.196065879
0.790614728,1.17929872,-0.834218296,-0.342040053,-0.098403396,-0.196065879
0.979033524,1.164828792,-0.834218296,-0.362970789,-0.098403396,-0.196065879
1.040858441,1.186533684,-0.987380303,-0.37665001,-0.098403396,-0.196065879
0.973145437,1.150358864,-1.235751071,-0.313379795,-0.098403396,-0.031560194
1.208668932,1.208238576,-1.45100567,-0.268955378,-0.098403396,-0.196065879
1.249885544,1.280588216,-1.339238824,-0.242105455,-0.098403396,-0.196065879
1.285214068,1.193768648,-1.364075901,-0.390685197,-0.098403396,-0.196065879
1.364703248,0.987572173,-1.591749138,-0.449795709,-0.098403396,1.28448528
1.064410791,1.396347641,-1.670399885,-0.302538122,-0.098403396,-0.196065879
1.220445107,1.562751814,-1.649702314,-0.360326478,-0.098403396,-0.196065879
1.220445107,1.602544116,-1.666260369,-0.353888599,-0.098403396,-0.154939457
0.737621941,1.725538504,-1.666260369,-0.216109848,-0.098403396,-0.196065879
0.552147188,1.768948289,-1.608307223,-0.245288798,-0.098403396,-0.196065879
1.008473961,1.28782318,-1.206774448,-0.351193436,-0.098403396,-0.196065879
0.902488388,1.512107066,-1.070170526,-0.361587611,-0.098403396,-0.196065879
1.158620189,1.128653972,-1.008077834,-0.278891883,-0.098403396,0.873221069
1.267549806,0.795845626,-1.078449518,-0.270552134,-0.098403396,2.970668544
1.311710462,0.900752605,-1.177797825,-0.017257694,-0.098403396,0.461956859
1.311710462,0.900752605,-1.003938288,-0.51847659,-0.098403396,-0.154939457
1.344094942,1.038216921,-0.693474828,-0.389342701,-0.098403396,0.215198332
1.402975816,1.103331597,-0.652079766,-0.490314683,-0.098403396,-0.196065879
1.411807947,1.005659583,-0.999798841,-0.468905938,-0.098403396,0.174071911
1.464800733,1.237178432,-1.198495456,-0.367964467,-0.098403396,-0.072686616
1.435360297,1.334850447,-1.041193903,-0.36157744,-0.098403396,-0.154939457
1.464800733,1.367407785,-1.06603098,-0.138845128,-0.098403396,-0.154939457
1.441248384,1.10694908,-0.999798841,0.283664848,-0.098403396,1.037726754
1.270493849,1.168446274,-1.285425224,-0.213933377,-0.098403396,0.379704016
1.397087729,1.262500807,-1.01221738,-0.241729149,-0.098403396,-0.196065879
1.526625651,1.367407785,-0.846636835,-0.349769577,-0.098403396,-0.196065879
1.526625651,1.504872101,-0.825939304,-0.155219512,-0.098403396,-0.196065879
1.497185214,1.533811958,-0.627242689,0.031712903,-0.098403396,-0.196065879
1.51779352,1.522959512,-0.668637751,0.002096625,-0.098403396,-0.196065879
1.588450568,1.450609871,-0.821799758,-0.347521913,-0.098403396,-0.196065879
1.547233957,1.559134331,-1.19435591,-0.007443234,-0.098403396,-0.196065879
1.561954175,1.569986777,-1.682818423,0.617417522,-0.098403396,-0.196065879
1.720932535,1.537429439,-2.005700421,-0.06331955,-0.098403396,0.050692648
1.65321953,1.334850447,-1.744911115,-0.431702522,-0.098403396,-0.072686616
1.467744777,1.414435051,-1.616586215,-0.230389125,-0.098403396,0.050692648
1.155676145,1.255265842,-0.805241673,-0.27570854,-0.098403396,-0.113813037
1.017306092,1.190151166,-0.825939304,-0.369439179,-0.098403396,-0.196065879
1.208668932,1.146741381,-1.37649444,-0.359258583,-0.098403396,-0.196065879
1.379423466,1.045451886,-1.330959832,-0.213068891,-0.098403396,0.215198332
0.802390902,1.248030878,-0.834218296,0.824182267,-0.098403396,-0.196065879
0.790614728,1.03459944,-0.118082615,1.122002829,-0.098403396,-0.196065879
1.143899971,1.041834403,-0.548591913,-0.201627163,-0.098403396,0.050692648
1.285214068,1.121419008,-1.219192986,-0.365665951,-0.098403396,0.708715385
1.453024559,1.284205699,-1.244030063,-0.461145903,-0.098403396,-0.196065879
1.199836801,1.298675626,-1.008077834,-0.292906729,-0.098403396,-0.196065879
1.420640078,1.103331597,-1.136402764,-0.05183714,-0.098403396,0.050692648
1.373535379,1.237178432,-1.513098362,-0.464868279,-0.098403396,-0.196065879
1.600226743,1.306634087,-1.534623862,-0.384798555,-0.098403396,-0.097362468
0.99964183,1.541046922,-1.020496372,0.085544964,-0.098403396,-0.196065879
1.173340408,1.313145555,-0.850776381,0.258086228,-0.098403396,-0.196065879
1.458912646,1.128653972,-0.618963598,0.428339146,-0.098403396,1.819128755
1.376479422,1.052686849,-0.453383152,-0.358811085,-0.098403396,1.901381596
1.435360297,1.211856058,-0.250546992,-0.331605197,-0.098403396,-0.196065879
1.238109369,0.774140734,-0.436825068,-0.211116169,-0.098403396,4.204461177
1.020250136,0.911605051,-0.320918676,-0.320733012,-0.098403396,0.009566226
1.188060627,0.973102245,-0.267105076,-0.421643972,-0.098403396,-0.196065879
1.241053413,1.027364475,-0.275384068,-0.200640631,-0.098403396,-0.196065879
1.114459534,0.915222533,-0.184314754,-0.493508196,-0.098403396,-0.196065879
1.070298879,1.08886167,-0.213291377,-0.398902901,-0.098403396,-0.196065879
0.940760956,1.070774259,-0.378871922,-0.162898183,-0.098403396,-0.196065879
1.037914398,1.063539295,-0.614824151,-0.2984191,-0.098403396,-0.196065879
1.208668932,1.146741381,-0.88389245,-0.333863032,-0.098403396,-0.196065879
1.264605762,1.125036489,-0.854915827,-0.429749801,-0.098403396,-0.154939457
1.249885544,0.980337209,-0.623103144,-0.454341889,-0.098403396,-0.072686616
1.208668932,0.933309943,-0.296081599,-0.294300077,-0.098403396,0.050692648
1.199836801,1.023746993,-0.159477677,-0.45486058,-0.098403396,-0.196065879
1.217501063,0.911605051,-0.279523614,-0.440347384,-0.098403396,0.461956859
1.061466747,0.933309943,-0.399569452,-0.472994449,-0.098403396,-0.196065879
1.223389151,1.005659583,-0.544452367,-0.415907852,-0.098403396,-0.196065879
1.279325981,1.078009224,-0.623103144,-0.509435082,-0.098403396,-0.196065879
1.158620189,1.016512029,-0.287802607,-0.469902639,-0.098403396,-0.196065879
0.86421582,0.821168,-0.159477677,-0.443073058,-0.098403396,-0.196065879
0.976089481,0.80308059,-0.490638767,-0.272098039,-0.098403396,-0.196065879
0.719957679,0.944162389,-0.83007875,-0.147001809,-0.098403396,-0.196065879
0.778838553,0.564326777,-0.710032912,-0.334259678,-0.098403396,-0.196065879
0.905432432,1.056304332,-0.589987074,-0.434367174,-0.098403396,-0.196065879
1.03202631,1.110566562,-0.478220229,-0.419508182,-0.098403396,-0.196065879
1.049690572,1.078009224,-0.33747676,-0.384786351,-0.098403396,-0.196065879
1.235165325,1.08886167,-0.51961529,-0.153866846,-0.098403396,-0.196065879
1.273437893,0.947779871,-0.598266067,1.434967154,-0.098403396,0.585336122
0.911320519,0.311103036,-0.387150914,0.369991417,-0.098403396,15.10296276
0.767062378,0.224283467,-0.167756769,-0.459783066,-0.098403396,11.89510192
0.85460894,0.564326777,-0.300874758,-0.446197519,-0.098403396,0.115629102
0.934872868,0.448567353,-0.403708998,-0.380657158,-0.098403396,0.503083279
0.815933503,0.182320676,-0.138780146,0.451088354,-0.098403396,7.700206969
-0.413499143,0.824785482,-0.039431839,1.132539389,-0.098403396,-0.196065879
0.787670684,0.159168791,0.192380845,-0.552252572,-0.098403396,-0.196065879
0.84066347,0.448567353,0.12200916,-0.53307115,-0.098403396,-0.154939457
0.67285298,0.426862461,-0.287802607,0.60230427,-0.098403396,1.243358859
0.036939542,0.455802317,-0.035292293,4.271173297,-0.098403396,-0.196065879
0.357840304,0.26407577,0.130288153,-0.452602746,-0.098403396,-0.196065879
0.605139975,0.358130302,-0.209151831,-0.472119792,-0.098403396,-0.196065879
0.80827899,0.39068764,-0.291942153,-0.497627219,-0.098403396,-0.196065879
0.814167077,0.365365266,-0.080827,-0.517642615,-0.098403396,-0.196065879
0.778838553,0.311103036,-0.147059139,-0.516696766,-0.098403396,-0.196065879
0.764118335,0.245988359,-0.556870906,-0.527243497,-0.098403396,-0.196065879
0.858327733,0.238753396,-0.527894382,-0.520368289,-0.098403396,0.708715385
0.357840304,0.191726129,0.126148706,-0.173912754,-0.098403396,0.544209701
0.299494711,-0.074980954,0.58375297,-0.457231214,-0.098403396,-0.196065879
0.475602052,0.133846417,0.035079391,-0.471285817,-0.098403396,-0.196065879
-0.130870949,0.231518432,0.30414769,0.538973032,-0.098403396,-0.196065879
-0.133814993,0.213431021,-0.055989923,1.234579266,-0.098403396,-0.196065879
0.234190469,-0.039792719,0.184101852,-0.092223899,-0.098403396,-0.196065879
-0.334009964,-0.336426245,1.185863916,1.033357403,-0.098403396,-0.196065879
0.10759659,-0.459420634,1.049259994,-0.43260769,-0.098403396,2.065887281
0.34606413,-0.329191281,1.032702009,-0.534454328,-0.098403396,-0.196065879
0.340176042,-0.296633943,1.074097071,-0.534464499,-0.098403396,-0.196065879
0.45793779,-0.177257037,0.610471703,-0.535339155,-0.098403396,-0.196065879
0.543315057,-0.072350058,0.395217005,-0.536305346,-0.098403396,-0.196065879
0.67285298,0.05064433,0.221357467,-0.52038863,-0.098403396,0.215198332
0.328399868,-0.267694087,0.68912238,-0.004270061,-0.098403396,3.54643844
-0.722623731,-0.368983583,1.479769391,1.467949843,-0.098403396,-0.196065879
-0.911042528,-0.777759051,2.253858218,-0.39481439,-0.098403396,-0.196065879
-0.342842095,-0.777759051,1.413537153,-0.504960095,-0.098403396,-0.196065879
-0.180919692,-0.358131137,1.148608301,-0.403499933,-0.098403396,-0.196065879
-0.166199473,-0.170022072,1.082376162,-0.347532083,-0.098403396,-0.196065879
-0.142647124,-0.191726964,1.032702009,-0.378897674,-0.098403396,-0.196065879
-0.113206687,-0.224284303,0.788470687,-0.245960046,-0.098403396,-0.196065879
-0.138721732,-0.631853943,0.954051233,-0.120348514,-0.098403396,-0.196065879
-0.107318599,-0.197756101,0.512503245,-0.520656451,-0.098403396,-0.196065879
-0.189751823,-0.231519267,0.527681381,-0.313837464,-0.098403396,-0.196065879
-0.045493682,-0.213431856,0.333124313,-0.39937074,-0.098403396,-0.196065879
0.166477464,-0.340043727,-0.043571385,-0.529450479,-0.098403396,-0.196065879
-0.272185046,-0.209814375,0.12200916,0.904935443,-0.098403396,-0.196065879
-0.772672474,-0.419628332,0.805028772,1.359716178,-0.098403396,-0.196065879
-0.525372804,-0.889900994,0.453170151,-0.538054659,-0.098403396,-0.196065879
-0.322233789,-0.784994015,0.04749793,-0.456792961,-0.098403396,-0.196065879
-0.295737396,-0.557092648,-0.527894382,0.807126464,-0.098403396,-0.196065879
-0.666686901,-0.987573008,0.14891596,2.136970585,-0.098403396,-0.196065879
-1.037636406,-0.813933871,1.111352686,2.624957757,-0.098403396,-0.196065879
-0.696127338,-1.085245023,1.848185997,4.15571863,-0.098403396,-0.196065879
-0.60191794,-1.110567397,1.450792768,5.204330153,-0.098403396,-0.196065879
-0.413499143,-1.172064591,0.656006311,6.252941676,-0.098403396,-0.196065879
-0.342842095,-0.93692826,0.618750696,0.699269104,-0.098403396,-0.196065879
-0.130870949,-0.777759051,0.312426782,-0.469841617,-0.098403396,-0.196065879
-0.124982861,-0.658382145,-0.217430922,-0.42853952,-0.098403396,-0.196065879
-0.180919692,-0.633059771,-0.548591913,-0.432109339,-0.098403396,-0.196065879
-0.696127338,-0.604119914,-0.200872838,1.099200736,-0.098403396,-0.196065879
-0.831018067,-0.970801046,0.466341352,-0.494421685,-0.098403396,-0.196065879
-0.628414333,-0.889900994,0.349682397,-0.514459272,-0.098403396,-0.196065879
-1.025860232,-0.853726174,0.788470687,0.523239384,-0.098403396,-0.196065879
-0.958147227,-1.143124735,0.92507461,-0.474367456,-0.098403396,-0.196065879
-0.866881873,-1.164829627,0.068195461,-0.491250362,-0.098403396,-0.196065879
-1.529291704,-0.965868116,0.643587773,1.34014828,-0.098403396,-0.196065879
-0.993475751,-1.226326821,0.527681381,-0.53400683,-0.098403396,-0.196065879
-0.44293958,-1.128654807,0.295868698,-0.487212703,-0.098403396,-0.196065879
-0.266296959,-1.125037325,0.192380845,-0.477143982,-0.098403396,-0.196065879
-0.198583954,-1.02736531,-0.308500138,-0.504990606,-0.098403396,-0.196065879
-1.022916188,-0.875431066,0.271031621,1.046812875,-0.098403396,-0.196065879
-1.022916188,-1.251649195,0.564936996,-0.513960921,-0.098403396,-0.196065879
-0.787392693,-1.114184879,-0.440964614,-0.441181359,-0.098403396,-0.196065879
-0.796224824,-0.712644375,0.391077459,0.222337184,-0.098403396,-0.196065879
-1.385033563,-0.926075814,1.459071761,3.177903438,-0.098403396,-0.196065879
-1.261383727,-0.860961138,0.064056014,-0.314823995,-0.098403396,-0.196065879
-0.969923402,-0.853726174,-0.105664077,-0.385203338,-0.098403396,-0.196065879
-0.693183294,-1.067157613,-0.569289444,-0.501197038,-0.098403396,-0.196065879
-1.011140013,-1.012895382,-0.668637751,1.198433574,-0.098403396,-0.196065879
-1.240775421,-1.320381354,0.440751612,0.328150288,-0.098403396,-0.196065879
-0.860993785,-1.262501641,0.138567244,-0.361251987,-0.098403396,-0.196065879
-1.629389189,-1.494020491,1.318328392,0.773930196,-0.098403396,-0.196065879
-1.750094981,-1.732774304,1.781953759,0.727990385,-0.098403396,-0.196065879
-1.900241209,-1.768949124,1.624652306,3.375718207,-0.098403396,-0.196065879
-1.614668971,-1.302293944,0.088893091,-0.242532613,-0.098403396,-0.196065879
-1.31143247,-1.132272289,-0.333337215,-0.35535314,-0.098403396,-0.196065879
-0.990531708,-1.342086246,-0.383011368,-0.530803146,-0.098403396,-0.196065879
-1.058244713,-0.690939483,-0.035292293,0.08568735,-0.098403396,-0.196065879
-0.958147227,-0.987573008,0.04749793,-0.460800109,-0.098403396,-0.196065879
-0.660798814,-1.172064591,-0.374732376,-0.52684685,-0.098403396,-0.196065879
-1.096517281,-1.002042936,0.217217921,0.175787147,-0.098403396,-0.196065879
-1.770703286,-1.617014879,1.856464989,0.335849299,-0.098403396,-0.196065879
-1.897297165,-1.924500851,2.07999868,-0.342172269,-0.098403396,-0.196065879
-1.708878369,-1.765331642,1.074097071,-0.378012847,-0.098403396,-0.196065879
-1.382089519,-1.40358344,-0.047710831,-0.050576007,-0.098403396,-0.196065879
-1.302600339,-1.323998836,-0.540312921,0.195782203,-0.098403396,-0.196065879
-1.520459573,-1.410818404,0.221357467,2.239691879,-0.098403396,-0.196065879
