pm2.5,Iws,TEMP,DEWP,PRES,Ir,Is
-89.37116301,84.85469735,0.181787117,5.043648963,-3.86059817,0.321502189,0.114135881
-70.03268981,3.902544953,-14.94138218,5.530317315,-2.569529265,0.253913661,0.072352326
2.552888331,0.369367821,-9.26934105,4.89199973,-0.704305037,0.051928726,-0.007390784
27.38392913,-10.8761786,-3.119868827,9.938374533,-2.494461541,0.294643751,0.133905828
38.29655414,-5.674376992,-1.697064579,2.625008872,1.109384951,-0.093822949,-0.083600411
-75.92764542,-19.34054683,-16.97820829,0.127002389,-6.101270745,0.476788766,0.170344467
-6.448619722,2.439741816,-6.843462078,1.390817843,-4.141010068,0.294664129,0.103291744
-9.703681889,83.42233171,19.4521883,5.81631728,1.137934249,-0.258896252,-0.051265398
-11.56529982,-7.240900865,0.789208958,3.732604224,3.18156988,-0.451303588,-0.149839378
-60.34959662,-16.70620679,-10.47403377,4.344323072,-2.146849222,0.137891313,0.062332662
-34.36557428,19.4902313,-0.800503714,-0.463628349,5.128547325,0.168248901,-0.239325581
-57.24725646,26.56890339,-3.505192717,2.06642877,1.668908552,-0.257198229,-0.123227302
-107.3015541,133.6623288,4.832491336,-1.394400145,-3.939161477,0.191124219,0.038336339
-38.47770408,-20.23102973,-18.5717,-1.690489016,-3.459235037,0.209898476,0.034341535
65.4535993,42.10634055,-0.34760478,-2.619495427,1.874481736,-0.355929935,-0.202446429
111.5411756,15.43785288,-2.074440194,-0.739108187,0.39151866,-0.153343596,-0.119113277
38.37077861,57.11759734,5.78451792,-5.402808086,1.44811846,-0.422736638,-0.203602407
135.4435092,5.653461953,3.582191677,1.96342844,-0.794605973,-0.016327875,-0.028449725
111.8064239,14.00673907,6.377292806,-0.40536648,-0.486556525,0.125390624,-0.046286043
-12.28552536,-19.15329015,-2.152510872,-3.273751013,-0.867344702,-0.190709468,-0.056010024
-56.16119151,-20.05146778,-5.158514616,-5.415557211,-0.15772007,0.190694058,-0.079271469
-55.92517121,-21.65521884,-4.162923343,-6.322870581,4.247226581,4.36875033,-0.013456869
-61.87781801,-24.5427358,-8.587776607,-0.247725605,-3.229258538,0.123011208,0.068134265
-14.44553326,9.388580773,4.128217333,0.088040933,-3.367316728,0.107291066,0.080351434
-22.50175668,54.16599089,14.98804998,-2.372286239,2.416149364,0.063747527,-0.14623048
-83.97845103,-14.89301144,-6.673207569,5.579476205,2.551851953,-0.300716527,-0.10414542
-95.52266245,97.84468811,11.95696951,10.16452621,2.431907866,-0.27312243,-0.07076792
-139.0858869,269.8170393,43.77500279,3.583516949,1.994748751,-0.476577468,-0.133951824
-91.85531501,49.41358363,7.206395088,5.579864995,-1.732011977,0.032272259,0.067418235
-97.72529514,122.2315448,23.25354439,3.362162539,-4.605285084,0.212314226,0.160601296
-27.48156649,-13.5405963,6.521236388,9.515282629,-3.586892616,0.283801644,0.205990376
-19.49516099,-9.896622744,10.88885513,12.48184489,-4.734653285,0.436092053,0.290219103
14.77360536,-17.82258291,5.842746097,7.090791015,-2.61181269,0.161450758,0.135228852
40.42400585,-6.3799329,15.44124032,6.416666647,2.336243704,0.111356627,-0.035851699
18.22518636,43.14464068,24.96115463,9.932288396,4.324777066,0.035143233,-0.078237834
-84.19022695,12.3499438,12.47503232,8.20627738,-1.800921594,0.023799663,0.127676598
-5.154174077,12.09920945,14.12581435,10.23209637,-2.637830598,0.184916066,0.174382724
30.39858264,-2.224809188,10.77631843,5.722864996,-1.127488161,-0.028563578,0.060611821
-20.35165482,4.560507315,7.595424337,8.01650471,-0.786168722,0.113159229,0.074180686
-55.39600723,14.21976756,9.543836568,8.948707161,0.316163195,-0.128122758,0.036414437
-88.16791676,18.01257631,9.115262594,-0.09647833,-1.686201288,-0.137590459,0.027591335
-51.86266019,-21.48178645,2.230999772,-3.86505549,-1.534097407,-0.19728079,-0.017491156
-28.60500308,-17.32296254,3.522357496,-3.379235365,-2.923485895,-0.041154062,0.041556825
39.69517858,-8.014193889,6.706131664,-2.409317956,-1.579013365,0.541412288,0.024383117
84.67705207,-0.820279009,12.21768994,-1.57080556,-3.351649932,0.057313568,0.070827619
3.566773157,38.18342823,18.71122358,-4.599564888,0.685928347,1.07876949,-0.03525535
-28.43157728,-16.83980839,10.72480823,-1.427803417,5.073560029,0.431678008,-0.180906995
-44.94838572,-16.06494137,13.57264734,6.553915398,5.658348577,0.199121975,-0.131389049
-61.42209314,-25.04774045,12.67686722,12.19932603,-1.598951331,0.06579111,0.177325776
-31.89901489,-18.87098184,12.37892043,7.871044862,-4.535764717,0.289332271,0.244684787
10.44186341,-5.205811213,15.75580326,2.794440494,-1.918925974,-0.066610491,0.078829212
55.07035816,-8.213091304,14.80930377,4.195422237,-1.45272433,-0.051351582,0.066649466
29.47784263,-13.68163886,16.76441067,9.064678384,-1.226084212,0.03726366,0.121027069
-51.75745718,-12.706211,15.14146723,7.268633948,-0.784377723,-0.122424114,0.090636022
-61.10200667,-29.85782321,7.410674021,3.542514848,-5.78726894,0.33003181,0.250718086
-15.89321306,-7.614702321,14.28287074,-2.25810116,-4.6727404,0.090341688,0.141865782
-9.448264609,-24.17300147,10.2871679,-5.605302559,-1.09307092,1.373046377,0.05149425
35.87240161,-15.69259732,13.35843485,-2.133844053,3.162040653,6.834815831,0.223578078
47.69334126,-11.25837227,16.09428287,3.936026574,-0.613453311,-0.157352053,0.035217719
-54.96017803,-28.37813998,13.03644285,2.043320317,-0.224829387,-0.249563257,0.020322019
-10.49112968,-20.99432118,10.57109225,-4.856607132,-1.703904968,-0.157138477,-0.004133823
15.42493123,-17.98110153,10.17653274,-5.710768935,-1.240491455,-0.140148146,-0.035205564
25.98721505,-16.70373669,10.1194049,-6.557278899,-2.431537076,-0.175832642,-0.005326093
19.77262539,-14.00758652,9.698960843,-6.580328785,-3.360024509,-0.082263664,0.031104329
-15.50849956,-18.03455676,8.530299407,-6.894989178,-0.217868619,-0.416325201,-0.095995078
31.36916011,8.7337814,20.02386078,-2.69724802,-6.695575915,0.281196398,0.217140159
60.25782357,13.93143831,16.064017,-4.29772117,-2.650541307,-0.10095828,0.018594897
-47.5626936,-22.08702123,13.65651213,-3.360216885,-4.476335691,0.018888055,0.133710411
-45.27196568,-23.15077871,12.0609093,-5.007959761,0.804722647,0.100444257,-0.069066113
-7.8737322,-21.72674328,13.09005859,-3.520934454,0.643938074,-0.463058932,-0.085598619
14.94359031,-17.43790516,17.56859877,-0.57948443,-0.739203263,-0.15382773,0.01245334
17.3806,-0.327509227,22.10271318,0.375140554,1.697252333,0.152330191,-0.047365635
-11.38705546,-20.91447186,20.33737913,1.333010871,2.444220124,-0.59387872,-0.093092682
51.30419648,-15.07504485,23.35164149,3.911312331,0.032667333,-0.23752182,0.028522224
-0.638099272,-22.6368611,22.58361785,3.881448685,2.538343113,-0.309803347,-0.052775983
-56.28646869,-35.35374322,16.56906035,2.540493609,7.300632228,-0.433291029,-0.23947669
-26.91740225,-27.45855917,17.66090459,2.057900898,4.237130489,-0.750846741,-0.159278298
-0.024873985,-22.46872834,19.76709996,1.010590913,1.6154247,-0.509032217,-0.064639152
-14.18356877,-20.34797245,19.83127114,0.150804983,-2.696401244,-0.107522364,0.104583545
-20.09418583,-25.84473389,18.73934124,2.885810194,0.049990023,-0.279159746,0.02375507
33.80904247,-19.51134904,22.05662354,2.460272892,0.983314642,-0.309228427,-0.020031708
-37.34745379,-20.89444082,16.17879699,1.470499992,-5.562211582,0.218437288,0.231394591
-18.36012001,-21.18574327,16.13736703,0.695676731,-2.839074782,-0.056488997,0.108837257
66.73595236,-5.22973347,18.9346483,0.066985335,-3.458241126,0.036337152,0.11229147
76.68157114,-4.039767272,20.41396592,0.939923532,-2.972491148,0.002784317,0.102491534
21.81926068,-12.51258251,20.33829277,2.902380487,-0.924596824,-0.031008245,0.060688227
56.32329777,-4.397621439,24.76459597,3.102172681,-0.028896977,-0.288228285,0.017145595
90.52892141,3.528221296,25.81040465,2.207047051,-1.613220587,-0.130446791,0.065714761
80.93361086,-4.509438839,24.4641504,2.09791342,-0.285200431,-0.267494307,0.012876811
31.18176864,-17.06836635,23.76811619,2.755264975,4.233050109,0.768330149,-0.070819881
-66.81444195,-30.70223396,23.55242232,4.845289087,0.8570434,-0.428567788,0.02922009
-25.71118731,-25.25609762,26.19040486,3.909683651,-0.737435852,-0.281184036,0.081615435
-3.392533471,-20.54532777,26.9052313,4.285025096,-1.563673872,-0.13696522,0.1172623
-47.56627419,-22.99411958,23.50738447,7.697148833,-4.77786562,0.210344437,0.282473064
-69.47169682,-28.26159648,21.23347057,8.530960295,-6.072107316,0.355747368,0.345245533
-37.68589246,-26.26703779,20.25708992,1.806045363,-0.746482438,-0.288083998,0.049410983
-48.74562492,-28.86825121,19.83542177,1.48711503,-3.752756978,-0.003168301,0.171594264
-9.537357618,-17.58733036,20.6800088,-0.859806787,0.5029772,0.640309634,0.021879653
-14.70432104,-18.18416166,19.87996799,-1.349607494,4.909377208,2.329102193,-0.048429964
64.64100111,7.968517937,24.45659637,-0.139543797,2.501100207,0.079937012,-0.092124237
26.57720628,-20.19906111,19.40387843,-1.635087179,2.644288231,-0.60514424,-0.137952375
11.10554756,-17.99650245,19.87773667,-4.675029386,0.903492037,-0.132669105,-0.07503762
34.51546801,-17.58233536,20.26727607,-5.160325992,-0.07036715,-0.45349894,-0.065850321
99.66157181,-3.72397411,22.46234851,-1.730383403,0.641679188,-0.037921434,-0.051869509
105.5597897,1.118947969,26.2030613,-0.475843594,-0.664444444,-0.153093502,0.005853088
18.18684018,-16.17738805,24.56950016,-2.431501861,-0.310256993,-0.370699983,-0.014193959
57.92483762,0.888933868,27.39844395,-2.183801315,-1.225041344,-0.256143874,0.016945125
66.08165352,20.29041504,28.4154755,-2.804502313,0.845653599,0.754294349,-0.017662894
-52.12746594,-23.96424534,23.10959055,0.035498556,2.734190377,-0.113803187,-0.072255716
-24.76224921,-19.73647987,23.84420951,-2.902554174,1.028198372,-0.57891624,-0.069259281
66.90629319,-5.935689776,25.5520274,-4.260330491,-1.824021066,-0.270407704,0.015959746
75.20394694,3.604797558,27.89466538,-4.437438187,-3.352419436,-0.12669442,0.07571109
-4.18960255,-4.550705805,27.06870512,-6.781772473,-2.64175811,-0.296896966,0.037297032
64.77434558,8.082988412,28.19757211,-5.865183263,-3.856274768,-0.111850032,0.081603614
113.3685399,3.33592821,27.26710496,-4.461606516,-3.365973783,-0.098346739,0.068808198
84.0444532,11.1009691,31.36023928,-1.567200134,-2.649329813,-0.148570405,0.078821385
72.18719803,34.01844336,38.2337263,1.803788948,-0.617535322,-0.315006266,0.035246573
98.18605912,10.75796186,36.41394642,3.858814572,1.141796322,-0.186831338,0.002158194
118.109763,0.164324618,30.85681044,2.672646127,1.197587466,-0.298859874,-0.0291097
28.85173322,-9.195722278,29.17495961,2.07461564,0.916418949,-0.208202037,-0.001788906
-53.31497285,-26.27149947,19.89297881,-2.917211505,-0.497525532,-0.337522033,-0.0032269
-25.91524671,-24.2782153,17.98802738,-1.281470248,-1.350258719,-0.268367249,0.034413906
49.94809994,-9.276705162,23.26499116,2.466908424,0.428172634,-0.344190274,-0.007913693
23.29750501,-8.823532152,24.68259759,0.293288639,2.994076758,-0.253394877,-0.105654155
-81.08159303,14.03597629,24.30417687,-0.79511576,-1.798761785,-0.258202277,0.060171095
-86.00581378,26.06700679,21.60836586,-6.874522706,-2.16454822,-0.323583177,0.000914825
-16.35386725,-15.32785243,18.31147184,-4.638356682,-0.265791368,-0.185246562,-0.036477075
-2.23197057,-20.07107068,22.27339634,-0.022638568,1.907735601,0.341635561,-0.032464196
141.0070758,4.373949084,26.4526634,0.441404036,-1.867916826,-0.117074677,0.051125745
51.32999915,-6.151708765,22.96508822,-0.483553019,-2.345820999,-0.126928007,0.072949007
18.1609537,-3.229398131,25.64753808,-1.783193626,2.169695133,-0.388949706,-0.102330261
-1.872014588,-24.58716386,24.48423963,1.785283997,2.275940892,-0.597270511,-0.071741168
34.73522595,-14.43765649,28.30009929,0.460964214,2.324914702,-0.527859191,-0.084447454
-23.40517019,-5.547918742,24.36288993,0.273394171,-4.092319588,0.007219714,0.166828205
40.6996636,14.51697106,25.96135229,-2.022542305,-2.866646478,-0.117997258,0.075844863
129.5657844,39.26257902,28.97399089,-5.513884818,-1.912367105,1.815991247,0.092100382
14.69382971,-15.92282152,19.45469526,-6.928448996,0.243862637,1.60645076,0.019579601
23.37490647,-13.19187118,20.41120353,-8.920116457,-1.984057004,-0.348609436,-0.026327916
-56.596349,-23.64552161,16.31135221,-6.895185971,3.821523218,3.569133297,0.008858827
-72.20367749,-30.9466833,13.54459349,-6.041580851,0.651990195,-0.360188225,-0.084523778
-15.06201177,-23.92316391,15.38412776,-7.16694984,-0.388766823,-0.463544228,-0.073310849
35.10859797,-4.880831856,18.64146661,-7.131486925,-1.654421292,-0.313932249,-0.031679895
-6.433237071,-24.87409444,13.53654661,-7.122499215,-0.80727946,-0.402628946,-0.060676922
-30.50209879,-25.96335034,14.71113548,-6.800684293,-2.058433761,-0.296371565,0.000919419
-56.41725836,-21.33361781,15.4850038,-4.811905853,-1.517798009,-0.324090713,0.002514581
-47.17962312,-25.39423603,16.58920354,-3.482442565,-0.250877772,-0.427781418,-0.032561305
19.00861116,-14.11625944,20.70821166,-1.924467402,-0.546888844,-0.345900622,-0.011453131
14.50004157,-19.03255819,20.19006068,-2.61072008,0.009762221,-0.377475772,-0.036909424
-5.519850247,-23.72777529,17.56450509,-4.624947579,0.948397334,-0.426550634,-0.091858176
-24.89201738,-20.6850014,16.24352585,-7.296544681,0.487020768,-0.31149747,-0.095166389
1.693371527,-21.91026956,15.33078279,-7.938312061,-1.550068318,-0.352735284,-0.037418794
16.01468523,-18.42333328,15.65352618,-6.993179573,-0.229195939,0.215591434,-0.04879946
-0.772258327,-22.96207992,14.38642952,-4.87051753,-0.705091601,-0.365485777,-0.041687834
23.54595433,-16.20431658,17.82989561,-4.764767065,-0.404976163,-0.398302433,-0.052560346
58.78224649,-13.18801679,19.02871825,-4.126929788,-1.28295763,-0.282733647,-0.014387905
39.40641902,-14.92815521,15.94369337,-6.141308066,-2.17477721,-0.227403958,-0.001524272
1.788257374,-20.53939892,10.95218092,-5.251384982,-1.788611248,-0.236032274,-0.01057419
62.4204156,-1.712281163,15.5803667,-2.915981376,-1.136152653,-0.231266309,-0.022384053
2.511668814,-8.557379631,15.67572113,1.281688042,-1.541972246,-0.143958176,0.050645048
-5.354939981,-17.45712185,11.72912726,-0.23159149,2.154125639,-0.525542601,-0.119421535
25.91342307,-15.96326213,15.27682517,-1.748749234,-2.81619246,-0.073145143,0.07113439
60.50198736,-8.597722867,16.92676932,-3.332608881,-3.694721483,-0.005080058,0.085265368
98.64220746,0.626543982,17.0554586,-4.260291764,-4.630289832,0.098447784,0.103524549
205.5187888,31.18112143,23.00362998,-3.294077959,-5.346105599,0.238187162,0.123259261
83.82123889,72.0122115,32.6507135,-5.311488164,-0.392585879,0.39088867,-0.03854088
-55.15180734,1.710338475,14.37987583,-5.33870942,7.083065724,14.40451234,0.476463557
-69.84659012,-34.85091436,5.119067426,-5.535806917,6.116313721,11.26052978,0.337438039
-22.66887289,-25.40364686,9.470741217,-4.330344721,1.648268788,-0.247513268,-0.121730885
-2.346402431,-18.71112859,10.74100719,-4.001510257,3.18633048,0.010240509,-0.163856469
-87.44175297,-0.956565359,11.55575689,-6.858422011,6.835137942,6.86698905,0.061210169
-62.01640914,33.94002141,8.996369426,2.50244469,-8.708517653,0.64594924,0.329523444
115.4766112,-0.973984627,5.223872602,-6.394103126,0.119210237,-0.318118334,-0.141591149
126.918926,1.653303142,8.230192915,-6.07697597,-2.282595062,-0.045351409,-0.033966503
-66.94277086,9.302864382,13.84527603,-4.14988829,3.021648383,0.74063041,-0.11554037
-121.3667289,150.6115244,32.95174279,-3.926155989,-0.544673963,-0.408447215,-0.070592291
-68.88598608,-33.39326279,0.121005796,-4.364038968,0.850525011,-0.449702729,-0.116171555
-17.11721582,-24.57836946,5.25731856,-3.012167804,1.517258705,-0.486507779,-0.130826398
171.0710843,11.84276578,10.38729666,-1.979163738,-1.538572201,-0.052708492,-0.03205682
277.2920507,32.61255182,10.74227601,-2.633888615,-4.433003232,0.301073921,0.053105322
268.66305,30.99046501,10.24390015,-1.904934655,-3.721907969,0.243453502,0.032528518
257.9555348,28.20029819,11.34462832,1.462720019,-1.551640549,0.083517033,-0.016206079
288.0315622,34.39625174,12.55678076,0.747365235,-1.579203479,1.005786787,0.022398519
-85.00692917,-25.105841,1.480392475,-4.711198763,2.032907156,0.166484852,-0.126103644
-41.47919896,-27.2447705,-4.342610498,-7.397125617,1.483948859,-0.520980275,-0.190937438
21.198137,-16.14505322,2.037351418,-3.608031459,1.082213771,-0.400236286,-0.136813336
-85.44269142,5.154483365,1.529600848,-2.62381844,-2.039510626,-0.109436696,0.005461319
-68.20298728,37.00898871,8.409227825,0.092003481,-0.947413567,-0.170831051,-0.015594967
-21.15690592,-8.3340218,0.100113277,-3.59161372,1.692009637,-0.46323407,-0.163577934
-60.45856139,32.178649,-4.136006868,-8.391147498,-1.517263545,-0.200620617,-0.106332384
-26.82031054,-22.15099575,-10.37039841,-9.653208594,2.177102313,1.722504934,-0.135882241
-22.06074594,-25.99130338,-7.901595731,-11.2681219,2.177760559,-0.632827103,-0.270914785
-11.7399833,-23.9044836,-7.78409536,-11.44421681,1.453991984,-0.557626559,-0.245496832
29.65837555,-16.28291247,-3.146162639,-8.130806807,1.721228609,-0.516123531,-0.222452151
73.35437195,-7.944034014,-0.022607231,-6.573354313,1.012499875,-0.402080838,-0.181589116
120.0329237,1.615750245,3.613106936,-5.700885794,0.249447334,0.119881839,-0.122738786
2.863709461,0.55894235,-1.79200849,-8.446808124,2.549214299,3.19120406,-0.054205803
-98.04494775,43.46890087,-6.738829088,-8.318935403,-3.776493509,0.033076301,-0.018942271
-81.2526711,-28.39581042,-28.14100535,-11.86186365,-4.444708143,0.128313275,-0.040386741
-7.699580988,-19.791012,-18.61347001,-8.74387662,0.364636697,-0.301614198,-0.200191721
-17.85425152,-18.62788545,-12.56001313,-7.967588514,-1.395068485,-0.162260223,-0.105463915
-42.97134097,-21.6737874,-10.86441516,-7.803036361,-2.259653074,-0.104219311,-0.058963635
-44.09035005,-23.2470705,-10.79977653,-7.583379043,-1.71295701,-0.156318418,-0.077968082
-23.57221193,-13.83812291,-8.321342694,-5.692118395,-0.832514018,-0.200380872,-0.097261777
-29.61821672,-9.275936007,-11.13117897,-7.078634264,2.43252587,-0.531167463,-0.25325036
14.54759327,-17.68854311,-8.260936337,-2.887761197,-1.014522577,-0.103162907,-0.064689226
-29.81981399,-17.92370189,-8.471774954,-2.948335419,-0.22511322,-0.20792563,-0.091129742
5.936620072,-14.66785848,-6.189716544,-2.08995886,0.359767832,-0.240275973,-0.108462192
173.2865289,13.19370916,-1.722485277,1.098687152,0.332351201,-0.075616918,-0.105404629
-36.14589384,30.77341932,1.61099145,0.214720853,0.758289756,-0.271455926,-0.101237774
-95.43123831,39.20792508,-5.167456048,-2.279295569,-1.379941938,-0.088698293,-0.049697634
-34.42957668,-26.7642524,-17.25114694,0.352613316,4.159287737,-0.514591468,-0.251291887
34.71861719,-10.27360248,-11.15502844,2.730275066,4.283595678,-0.465072071,-0.237786128
-29.04588139,28.13780131,1.543284961,5.809641469,5.931486778,-0.660882756,-0.255702826
-49.45468297,80.39535603,1.582048462,2.110690303,5.954631476,-0.704861581,-0.319308622
-101.6534039,91.15836208,-2.444207072,-3.598853595,-0.084136315,-0.219867365,-0.13703218
-108.9989044,152.8146375,6.715786173,-13.55926471,2.518595345,-0.707674939,-0.357413458
