DT_corss,DIWS_corss,DIR_cross,DIS_corss,DP_cross,TP_cross
1.145037298,-0.401749331,-0.22485698,-0.112853346,-1.445697971,-1.25860224
1.47211043,-0.601546793,-0.185445914,-0.117778312,-1.82588013,-1.876299546
1.326998398,-0.516800359,0.060375181,-0.117198904,-1.895780657,-1.77350149
0.690085678,-0.540661842,0.46404272,-0.108507787,-1.568047876,-0.889939928
0.865782996,-0.473527517,-0.210426317,-0.105610748,-1.388458894,-1.043628698
1.186524175,-0.509127115,-0.22485698,-0.112853346,-1.37448734,-1.239962728
1.328737794,-0.324031101,-0.194736251,-0.09773607,-0.954146806,-1.285182851
1.092233366,-0.413309633,-0.148041734,-0.094022592,-1.204468243,-1.441008439
1.404724989,-0.64687162,-0.119341499,-0.12061741,-1.716659483,-1.605002227
0.869819099,-0.153226478,-0.122770348,-0.061617142,-0.495700623,-1.099677844
0.932370937,-0.270421903,-0.155012572,-0.077799174,-0.659545271,-0.983792569
1.140406437,-0.355360571,-0.191955068,-0.096340224,-0.816727678,-0.97172149
1.235013601,-0.392039342,-0.204076825,-0.102424005,-1.027723123,-1.171559988
1.119466479,-0.304964118,-0.030712659,-0.095760816,-1.202565516,-1.421557198
1.460360429,-0.325078009,-0.236978737,-0.118937128,-1.753785473,-1.753161024
1.600588699,-0.302604108,-0.245059908,-0.122992982,-1.673895246,-1.715013456
1.53424826,-0.502114111,-0.251986626,-0.126469429,-1.753129538,-1.628391044
1.347742952,-0.613837665,1.752941234,-0.134291434,-2.172265219,-1.571967155
1.486287497,-0.322024842,-0.208694637,-0.104741637,-1.777991663,-2.332458939
1.907252805,-0.439758687,-0.239287643,-0.120095943,-2.013371117,-2.578075284
1.955817125,-0.431901609,-0.189095102,-0.120095943,-2.033579314,-2.67025575
1.272795061,-0.159407366,-0.144622494,-0.072584504,-1.229070208,-2.875196424
0.976719823,-0.13543552,-0.108257224,-0.054333158,-0.888022311,-2.84501231
1.298736143,-0.354169435,-0.197727334,-0.099237263,-1.217000608,-1.554112107
1.364659068,-0.32632862,-0.176947179,-0.088807922,-0.965816473,-1.618212414
1.307681278,-0.323129766,1.01173156,-0.114012161,-1.167979331,-1.137771051
1.008773969,-0.342938305,3.765470337,-0.124731206,-1.366988477,-0.858279332
1.181526616,-0.022637098,0.605953645,-0.129076764,-1.544929729,-1.060904459
1.181526616,-0.680091167,-0.203235707,-0.129076764,-1.316876356,-0.904300028
1.395462112,-0.523313555,0.28924699,-0.132263507,-0.932096009,-0.719977301
1.547947548,-0.687899642,-0.275075687,-0.138057585,-0.914852142,-0.71946021
1.419798191,-0.66200513,0.245756107,-0.138926696,-1.411523949,-1.005457286
1.812219874,-0.538994621,-0.106471408,-0.144141367,-1.755557022,-1.482752729
1.915991334,-0.518993902,-0.222393945,-0.141244328,-1.49448839,-1.389838147
2.002979926,-0.203380445,-0.22695543,-0.144141367,-1.561522961,-1.457699061
1.595388573,0.408831504,1.495622007,-0.141823735,-1.440958464,-1.106726407
1.484503804,-0.27180104,0.482411617,-0.125020909,-1.63312484,-1.501950313
1.763824385,-0.337716828,-0.273921234,-0.137478177,-1.414156481,-1.277925259
2.0875198,-0.533967208,-0.2993192,-0.150225148,-1.292497509,-1.157697799
2.297376351,-0.236962089,-0.2993192,-0.150225148,-1.260900128,-1.242933016
2.296400585,0.047480089,-0.293546935,-0.147328109,-0.93909848,-0.962072337
2.311538079,0.003182244,-0.297587521,-0.149356037,-1.014854046,-1.018308223
2.304222074,-0.55202138,-0.311440957,-0.15630893,-1.305388292,-1.192110841
2.41234558,-0.011516424,-0.303359786,-0.152253076,-1.847948021,-1.862161303
2.452247401,0.964377876,-0.306245918,-0.153701595,-2.628485262,-2.642002672
2.645812342,-0.108968674,0.087238627,-0.169345606,-3.45167511,-3.083622873
2.206800829,-0.713699041,-0.120166933,-0.162682416,-2.884721133,-2.329195382
2.076029659,-0.338152435,0.074403869,-0.144431071,-2.372735974,-2.286556205
1.450680789,-0.318629783,-0.131531012,-0.113722457,-0.930598592,-1.010792367
1.210748032,-0.375832727,-0.199459013,-0.100106374,-0.840233086,-0.982992626
1.38603068,-0.434224688,-0.236978737,-0.118937128,-1.663726065,-1.578483135
1.442120864,-0.293912228,0.296849629,-0.135739954,-1.835957225,-1.391454467
1.001408622,0.661316353,-0.157321478,-0.07895799,-0.669369171,-1.041130192
0.817969555,0.887071961,-0.155012572,-0.077799174,-0.093357855,-0.122168207
1.191754343,-0.230641306,0.057987319,-0.112563642,-0.627534273,-0.571541928
1.441263485,-0.469959024,0.910850983,-0.126469429,-1.566923977,-1.367226189
1.865982419,-0.670056322,-0.284888537,-0.142982551,-1.807606234,-1.597590497
1.558198809,-0.351440273,-0.235247057,-0.118068016,-1.209528884,-1.309166112
1.567437086,-0.073641919,0.072016007,-0.139795808,-1.614419311,-1.253829076
1.699308346,-0.638513028,-0.269303421,-0.135160546,-2.078294132,-1.871972659
2.090910809,-0.615764938,-0.155802025,-0.157467746,-2.455746144,-2.005191849
1.540494965,0.085514324,-0.195995654,-0.098368151,-1.020130861,-1.572632793
1.540766741,0.302823,-0.230052018,-0.115460681,-0.998250306,-1.117193223
1.646607553,0.624909397,2.653949945,-0.143561959,-0.903013821,-0.698595723
1.449001785,-0.493896075,2.61721264,-0.13545025,-0.624072579,-0.477270482
1.739450071,-0.475972934,-0.281425178,-0.141244328,-0.359625205,-0.30362689
0.958470896,-0.261384907,5.205582775,-0.121834167,-0.540837209,-0.338164079
0.930065177,-0.327227899,0.009759943,-0.100396078,-0.327417323,-0.292551086
1.156104463,-0.500938602,-0.232938151,-0.1169092,-0.317337024,-0.259920549
1.275014188,-0.24900574,-0.243328228,-0.12212387,-0.341766337,-0.282919808
1.019978478,-0.549994914,-0.218507488,-0.109666603,-0.205411335,-0.168689016
1.165407425,-0.426945328,-0.209849091,-0.105321044,-0.228285522,-0.232244805
1.007342616,-0.15324825,-0.184451124,-0.092574073,-0.356427912,-0.405686302
1.103862747,-0.309733481,-0.203499599,-0.102134302,-0.638134839,-0.653889644
1.38603068,-0.403529874,-0.236978737,-0.118937128,-1.068333344,-1.013596049
1.422727626,-0.543464075,-0.19593733,-0.124441502,-1.081131481,-0.9618115
1.225309306,-0.567875359,-0.090849951,-0.122992982,-0.778807612,-0.610851197
1.128062732,-0.35571136,0.061270629,-0.118937128,-0.35786463,-0.2763359
1.228329317,-0.545758463,-0.235247057,-0.118068016,-0.191347186,-0.163264792
1.109880119,-0.536123408,0.562432967,-0.119806239,-0.340320297,-0.254815138
0.990677469,-0.502067879,-0.208117411,-0.104451933,-0.424129686,-0.372922142
1.230313023,-0.508817154,-0.239864869,-0.120385647,-0.666077119,-0.54753374
1.379125208,-0.651733536,-0.250832173,-0.125890021,-0.797152041,-0.671710937
1.177751359,-0.544438684,-0.227165886,-0.114012161,-0.333453911,-0.292554812
0.709666376,-0.382910746,-0.169443234,-0.085041772,-0.137823131,-0.130957965
0.783878516,-0.265592034,-0.191377842,-0.09605052,-0.478907339,-0.39402247
0.679756962,-0.105835081,-0.141159135,-0.070846281,-0.59762157,-0.783729136
0.43951945,-0.260334324,-0.152703665,-0.076640359,-0.553001006,-0.400690585
0.9564122,-0.393290127,-0.177524406,-0.089097626,-0.534193431,-0.623205902
1.146133911,-0.432943481,-0.202345146,-0.101554894,-0.493535858,-0.531095396
1.131576119,-0.403906605,-0.205808505,-0.103293117,-0.354246173,-0.36380306
1.344924179,-0.190050993,-0.242173775,-0.121544463,-0.641810789,-0.565789172
1.206938802,1.827341549,0.745389198,-0.125310613,-0.76185468,-0.567024536
0.28351458,0.33718077,13.76363986,-0.089677034,-0.352818572,-0.120443825
0.17203941,-0.352682292,9.124285165,-0.075481543,-0.128679906,-0.03762507
0.482278709,-0.381324389,0.098817664,-0.084096422,-0.257130258,-0.169791682
0.419353448,-0.355866049,0.470318908,-0.091994665,-0.377416589,-0.181090677
0.148761548,0.368058101,6.282856846,-0.080290628,-0.113235371,-0.02530249
-0.34104809,-0.468304067,0.081073073,0.04068972,0.016305032,-0.032522808
0.12537259,-0.434993161,-0.154435345,-0.07750947,0.151532752,0.030621027
0.377094188,-0.448133443,-0.130251942,-0.08272414,0.102568644,0.054729326
0.287215679,0.405262223,0.836597713,-0.066211018,-0.193648842,-0.122852129
0.016837129,0.157775185,-0.007242584,-0.003634976,-0.001303681,-0.016086309
0.094496954,-0.161959504,-0.070160274,-0.035212701,0.046622352,0.034405944
0.216718962,-0.285698559,-0.118647301,-0.059547829,-0.126566134,-0.074903608
0.315784611,-0.402221626,-0.158475931,-0.079537398,-0.235970709,-0.114058191
0.297468371,-0.421447575,-0.159630384,-0.080116805,-0.065806682,-0.029531378
0.242299038,-0.402423362,-0.152703665,-0.076640359,-0.114535327,-0.045750545
0.187964215,-0.402876423,-0.149817533,-0.075191839,-0.42551527,-0.13698376
0.204928661,-0.446646534,0.60831007,-0.084462364,-0.453106388,-0.126036576
0.068607336,-0.062232993,0.194740165,-0.035212701,0.045141091,0.024186003
-0.022456399,-0.13693833,-0.058720694,-0.029471297,0.174830927,-0.043770355
0.063657631,-0.224144502,-0.093249334,-0.046800857,0.01668383,0.004695251
-0.030299037,-0.070535912,0.025659328,0.012878146,-0.039804097,0.070415796
-0.028560271,-0.165205216,0.026236554,0.01316785,0.007492291,-0.011949986
-0.009319076,-0.021597958,-0.04591676,-0.023045137,0.043114899,-0.007325913
0.112369718,-0.345151669,0.065487957,0.032867715,-0.396090364,-0.398955744
-0.049432094,-0.046547112,0.222282427,-0.01058787,0.112896797,-0.482051692
-0.113921294,-0.184955472,-0.067851368,-0.034053886,0.357381122,-0.339956497
-0.100907761,-0.181812018,-0.066696915,-0.033474478,0.36538209,-0.318613649
-0.081172696,-0.24515203,-0.089785975,-0.045062634,0.279558063,-0.108210405
-0.039308876,-0.29138277,-0.106525544,-0.053464047,0.21472735,-0.028593973
0.034076188,-0.35014504,0.144796839,-0.066211018,0.148941031,0.011210501
-0.087910703,-0.001402287,1.164649916,-0.032315662,0.226307699,-0.184473986
0.266636293,-1.060775392,0.141681857,0.071108629,-1.069316478,-0.546010612
0.708571572,0.3596927,0.178624354,0.089649679,-2.053360689,-1.752958629
0.266648542,0.173121577,0.067219637,0.033736826,-0.484620039,-1.099391315
0.064792975,0.073001084,0.035472178,0.017803112,-0.20780586,-0.411352397
0.028257579,0.057759649,0.032586046,0.016354593,-0.179890348,-0.184027838
0.0273493,0.054048663,0.027968234,0.014036961,-0.147311972,-0.197996821
0.025390483,0.027844322,0.022195969,0.011139922,-0.089260154,-0.176841598
0.087651873,0.016694954,0.027198598,0.01365069,-0.132347639,-0.602821033
0.021222908,0.055876121,0.021041515,0.010560515,-0.05500113,-0.101350643
0.043931203,0.059551231,0.037203858,0.018672224,-0.100128504,-0.122168407
0.009709801,0.018168845,0.008919759,0.004476733,-0.015155052,-0.07109934
-0.056609617,-0.088141573,-0.03264055,-0.016381948,-0.007253654,0.014816176
0.057108335,-0.246309895,0.0533662,0.026783933,-0.033209069,-0.025599276
0.324235261,-1.050615263,0.151494708,0.076033595,-0.622023573,-0.337812881
0.467529781,0.282679285,0.103007681,0.051698468,-0.238083273,-0.403276568
0.252951596,0.147194127,0.063179051,0.031708899,-0.015305438,-0.037285591
0.164753129,-0.238697479,0.057984012,0.029101564,0.15611811,0.294086079
0.658401988,-1.424690297,0.130714553,0.065604255,-0.09928032,-0.147065383
0.844567417,-2.723751733,0.203445094,0.102106946,-1.153180007,-0.904567594
0.755468729,-2.892909347,0.136486818,0.068501294,-1.286572798,-2.005734655
0.66847044,-3.132579685,0.11801557,0.059230769,-0.873258194,-1.611203148
0.484647704,-2.585586024,0.081073073,0.04068972,-0.271258047,-0.768881769
0.321218448,-0.239738885,0.067219637,0.033736826,-0.212133785,-0.579725013
0.101786065,0.061488618,0.025659328,0.012878146,-0.040887589,-0.242992757
0.082286484,0.053560095,0.024504875,0.012298738,0.027175139,0.143152637
0.114532979,0.078177089,0.035472178,0.017803112,0.09925108,0.347291471
0.420544388,-0.765183682,0.136486818,0.068501294,0.139833074,0.121351282
0.806753209,0.410873353,0.162934288,0.081775,-0.387538089,-0.452724672
0.55922654,0.32329358,0.123210609,0.061838104,-0.21974543,-0.311182713
0.875803731,-0.536770476,0.201136188,0.100948131,-0.808860722,-0.673138063
1.095281795,0.454513863,0.187859978,0.094284941,-0.886357672,-1.057475668
1.009769689,0.425856034,0.169965956,0.08530412,-0.059117409,-0.079436093
1.477094097,-2.049477647,0.299841922,0.150487497,-0.984233442,-0.62162091
1.218325959,0.530522836,0.194786696,0.097761388,-0.524238656,-0.64710983
0.499925886,0.21580579,0.086845338,0.043586759,-0.131051957,-0.333933628
0.299594018,0.127061991,0.052211747,0.026204525,-0.051230434,-0.216435631
0.204018265,0.100283031,0.038935537,0.019541335,0.061263177,0.31694234
0.895492609,-1.070801836,0.200558962,0.100658427,-0.277242633,-0.237269501
1.280332223,0.525738946,0.200558962,0.100658427,-0.577883198,-0.707102936
0.877301032,0.347382978,0.15438084,0.077482115,0.347212315,0.491316105
0.567425142,-0.177030385,0.15611252,0.078351227,-0.311385581,-0.278699151
1.282646084,-4.401502922,0.271557823,0.136292006,-2.02086336,-1.351211069
1.086002369,0.397113864,0.247314309,0.124124442,-0.080799214,-0.055149739
0.828048995,0.373617732,0.190168884,0.095443757,0.102486061,0.090208188
0.739735829,0.347421414,0.135909592,0.06821159,0.394621932,0.607521564
1.02417905,-1.21178414,0.198250055,0.099499611,0.676086384,0.67726009
1.63829673,-0.407160812,0.243273724,0.122096515,-0.546873767,-0.58196021
1.087006066,0.311035716,0.168811503,0.084724712,-0.119305536,-0.174941373
2.434340836,-1.261033494,0.319467624,0.16033743,-2.148070029,-1.969609632
3.032519613,-1.274052319,0.343133911,0.172215289,-3.11858833,-3.087723685
3.361430022,-6.414678847,0.372572463,0.186990188,-3.087231262,-2.873927274
2.102773622,0.391609885,0.316581491,0.15888891,-0.143532916,-0.115764934
1.484898645,0.466021646,0.25712716,0.129049409,0.437149247,0.377428491
1.329378982,0.525777347,0.19420947,0.097471684,0.379384905,0.514034289
0.731183055,-0.090678185,0.20748568,0.104134874,0.037347882,0.024384839
0.946240339,0.441514347,0.187859978,0.094284941,-0.04551001,-0.046907674
0.774498892,0.348139774,0.1295601,0.065024847,0.24762271,0.439210549
1.098757396,-0.192753644,0.214989625,0.107901024,-0.238183204,-0.217661683
2.86325356,-0.594689457,0.347174496,0.174243217,-3.287248656,-3.00193151
3.651350009,0.649202476,0.371995236,0.186700484,-3.946375599,-4.00295923
3.016737057,0.645977977,0.33505274,0.168159435,-1.835501251,-1.896137546
1.939877961,0.069900569,0.270980596,0.136002302,0.065940639,0.066966132
1.724641333,-0.255025964,0.25539548,0.128180297,0.703811794,0.715373678
2.145092348,-3.405360958,0.298110243,0.149618385,-0.33656508,-0.312295188
1.956365778,-0.551341418,0.261167746,0.131077336,-0.614669208,-0.677729634
2.944235926,-8.909928747,0.340247778,0.17076677,-1.555066003,-1.52031955
2.818956845,-18.01154429,0.329280474,0.165262396,-2.165386269,-2.164192511
2.014545653,0.469906104,0.260590519,0.130787632,-2.500432428,-2.851537295
1.859936742,0.629129175,0.226534155,0.113695102,-1.66189493,-2.315465946
1.849438269,0.238238003,0.239233138,0.120068588,-1.310577925,-1.628036194
2.355952595,-5.809864038,0.303305281,0.152225721,-2.346770884,-2.31036893
