Iws,TEMP,DEWP,Is,Ir,pm2.5
-15.50196372,-19.67977373,-7.183513688,-0.500280878,1.381116915,2
-18.35619506,-17.32850548,-5.714995158,-0.377546368,-0.274886227,3
-17.83524566,-19.80074856,-1.585906752,-0.116600651,-0.154647748,3
20.55852298,-24.81353844,4.082417465,0.26945531,-0.006274634,0
7.543129654,-27.97222548,2.733373033,0.215380811,-0.051339855,0
-12.3978477,-31.49260878,1.722360072,0.181649985,-0.084639934,0
-10.84814794,-27.96920091,-0.21056045,0.03882899,-0.135518432,2
-10.15542969,-29.49290236,1.635897422,0.159445205,-0.082964851,2
-13.14094625,-32.40280968,1.966326351,0.203673576,-0.079217165,0
-12.3438008,-28.02137282,-1.336043147,-0.026239305,-0.169683596,2
23.45207007,-22.33806049,1.409908161,0.093818984,-0.082954045,1
-15.17519088,-27.88689571,2.602159103,0.199036606,-0.047565343,2
-16.64798346,-24.07583957,2.088370087,0.134536042,-0.053162938,2
-17.48722574,-19.56869965,-0.663446894,-0.06528267,-0.12587198,3
-6.996539154,-15.39757348,1.233727065,0.010451668,-0.060576094,2
-1.490771966,-15.73982568,-3.304640179,-0.24668007,-0.202528791,2
-19.89090828,-17.51690256,-3.601514812,-0.25430948,-0.210006496,3
-12.92641643,-10.56115614,-3.083398194,-0.284539981,-0.17877658,3
-0.837394308,-8.140334648,-4.51026775,-0.384495456,-0.220445712,3
13.37814402,-11.60998993,-3.007373068,-0.261448618,-0.187887509,1
-3.341957245,-15.7736113,-5.195038692,-0.372341226,0.198241347,2
-6.926691539,-16.16997719,-3.767106415,-0.302206359,0.658824466,2
20.00507358,-12.07911404,-7.695980569,-0.568215656,0.872938548,1
1.891430296,-14.75994246,-1.788628521,-0.166740038,-0.154656102,2
-14.65395159,-15.45384117,-2.743231622,-0.221458953,-0.180183572,3
-14.25627259,-12.76830342,-3.938861275,-0.272843293,-0.208646809,3
29.98009518,-20.50983677,4.203410781,0.241022175,0.005218027,0
11.23461959,-22.61331602,0.848487293,0.059566651,-0.096799888,1
-9.343486943,-20.46715556,-3.469602471,-0.217886623,-0.175311553,2
-7.284085278,-18.10186588,-6.430902847,-0.504750488,2.446923283,1
76.6658198,-14.20425044,-1.591543382,-0.134037235,-0.172159515,0
-9.297578841,-21.08658562,1.200800069,0.058947657,-0.075260443,1
-17.08365741,-16.70145912,-1.249691166,-0.124812533,-0.136714991,3
5.125202876,-16.29659026,4.854620177,0.231964955,0.044191226,1
0.148694915,-15.22112365,0.042957914,-0.057404073,-0.099048476,1
-11.70913036,-13.85680443,-5.725069695,-0.275454543,3.114922036,2
39.19145252,-10.21659627,-2.012687722,-0.207448426,-0.162448293,1
-17.00484042,-20.12778286,-0.644635498,-0.058993847,-0.126875136,1
-5.081560266,-18.3245197,2.252000591,0.096290453,-0.037403129,1
-17.2042128,-14.26125097,-5.369586233,-0.386263219,-0.215228287,3
-19.93798306,-8.263815642,-5.649514422,-0.20564136,-0.240120106,3
67.02139304,-0.735189275,-0.178081452,-0.177023695,-0.091379503,3
-3.183584866,-11.4345404,2.556835307,0.052548694,-0.011192779,1
14.63283292,-7.873295799,2.937421574,0.04874844,0.003577533,3
6.574532401,-9.641042713,2.232032795,0.021078287,-0.019862787,1
-2.245052905,-10.57995622,1.014746157,0.206383309,-0.047433655,1
-7.653992513,-16.39470111,2.204950931,0.075296548,-0.033088912,0
-12.07663186,-15.49159483,3.7953929,0.157479706,0.019477935,1
-5.394462448,-13.17503391,1.72251075,0.019243771,-0.04047189,1
-7.610843337,-12.0055565,1.415473771,-0.009798513,-0.046183659,1
-11.69104406,-6.546191767,-2.180209795,0.190759274,-0.124386647,3
-15.20732367,-2.139767967,-6.605616664,6.300016607,-0.01188893,3
3.074813911,-5.590216645,3.81140947,0.074613899,0.040047318,2
100.911982,-1.919370976,5.909737167,0.197216423,0.081087122,0
17.30451403,-14.57783367,5.90165797,0.281261395,0.076613966,0
-0.297015305,-10.22070271,2.430134163,0.035320111,-0.012962338,2
-15.66101695,-6.659457644,5.708893877,0.18724807,0.101805797,2
-13.05594029,-3.084921646,-0.760187338,-0.09254839,-0.083864808,2
-4.675603832,-13.00816645,7.646136665,0.360162157,0.141460108,0
3.392349058,-5.922617075,4.438265522,0.11392686,0.058330643,2
84.68764537,13.24082509,-0.075050074,-0.290654646,-0.058635891,2
-4.509445968,-1.225216439,-1.140462455,-0.253381745,-0.098272913,2
-4.618019493,-9.927094328,5.232031831,0.193002765,0.075193115,1
25.84563571,-1.4060443,-4.512143106,0.440125588,-0.180054374,1
37.28822806,-4.196980763,-0.008944583,-0.104847483,-0.083516531,1
152.0187624,4.318796243,3.030686528,-0.007248128,-0.008471814,0
-13.12053871,-14.43896708,3.696024813,0.141897529,0.019449821,1
28.0349682,-0.836915185,-4.941218434,-0.464965031,-0.224765664,3
-7.152162511,-2.89572869,-3.368937398,-0.367999123,-0.170005456,3
48.19352479,5.865493781,-5.278255335,-0.537667278,-0.224821066,2
-21.05349024,1.1105056,-1.557317119,-0.304308352,-0.09961062,3
-8.207433779,4.631471738,-2.369837274,-0.12814073,-0.110672933,3
-16.57689423,0.079474514,0.147246819,-0.194991085,-0.051423048,2
-9.00964494,-1.362067161,-0.34942507,0.292503788,-0.054413006,1
-10.58817053,-0.787162532,-4.556060255,4.673825597,-0.010975165,1
-12.15825778,-5.954317732,4.654742432,0.121242812,0.070083176,0
12.20249764,4.184412902,3.302975873,-0.03952527,0.046214625,2
57.97379971,13.18377867,-3.579556923,0.123705419,-0.134345088,2
2.12307514,-7.715275071,1.845030368,0.021534766,-0.023825804,0
115.7107402,5.068666257,1.976043485,-0.087697723,-0.0268064,0
293.5087001,33.68105739,-2.219509494,-0.52500736,-0.142250462,0
67.13288433,4.327110675,4.861477146,0.068549626,0.076057962,0
140.0501413,18.83272244,5.529522836,0.002236919,0.109037961,0
-6.98493026,2.817029911,7.831149547,0.227590502,0.188081646,1
-4.649794162,5.483523883,9.807036409,0.318544299,0.254695386,2
-19.70491024,2.760231668,5.15323648,0.068939623,0.110020043,2
-13.16082531,10.26746742,-0.406950929,0.183039976,-0.025269355,2
40.29619702,16.22995455,-1.284348441,0.180930126,-0.051825665,2
29.77463457,8.4380908,6.455519901,0.110472803,0.147873354,0
14.04603865,8.445875631,6.298741335,0.095810271,0.148333339,2
-7.395545382,7.051812259,2.644554281,-0.110266279,0.039834381,2
9.283753021,3.552060441,4.184742742,0.141209147,0.077246603,2
25.82245813,4.851718095,4.108379935,0.005785068,0.068073427,1
35.47623498,8.935160457,3.136647417,-0.083703031,0.045402468,0
-10.84797711,4.744143905,1.455351652,-0.159401854,-0.001358465,1
-11.31915904,5.636007897,2.352207959,-0.115790298,0.028580218,1
-15.5460394,7.020464351,-0.138560743,0.393778683,-0.018336451,2
-17.14816327,11.30848886,0.705699113,-0.264008768,-0.005591796,3
37.21347829,17.77451055,-3.056585418,1.022949982,-0.065918435,2
-10.37019633,9.79396913,-4.24803184,0.739980823,-0.116765083,1
-5.752728112,8.938380246,-1.386783093,0.599845658,-0.044281212,1
-11.05478874,7.289467971,7.984634707,0.194766413,0.205503263,0
-11.15408061,9.010358266,8.290845127,0.196929072,0.219300218,1
-6.299527885,13.09449228,2.75826932,-0.157703295,0.058297549,2
-18.04442836,11.20785715,1.944359359,-0.191869515,0.032456431,3
-17.95029419,11.14915262,4.266583136,-0.015456903,0.105062526,2
-1.066766593,11.14458011,4.910876986,-0.013968408,0.117646867,1
-16.58696872,7.134913457,8.609507042,0.230304873,0.226129948,0
-3.811818419,14.7185043,3.984457444,-0.100617176,0.099211683,2
-21.61209176,12.22022798,-0.398208424,1.348494166,0.026438049,2
-21.928982,12.2078341,-3.894149561,6.926973636,0.132136306,2
-19.50733065,12.43184391,1.286588402,-0.241396728,0.015870315,2
-16.1364459,11.71156281,2.736606525,-0.108257082,0.058942118,1
-18.24941087,12.19777223,0.35270958,-0.209366652,-0.010724618,2
-20.50313231,11.84035352,-1.021855389,-0.226753293,-0.050859374,2
-21.40943099,12.23812679,-0.501857564,-0.34362887,-0.038859499,2
-17.57117363,12.04995934,0.434965116,-0.28647024,-0.011874924,2
-14.55688134,10.99796669,-1.761440801,-0.40281137,-0.082941756,2
3.018172065,19.63187601,4.383816608,-0.119371011,0.121657984,2
2.137974503,15.74310298,-0.715174983,-0.379211099,-0.044367259,3
-11.76929125,15.1403818,4.32931056,-0.087295787,0.113519781,1
-13.3811124,13.51263585,-1.207198735,0.232663432,-0.036902115,1
-19.27268541,13.43655929,-1.350629975,-0.402691844,-0.062572412,2
-19.24531531,16.10499908,0.505125304,-0.194370832,0.005739399,2
-2.721504291,18.98562782,-1.713584188,0.19961377,-0.040567346,2
-17.16146907,17.48894491,-1.072830491,-0.422378444,-0.044466297,2
-23.6184882,18.79443518,0.693130722,-0.292682695,0.016722642,2
-20.72810294,18.30417693,-0.367164584,-0.139937986,-0.010337675,2
-22.43458501,13.45335045,-3.857310504,0.076931435,-0.115340982,1
-20.54432467,14.74845393,-2.008295059,-0.452936894,-0.078995962,1
-20.98441907,17.18594185,-0.649015025,-0.396515804,-0.030955853,2
-16.18968355,18.45979662,3.287863542,-0.178887734,0.091468488,2
-20.26110664,15.99018284,2.018213004,-0.189718336,0.049139067,1
-24.61939305,18.34041596,-0.285235252,-0.287064895,-0.011963295,2
-12.25006015,15.38268831,6.95342545,0.061931105,0.194808337,1
-16.31945398,15.02989058,3.723836226,-0.122876994,0.096181085,2
-17.504289,16.82276253,1.924135969,-0.243388422,0.045909716,3
-18.1913729,17.56281898,1.575397352,-0.270435912,0.037317817,3
-15.47256251,16.95566654,1.784371225,-0.085094488,0.047425462,2
-14.15892315,20.17700869,0.139283368,-0.375501817,-0.001454633,3
-13.20917609,21.31051082,0.379618263,-0.37148788,0.008479792,3
-19.21902949,20.15704735,-0.542817229,-0.416503575,-0.020744323,3
-21.58625447,19.16229905,-3.106540132,0.945163215,-0.045835866,2
-15.4111652,19.79566602,3.139745599,-0.199193881,0.090055317,0
-18.1821721,22.3370343,3.273835412,-0.215299174,0.101546023,1
-17.95517046,22.66673607,3.616669445,-0.156671723,0.114362255,2
-11.58376634,19.20853787,8.898720548,0.140094808,0.26398371,1
-12.4585335,17.35504013,10.98359759,0.276899677,0.323538484,0
-17.1861375,18.10795379,2.735544504,-0.207975171,0.073961708,1
-17.60079867,18.54234633,5.686508938,-0.04157415,0.165744208,1
-14.4014795,19.00783316,-0.167967773,0.701703051,0.026172617,2
-13.98419265,17.81967928,-4.2289575,2.605285193,-0.023235352,2
-3.894903169,20.57098499,-3.827793808,0.062807194,-0.101019091,3
-24.1956944,17.53037469,-3.237270741,-0.508540225,-0.106885994,2
-19.14207421,19.66675903,-2.475887849,-0.106602779,-0.06596294,2
-23.39600686,20.15962251,-2.292802006,-0.519081694,-0.073036368,2
-22.46257057,19.67485318,-3.282876086,-0.196170715,-0.091130126,3
-18.66858003,22.54274828,-1.806078083,-0.385617683,-0.049022367,3
-18.43808657,22.97691795,-0.678482948,-0.407735295,-0.016472728,2
-9.498889383,24.87963316,-0.901068947,-0.434572701,-0.021455904,3
7.878242316,25.29521253,-3.533604677,0.625390023,-0.062422967,3
-12.01143839,20.88954176,-0.864219729,0.144844045,-0.009645156,1
-13.45152084,22.76299744,-1.10494917,-0.47040061,-0.033301418,1
-18.15663218,24.26655965,-1.221625393,-0.492330247,-0.031493653,3
-10.39327288,26.44764701,-0.219238371,-0.451328914,0.00220692,3
-2.791852337,27.47431255,0.095286894,-0.439726474,0.011925982,2
-4.020415893,27.43729578,-0.153451405,-0.454193641,0.004610354,3
-18.25076779,25.55177814,-1.04335444,-0.493634393,-0.022729854,3
-4.492067978,27.95991798,-0.08734678,-0.455245475,0.008122755,3
20.78034093,31.98106995,-0.814091948,-0.524523915,-0.012403432,3
-7.058971442,29.33239611,-1.794782937,-0.316857398,-0.030706378,3
-21.68233505,24.89465986,-2.565367955,-0.45170752,-0.06534221,3
-13.25212341,24.70193678,-0.422159018,-0.198070603,0.001720823,2
-14.3740983,19.91040877,1.03494898,-0.238017204,0.028493581,1
-17.85871029,17.37972883,1.811300977,-0.255044246,0.043979954,1
-17.76435547,19.18147232,-0.305542267,-0.393504438,-0.016426473,2
-12.07404461,21.16667258,-2.924347799,-0.143520328,-0.078274296,2
30.83625061,22.71985421,2.937952332,-0.220892293,0.075849066,0
43.10175614,22.83936618,0.824674561,-0.339720214,0.007218543,0
-11.17081755,18.67658443,-0.840886387,-0.167289622,-0.027117377,2
-18.14463514,19.78879234,-1.264989012,0.46314017,-0.010398873,2
-22.46073028,22.19395467,-1.173394135,-0.472403366,-0.033838584,3
-15.18933617,20.59692516,1.046082033,-0.327264714,0.027777689,2
-5.669068873,23.00684033,-2.950860843,-0.326209297,-0.082699223,2
-22.42424677,20.97389668,-0.870800982,-0.443929805,-0.027663876,2
-19.66038626,24.40298806,-2.388977059,-0.461408516,-0.062775049,2
0.30486543,22.50529215,4.574903116,-0.135152513,0.135721139,0
7.16453655,23.75416577,0.803707048,-0.361815485,0.020894043,2
13.68660154,26.52653746,-3.706600734,1.398887867,-0.03735593,3
-17.97833564,20.32048829,-2.773038396,1.580953412,-0.010824444,2
-17.11981334,22.26060131,-1.798372345,-0.50722399,-0.054627836,2
-11.50427835,17.7158896,-4.29543075,3.854615028,0.019720062,1
-15.65530505,15.67572319,-0.747982787,-0.178202485,-0.031924152,0
-20.10573218,17.31522947,-1.588969597,-0.451664998,-0.059760596,2
-11.29863489,19.61899613,-1.82926604,-0.483181856,-0.06422495,2
-22.83093151,15.66665066,-1.360147691,-0.424567604,-0.056015282,2
-19.0644574,17.03183514,0.470225442,-0.329801969,0.002352483,1
-9.249987216,16.93662691,1.214363254,-0.282506555,0.021666131,1
-14.91302161,17.10745201,0.426216874,-0.331563388,-0.000191648,1
-16.73575263,19.33525116,-0.333603706,-0.396147483,-0.017240433,2
-20.70480154,19.19785259,-0.925421538,-0.388781017,-0.032886207,2
-21.55090896,17.83565149,-2.052173966,-0.358478028,-0.067560402,2
-14.95244292,18.01972147,-2.28210676,-0.245957638,-0.071741966,1
-21.51588819,17.61019966,-1.209682878,-0.432907655,-0.046903791,2
-20.86594964,17.07561856,-2.416840559,0.16979702,-0.06093645,2
-21.91714168,15.35325842,-0.746005759,-0.385950267,-0.038272836,2
-19.96650689,17.96724512,-1.624739228,-0.459551079,-0.059249337,2
-23.91972019,18.5300404,-1.383787891,-0.452090322,-0.049108106,3
-22.04258803,17.02331271,-0.886421011,-0.40913774,-0.038299547,2
-20.24442787,12.59606321,0.00194588,-0.317339368,-0.022882067,2
-13.51146581,14.70185978,-1.353375357,-0.412211707,-0.061367734,3
-8.089395963,13.7357749,2.061504666,-0.204352965,0.039144917,2
-15.46106317,10.46323626,-1.62492685,-0.390430949,-0.079808886,2
-20.16759831,14.80748316,1.703939896,-0.238905196,0.034926714,2
-19.8464821,16.65406664,1.029441379,-0.294374791,0.01881236,3
-18.4452802,16.81662419,0.543875831,-0.323392584,0.00385919,3
-9.445369446,20.28765944,-1.28338259,-0.457016327,-0.04639736,3
54.955993,29.29758998,-4.679105022,0.080934516,-0.120022355,3
13.02722121,14.44182391,-6.747072124,14.80480708,0.335093625,1
-20.23917693,7.20433143,-5.110775664,11.69921893,0.258205811,0
-20.135502,10.60263004,-2.201273461,-0.110489,-0.083935193,1
-17.53170011,11.02104833,-4.043795821,0.173203048,-0.125801649,2
16.60050459,12.90128751,-6.678954857,7.315691905,0.055562349,0
45.93892513,8.429977401,9.785052929,0.308559983,0.244613365,1
-23.96333522,6.28187705,-5.05149674,-0.553716003,-0.192719358,3
-23.53006828,9.079603922,-2.988904862,-0.417892478,-0.120941102,3
22.78540088,14.00522809,-3.009513259,0.971094258,-0.07229899,0
172.5415694,29.58465854,-1.002064519,-0.460391586,-0.07491503,0
-19.2192073,3.030775545,-0.366569172,-0.25216605,-0.05881365,0
-20.54796869,6.256939044,-1.736347003,-0.360795801,-0.092207542,2
-21.9853407,8.523454214,-3.246922181,-0.468958699,-0.132321292,3
-22.78547608,8.280774686,-3.502015093,-0.481790912,-0.140497008,3
-22.63565649,7.510849178,-3.66584359,-0.484271177,-0.147528142,3
-22.98033147,6.813652166,-4.098436618,-0.503104835,-0.162455793,3
-22.87071018,7.823241108,-5.071258056,0.349318751,-0.155980886,3
-7.870262094,4.197102771,-1.359256981,0.43480706,-0.06244711,0
-19.01101725,-0.098326473,-2.83930714,-0.366760266,-0.14269514,1
-20.08385097,3.233161472,-2.558391338,-0.380898695,-0.125260599,2
21.87655979,3.54470073,2.645032047,-0.068366759,0.021174269,0
50.07168017,7.593216919,1.742705344,-0.147004866,-0.005645288,1
-4.135785358,1.666758302,-2.343647683,-0.348781232,-0.127972097,2
42.75892811,0.21090054,-1.103786356,-0.247551616,-0.109280917,1
-17.33270915,-4.796536077,-4.679593046,1.863983645,-0.127154399,1
-22.00960699,-1.920259748,-5.424076498,-0.500720632,-0.22562509,1
-22.02670696,-1.746051454,-5.08278427,-0.482580616,-0.214705625,2
-22.38168941,0.385442798,-5.083814985,-0.501951106,-0.209207706,2
-22.66806749,2.062721265,-4.921613706,-0.507780165,-0.199877492,3
-22.36798694,4.452567513,-5.039539772,-0.118877001,-0.182166876,3
-0.556090418,1.582756852,-5.529010985,3.265037506,-0.087318444,2
61.10946242,-1.572015602,1.622965869,-0.067538058,-0.036270742,0
-13.64264106,-17.85955574,1.755914153,0.060436217,-0.048585815,0
-19.15738267,-12.41929501,-3.232912244,-0.278644199,-0.186001051,2
-15.703926,-7.002667086,-1.085241826,-0.202128491,-0.107508441,2
-13.62383253,-5.13299101,0.386378775,-0.133220167,-0.058304246,1
-14.9195058,-5.22814253,0.016986604,-0.154157024,-0.069446949,1
-9.562076946,-4.344279659,-0.683022721,-0.200661794,-0.090469215,1
-4.081520045,-6.83176848,-4.201697001,-0.379592021,-0.206573267,1
-20.72158893,-5.750808789,-0.197519977,-0.163885302,-0.075418436,2
-12.16328012,-5.630827168,0.016374328,-0.149597561,-0.071408075,1
-15.9104574,-4.466243941,-1.026427878,-0.221634754,-0.099195968,2
-21.46476775,-3.899410192,-3.910466297,-0.395283217,-0.184390767,3
37.33543913,1.021612299,-0.396699345,-0.215914468,-0.083717568,1
56.86137986,-3.134883973,1.744211019,-0.047962186,-0.035100139,0
-20.06431322,-15.39985519,-2.547726846,-0.212556354,-0.172241978,1
-17.23853104,-11.95891108,-3.535563455,-0.299594864,-0.194758789,2
33.71197593,-2.357748307,-3.15222282,-0.345939376,-0.175631702,0
88.62777206,-1.433221502,-5.097514246,-0.447297155,-0.251301899,1
108.9333856,-1.198422757,-0.762598713,-0.191864666,-0.124480588,0
170.5310649,9.761886948,-7.92835126,-0.682754827,-0.337078218,0
212.8500588,16.93942323,-10.15863339,-0.861293187,-0.401413455,1
255.0250545,24.86560491,-13.55661591,-1.114071005,-0.499627417,2
29.75279301,-6.288662048,-5.973129543,-0.474894561,-0.270840032,3
-18.12797781,-9.928295233,-5.178237951,-0.413071992,-0.239707367,3
-16.56724287,-8.743866158,-4.219653658,-0.367813036,-0.207810331,3
-16.62959219,-9.181945898,-3.488348966,-0.321649271,-0.186463784,3
46.32416128,-5.235816945,-0.290216971,-0.150275346,-0.099336288,2
-17.66175493,-19.01112597,-0.563328104,-0.064579756,-0.121326415,1
-18.91757725,-16.36450591,-1.647018262,-0.15144192,-0.147438167,3
23.81882819,-14.08882681,1.101435231,0.001876735,-0.071599392,1
-16.46767645,-21.5134962,-0.968124953,-0.065017461,-0.14049753,1
-17.30229793,-20.79314533,-1.962547559,-0.129236259,-0.168901042,2
57.93478662,-15.37148387,3.733648874,0.177475913,-0.005482665,0
-18.74721869,-22.86144817,-1.321294612,-0.074086871,-0.15399444,3
-17.95544828,-15.94805289,-5.459692562,-0.375083946,-0.263682385,3
-17.8782063,-13.96206701,-7.027549689,-0.48349739,-0.306771419,3
-19.21444468,-12.69021147,-6.74084107,-0.478854769,-0.294299828,3
45.03821056,-11.0451362,0.304205646,-0.064101443,-0.095416601,2
-17.85923891,-23.24126686,-1.302900799,-0.069292996,-0.15469072,1
-15.46465876,-19.26604724,-2.284316775,-0.160921531,-0.175510269,3
11.08592531,-12.41327152,0.617922803,-0.04561643,-0.077930427,2
132.0686734,-2.402353048,0.757876523,-0.085056822,-0.088608751,0
-9.68266737,-21.74787541,4.081758711,0.231177784,0.011582755,1
-13.07978159,-18.98853143,1.602131735,0.061913516,-0.056358087,1
-18.11003406,-18.27372678,-2.648878269,-0.191842994,-0.183293529,3
51.27406475,-11.00346522,-1.186609096,-0.148395695,-0.14313355,2
16.71121952,-20.98513485,-0.882612658,-0.053154981,-0.147608261,1
-11.96504099,-20.65534461,-3.02411762,-0.189917569,-0.202903925,2
35.63450419,-23.72972174,0.582382009,0.062833267,-0.115943767,0
34.20002423,-27.0473807,-0.395559991,0.035702213,-0.153892332,0
141.7507074,-12.89225415,-2.291137693,-0.163347801,-0.212020297,0
-5.725416178,-28.32758866,3.271047031,0.244966752,-0.031315819,1
-11.00139551,-24.51087974,2.17400908,0.145386291,-0.053524701,2
-18.52476662,-23.65505307,-2.376459233,-0.127814818,-0.188457857,3
6.018559078,-15.89864987,3.317803516,0.139926087,-0.002249296,3
-16.05004475,-20.29634549,0.394422312,0.002878768,-0.095741467,3
-19.12002901,-18.84642697,-3.840847692,-0.255895445,-0.220982178,3
10.00263556,-18.03442383,0.807400755,0.015544197,-0.086025197,2
18.25708694,-28.79878828,1.248247301,0.1408066,-0.102581237,0
-8.709576026,-36.50871782,0.41301854,0.152467528,-0.138778261,1
-10.64553471,-33.53915814,0.167511043,0.110875194,-0.13812608,1
1.704118268,-25.40444102,0.070060964,0.036371034,-0.124587658,1
11.46757413,-22.47758196,-0.212316543,-0.002848501,-0.129080599,2
94.73013429,-13.07612118,-1.280164106,-0.119846895,-0.165772105,0
20.47962701,-22.52900587,-1.469976185,-0.071859796,-0.170806973,1
212.6118625,0.056497067,-5.076455832,-0.415847853,-0.288262116,0
438.9242644,34.64180287,-11.59669046,-1.024124843,-0.476064001,0
-10.57060755,-27.48773768,-1.064896748,-0.014756227,-0.160601528,1
-18.54740867,-27.46336502,-3.249109144,-0.14395044,-0.224892733,3
-4.360794694,-25.35834401,-2.219556966,-0.0984343,-0.192695984,2
156.2766199,-4.999364649,-3.710081389,-0.311242833,-0.24036825,0
333.7198734,22.17806512,-9.083499746,-0.803798183,-0.395475918,0
61.65551582,-17.21027312,-2.284398066,-0.152284507,-0.196038065,1
7.094292103,-23.41706965,-1.640052907,-0.078401939,-0.173811441,2
-8.156934183,-28.23431902,2.314875455,0.188039832,-0.05960456,2
17.19096112,-25.57052319,1.197350815,0.108433135,-0.095591624,0
-14.31449699,-31.45988817,0.001253243,0.081264233,-0.136723958,1
-13.19985851,-29.00804826,0.471373027,0.086742695,-0.116447578,2
67.02633935,-18.73438583,-0.305984232,-0.022395713,-0.140998499,0
201.9798065,-4.157558668,-3.928921696,-0.315373571,-0.260202232,0
-15.91228995,-34.06009229,-0.285267864,0.087556397,-0.151582529,1
41.72031987,-24.03155174,-1.612619323,-0.059097922,-0.186088459,1
25.48767,-28.0666232,-0.930080527,0.010934288,-0.169971583,0
31.90373271,-26.40920592,-0.274363059,0.036150304,-0.14778715,0
-12.75374777,-32.61436309,0.39540455,0.114972695,-0.128082405,1
-12.41216426,-30.25684906,0.97714673,0.127475751,-0.10436263,1
5.65572006,-26.47091778,-1.161371455,-0.023769872,-0.166396889,1
149.4454991,-7.273001425,-3.252084394,-0.266726567,-0.229807549,0
27.69476575,-25.28563182,-1.597469509,-0.051871566,-0.184125275,1
14.17019955,-27.50587614,-0.094170496,0.050187972,-0.139122739,0
-10.56149404,-31.01390387,-1.086343852,0.015747844,-0.170214189,1
-4.571991485,-29.63301051,0.241376774,0.082119784,-0.127970988,0
19.31507167,-26.45813009,0.292686259,0.064914058,-0.12631085,0
46.34886138,-24.95369923,0.12507523,0.051206476,-0.136658683,0
113.6112564,-10.42152146,-0.037848009,-0.065335248,-0.127219288,0
13.67970246,-22.24714043,3.588312166,0.215392242,-0.012623371,0
25.82688782,-20.04186059,4.503074906,0.252657456,0.016986732,0
20.67233903,-20.86030763,2.955520099,0.168818411,-0.030852296,1
24.22200298,-20.04399435,1.436768971,0.074992223,-0.076563169,2
-9.095309246,-21.40987535,0.513630488,0.022235763,-0.097232371,2
-17.44562483,-21.74532282,-4.11010524,-0.244765693,-0.237161652,2
-15.73325889,-18.55131616,0.774490507,0.009236864,-0.079756027,1
-15.26144596,-19.56586969,-1.964996508,-0.139706292,-0.166541873,2
-11.51699026,-20.84948688,-0.932767537,-0.067209352,-0.139379661,2
-8.817387232,-18.32346683,-4.746155072,-0.310734915,-0.209212287,2
33.19732149,-10.65341744,-9.350793027,-0.935745527,8.319838311,1
8.042154181,-20.35014331,-3.633763374,-0.220837319,-0.227513019,1
-8.702397057,-28.10175751,-1.790412544,-0.054875682,-0.060069879,0
-10.38370376,-20.53142221,-6.831070425,-0.559838246,3.929203792,1
-10.67733697,-27.92892483,-1.306944791,-0.024804043,-0.169112408,0
-18.07607032,-24.33725337,-5.498760217,-0.301870232,-0.286137745,3
-18.30018362,-20.64964764,-5.306363383,-0.324028535,-0.270798411,3
